,reviews,starRating
46,"

  Not warmth as expected but comfort was too good .

",4.0 out of 5 stars
47,"

  Good product

",4.0 out of 5 stars
48,"

  It's really perfect what I expect

",5.0 out of 5 stars
49,"

  Nice and comfort sweater

",4.0 out of 5 stars
50,"

  Good

",4.0 out of 5 stars
51,"

  Nice clothe

",4.0 out of 5 stars
52,"

  Its just fine!

",5.0 out of 5 stars
53,"

  Good

",5.0 out of 5 stars
54,"

  It should've more thick

",3.0 out of 5 stars
55,"

  Brilliant quality

",5.0 out of 5 stars
56,"

  It's not upto my expectation

",2.0 out of 5 stars
57,"

  Yes I like

",5.0 out of 5 stars
58,"

  Loved this

",5.0 out of 5 stars
59,"

  Fit very well 👌👍

",5.0 out of 5 stars
60,"

  Suitable

",2.0 out of 5 stars
61,"

  Excellent fit and warmth

",5.0 out of 5 stars
62,"

  Awesome

",5.0 out of 5 stars
63,"

  Superb comfort

",5.0 out of 5 stars
64,"

  Product came slightly damaged

",2.0 out of 5 stars
65,"

  Superb✔👌👌👌👍👍

",5.0 out of 5 stars
66,"

  Good fit

",5.0 out of 5 stars
67,"

  Defective

",2.0 out of 5 stars
68,"

  Good Quality

",5.0 out of 5 stars
69,"

  Not warmth as expected

",2.0 out of 5 stars
70,"

  It's material is not 100% COTTON as has been specified in specification. The  specification claims 100% cotton product but it is made of 60% cotton and 40% polyester. See the images. It is annoying that AMAZON is displaying wrong product description. I don't know whether it worth buying at Rs 1019.  Stop AMAZON from such MISGUIDING.

",2.0 out of 5 stars
71,"

  This review is not based on usage. Fitting is perfect and the colour is as shown in the pic. Don't go for a larger size. But it is not for very cold places where temperature dips below 10 degree centigrade.

",5.0 out of 5 stars
72,"

  It fits well and looks very good. It doesn't look baggy and maintains a good shape with the chain both open and close. The color is bright but not too much. It also warm enough to wear around the house and outside. I personally use it when going for jogging, football or gym. I like it and you most probably will.

",5.0 out of 5 stars
73,"

  Sizes are huge.Allen solly 'L' size in summer clothes is 40 inches,While in winter clothes 'L' is 46 inches.'S' size in summer - 36 inches'S' size in winter - 40 inchesSummer clothing is manufactured for rats, and winter for elephants.

",1.0 out of 5 stars
74,"

  First appearance ,  it  looks a  used piece  the way it was received folded , crumpled. the internal packaging and the piece both crumpled , so keeping it safe for 4 to 5 days for quarantine before trying it for size , fitting etcFabric looks just ok, stitching quality creates doubt , frankly it doesn't appear an original product , no offencesShall review again later

",3.0 out of 5 stars
75,"

  Before i thought it could be Size bigger than L size..But its Great fit.n Products also Nice,Branded , Good For temperature above 20°C.Normal Sweatshirt u can wear anywhr..

",5.0 out of 5 stars
76,"

  Bought this product in Great Indian Sale @₹850/-. They are selling minor defective / rejected pieces. Ordered Size L initially which was tight for me, so exchanged for XL but it was lose. In L size piece the zipper was getting stuck near the bottom and In size XL there is a visible defect in the inside of the product (see attached pics). There were arrow stickers marked on the defect line in the clothing (which in clothing quality terms mean here is the defect). It is probably a quality rejected piece, so going out in sale at lower prices. Seller should be honest atleast in tagging this as refurbished piece.

",3.0 out of 5 stars
77,"

  The size of this product is not at all accurate. I got a smaller size product than the one which I booked considering the size chart given in the site.However, the product is a great one. It keeps you warm enough and the material used is of quite good quality.

",4.0 out of 5 stars
78,"

  It's really a good product as it's from the house of Allensolly... Very good quality of material 💯 satisfied.. length of pair of arms little short as I'm 5.7"" but it is ignorable..Enjoying the softness and comfort of this hoody...Thank you..

",5.0 out of 5 stars
79,"

  Product is goodPockets provided in jacket are smallNafter washing looses some color or fade & some bubble comes outI rate is 4* due to small pocket size onlyOtherwise product is great

",3.0 out of 5 stars
80,"

  cloath quality is poor , you will get bubbles on this very soon plus when you will wear it on any white shirt it will leave imprints on that shirt and will make the shirt black. Only good is that its warm.

",2.0 out of 5 stars
81,"

  Just about perfect- cost colour material and fit. Fit at chest and length is just about what I expected for Medium also soft machine washable cotton- perfect to use while driving or flying. Cotton hoodie so don’t expect to work anything below 16 degree c I guess.

",5.0 out of 5 stars
82,"

  Perfect fit. Material seems to be of good quality. Worth  INR894/-. Better to go for this than settling with local brands to save a couple of hundreds. Have been looking to buy a sweatshirt of late. Was confused with the brands and worth the spend till finally choosing this one. Happy with the product.

",5.0 out of 5 stars
83,"

  The sweatshirt arrived in a good package and in good condition. The fit is as expected and quality seemed good. But after one wash the color went off and fabric also became a bit rough. This is not the quality we expect from AS brand.

",3.0 out of 5 stars
84,"

  Good product....looks OG.....feels good...feels warm but not for december and january season winter......got it for a decent price.....inner side contains woolen wall....overall good product....

",5.0 out of 5 stars
85,"

  Awesome quality product from allen solly ...must go for it without thinking !!!!!!!!*****but just take a size lesser than what u usually wear***** !!!!!!!

",5.0 out of 5 stars
86,"

  Very good product. Colour fabric everything is perfect. But size too large that's why I m returning this

",5.0 out of 5 stars
87,"

  It's a fake product. Not a original one.I've compared this product with the store and found it is duplicate don't buy branded products online sellers on Amazon just fool you with the fake product with good branding on it. I would request amazon to ban such sellers.

",1.0 out of 5 stars
88,"

  Nice product with soft material and smooth finish. Good fit and warm too.

",5.0 out of 5 stars
89,"

  Product size is ok as they mentioned and fits perfect to me. But after washing microfibres are stick to the inner shirt and very difficult to remove once they sticking to the cloth. Inside lining cloth used was very cheap quality and it was not expected from brand like Allen Solly.

",2.0 out of 5 stars
90,"

  I have serious doubts that it is an authentic Allen Solly product... 1st wash, I can feel bumps of threads when you run the hands over it..

",3.0 out of 5 stars
91,"

  Delivered the very next day the order was placed, and product is as per description... Colors and quality looks Pretty good. Thick enough for Delhi colds...with some winter wear inside.Overall quite satisfied with it.. bought after scrolling through multiple similar items.

",5.0 out of 5 stars
92,"

  Perfect fit. Great quality. Worth the price..

",5.0 out of 5 stars
93,"

  Fitting is excellent , definetly should purchase ths product all the qualities satisfied whatever requires in a sweatshirt and a hoodie fitting at chest is uptomark ,jacket lenght is 28"" chest is 44"" shoulder is 18""

",4.0 out of 5 stars
94,"

  The fabric is good and warm accordingly but not fit for severe cold.The colour is also very attractive.The product is good for buy.

",4.0 out of 5 stars
95,"

  Excellent quality. Highly recommended. The material is so soft. Definitely go for it without doubt

",5.0 out of 5 stars
96,"

  Good for home use or wearing it in the office under a.c. not that great to wear it in gatherings where you want to look presentable.

",3.0 out of 5 stars
97,"

  fitting was too tight. before ordering i have checked chest, length and everything with my body measurement, and some extra space in case of winter inners. but still too tight.

",2.0 out of 5 stars
98,"

  Not good as expected. It's a defective piece.  After few days, pilling problems seen on the backside. It seems it's not a product of allen Solly. Local brand cloth has tag of Allen Solly. I will never buy this kind of product from Amazon.

",3.0 out of 5 stars
99,"

  Material is very good. I was scared to order it online considering it might be duplicate product.. but trust me the product is awesome and fits as expected.

",5.0 out of 5 stars
100,"

  I bought this Sweatshirt for My brother .The quality of the product is very good as expected and fitting is perfect😍we just got the delivery in 3 days.

",5.0 out of 5 stars
101,"

  Product is good. Price should be less. Its Made in Bangladesh not Made in India

",4.0 out of 5 stars
102,"

  I bought it for my son...n it fits perfectly...warmth is pretty good...over product is very gud

",5.0 out of 5 stars
103,"

  Amazon delivers the product within 2 days but the product seems to be old and stitches are not perfectly stitched. Stitches are opened in most of the places. Also product vary from seeing directly rather than seeing in Amazon portal.

",2.0 out of 5 stars
104,"

  It is just like a normal sweatshirt. Instead of spending over 1000 rs on this I'd suggest you to buy any other cheaper sweatshirt for around 500 - 700 rs. That will offer you great value for money.  This one will not be useful if temperature dips below 20

",3.0 out of 5 stars
105,"

  Good quslity sweatshirt and was at a good price. Fits well and nice warm confortable

",5.0 out of 5 stars
106,"

  The quality is awesome and sticks true to it's brand. I loved it very much. Orange as a color always stands out in dress materials. It is my favorite color. I simply loved this sweatshirt. Go for it with your eyes closed.

",5.0 out of 5 stars
107,"

  Product is not so bad but this size is small I want big size

",3.0 out of 5 stars
108,"

  Very Nice Product and Quality of Fabric. Got this for Rs 900 after bank discount which is worth every penny. Go for it blindly. Product received is manufactured 4 months back and is fresh.

",5.0 out of 5 stars
109,"

  I did not find any noticeable fault in product when I checked physically but I cann't comment on other feature like comfort , effectiveness etc as I did not use it

",4.0 out of 5 stars
110,"

  I purchased this as a birthday gift to my husband. He totally loved it.

",5.0 out of 5 stars
111,"

  i purchased this jacket for my brother,on occasion of bhaiya dhuj.I really liked the colour and quality of this jacket.

",5.0 out of 5 stars
112,"

  Expected better product from Allen solly. Lints appeared after few weeks usage.

",3.0 out of 5 stars
113,"

  to be honest guys!!! do not buy it !!!! its colour fades away after few weeks AND WORST PART IS THAT the elastic loses its elasticity and now my sweatshirt looks like I bought from a local store !!!!!!!!!buy it at your own risk !!!!!!

",1.0 out of 5 stars
114,"

  Waste of money , Third class product. Surprised how come such is sold on amazon.

",1.0 out of 5 stars
115,"

  Fabrick quality is very low.All small cloth particles are coming out of it like a 200 rs jacket.

",2.0 out of 5 stars
116,"

  Product size mismatch tag show XL and product is XXL, fake Allen Solly  product

",2.0 out of 5 stars
117,"

  Review after 2 years... excellent product, color had only started to fade now. Highle recommendQuality product!

",5.0 out of 5 stars
118,"

  Fabric quality is poor, the woolen lint started within 10 days. Not expecting from brand like Allen solly

",1.0 out of 5 stars
119,"

  Nice product nice colour as shown in the pictures.. quality is good ...worth buying option...if u want barnded hoodies then go for it

",4.0 out of 5 stars
120,"

  I dislike boblin from inside sticking all through shirt

",3.0 out of 5 stars
121,"

  Wow.. gud fit and helps in mild winter. Fabric is top calss for this price. Pick it. Use it

",5.0 out of 5 stars
122,"

  I order two sweat shirts for my small brother as well as me . Both the product quality was awesome and great.but one minor problem is size. My brother like fit size that's why he order S size but the size bigger than actual size.

",3.0 out of 5 stars
123,"

  super

",5.0 out of 5 stars
124,"

  Nice one as expected. Fit well. Colour also good. Go dor it.

",5.0 out of 5 stars
125,"

  As product is mentioned it's actually good for the prize and it's added 20% polyesterReceived on time within 2 days the quality of the product is good as expectedIt's machine washable and

",4.0 out of 5 stars
126,"

  If you want m you book ( S) , size, L (M).it is perfect size match for u.

",4.0 out of 5 stars
127,"

  good product

",4.0 out of 5 stars
128,"

  Good material and stitching.

",5.0 out of 5 stars
129,"

  Good fit and quality

",5.0 out of 5 stars
130,"

  The product is fit, it is warm and good quality

",5.0 out of 5 stars
131,"

  Snug and comfortable fit, quality fabric, looks great, and reasonably priced. As good as the hoodies from those snobbish designer/boutique brands with inflated price tags.

",5.0 out of 5 stars
132,"

  Took L size but seems M in actual. Little tight, feeling little uncomfortable.Always go for one size extra for this product.

",2.0 out of 5 stars
133,"

  Received used product, didn't expect this from Amzon and a brand like Allen Solly. And after looking at this product one thing is very clear that it will get bubbles after use.

",1.0 out of 5 stars
134,"

  Very cheap cloth material. Don't go with the brand name. It's fake.

",1.0 out of 5 stars
135,"

  The quality is too good and useful for heavy winter as its too warm.

",5.0 out of 5 stars
136,"

  Perfect Product by Allen....color is same as shown.

",4.0 out of 5 stars
137,"

  Duplicate item. It seems to be copy of Allen Sholly sweatshirt.  Lints appeared after few days of use, even before first wash. Inner lining is also getting detached gradually. DISAPPOINTED

",1.0 out of 5 stars
138,"

  I never knew that Allen Solly brand could be counterfeited in such a big way. The jacket looked good when came but in a few days it had so lint all over.Honest suggestion - DO NOT BUY !

",1.0 out of 5 stars
139,"

  Good purchase value for money and good quality fit

",5.0 out of 5 stars
140,"

  Nice quality got it for RS.849. The delivery was delayed a bit though.

",5.0 out of 5 stars
141,"

  I shouldn’t have returned this actually and now the price has increased

",4.0 out of 5 stars
142,"

  If your size is between 34 and 36, then S (small) size is perfect .The quality of the product is unquestionably. Just fabulous.

",5.0 out of 5 stars
143,"

  THE PRODUCT QUALITY AND PRODUCT DISCRIPTION IS SAME AS ON AMAZON GREAT PRODUCT AND ITS MY FAV COLOUR

",5.0 out of 5 stars
144,"

  this is a cotton sweatshirt which looks nice and fits well.

",4.0 out of 5 stars
145,"

  Fitted perfectly...Choose ur size before buying

",5.0 out of 5 stars
146,"

  It’s look like fake product fabric quality is lap quality. Not recommend to buy!

",1.0 out of 5 stars
147,"

  Good quality . Really hope it's genuine 😄😄

",5.0 out of 5 stars
148,"

  Good product.

",3.0 out of 5 stars
149,"

  Good packaging on time delivery perfect fit and at last original product delivered rightly to your home what else do i need😁❤ thankyou amazon👍

",5.0 out of 5 stars
150,"

  Worst quality..all threads are shedding

",1.0 out of 5 stars
151,"

  I purchased one blue & one Black jacket.Believe me that's a very good product.

",5.0 out of 5 stars
152,"

  Very good product. simply i want to good quality yes its very nice. Happy to say onething this is gift to my dad 😍😍

",5.0 out of 5 stars
153,"

  Good jacket i love it. Allen Solly is just good

",4.0 out of 5 stars
154,"

  When I wear this sweatshirt it's fur is paste on my new shirt and in washing time its colour also has fallen

",3.0 out of 5 stars
155,"

  Quality Not Adequate

",3.0 out of 5 stars
156,"

  Very good sweatshirt worth every penny

",5.0 out of 5 stars
157,"

  No so good, colour fade after every wash

",3.0 out of 5 stars
158,"

  ⭐⭐⭐⭐⭐

",5.0 out of 5 stars
159,"

  Thick and soft

",5.0 out of 5 stars
160,"

  Good

",4.0 out of 5 stars
161,"

  It's really hot. Looking very good and same as shown in picture.

",5.0 out of 5 stars
162,"

  Excellent fit, Excellent material, excellent quality. Worth every penny.

",5.0 out of 5 stars
163,"

  Quality

",5.0 out of 5 stars
164,"

  NOT FOR HARSH WINTERS BUT INSIDE HOUSE AMD FOR MILD WINTERS WORKS WELL

",4.0 out of 5 stars
165,"

  very very good product

",5.0 out of 5 stars
166,"

  It is better then most expensive brands.. Quality is too good

",5.0 out of 5 stars
167,"

  Very awesome product at this price suitable for mildly cold weather

",5.0 out of 5 stars
168,"

  Very bad product. Never buy . Cloth has bubling issues.

",1.0 out of 5 stars
169,"

  Nice product...I purchase for my dad...

",5.0 out of 5 stars
170,"

  This sweatshirt is very much unlike Allen Solly. Received sweatshirt without price tag and it has lint on the back and near pockets. Seemingly a used product. Returning it.

",1.0 out of 5 stars
171,"

  Color is losing during washing

",3.0 out of 5 stars
172,"

  You can go for it, I purchased around 500. Value for each rupi

",5.0 out of 5 stars
173,"

  Sent me medium size instead of xxl. Misrepresentation of probuct. Do not buy

",1.0 out of 5 stars
174,"

  Product fits correct as per measurements given.Very good quality

",4.0 out of 5 stars
175,"

  Good quality

",5.0 out of 5 stars
176,"

  Good

",5.0 out of 5 stars
177,"

  Very good quality

",5.0 out of 5 stars
178,"

  Lovely jacket 👍🏻

",5.0 out of 5 stars
179,"

  நல்ல தரம்

",5.0 out of 5 stars
180,"

  Good one

",5.0 out of 5 stars
181,"

  Hood is in white color insideIt is somewhat not ok on some shirtsProduct is from banladesh

",4.0 out of 5 stars
182,"

  I ordered it for my grandpa and he liked the quality and fabric so much. It's really good product and its fittings are really amazing.

",5.0 out of 5 stars
183,"

  Very useful same as shown in the picture

",5.0 out of 5 stars
184,"

  Colour is a bit light. But the product is worth it!

",5.0 out of 5 stars
185,"

  I think it is a budget friendly  and a quality product .There were some issues in its lenght I bought the wrong but overall it is amazing.

",5.0 out of 5 stars
186,"

  I got it @850 very bad product it's not original allen Solly  please don't buy it

",1.0 out of 5 stars
187,"

  It's ok

",4.0 out of 5 stars
188,"

  I already used this brans, allen solley is a good brand and value for your money, it reached my expectations like size colour etc...

",5.0 out of 5 stars
189,"

  Fabric is building up after single wash

",1.0 out of 5 stars
190,"

  Good Jacket for winter.

",4.0 out of 5 stars
191,"

  Very good product I really like it

",5.0 out of 5 stars
192,"

  Not as expected

",4.0 out of 5 stars
193,"

  Awesome

",5.0 out of 5 stars
194,"

  Bought for my son and he loved it!

",5.0 out of 5 stars
195,"

  Very good product.Happy to buy it.Have it only 600/- after applying all the promotion in Amazon Sell.

",5.0 out of 5 stars
196,"

  The fitting is ok with S size. But actually my T-shirt size is m.

",5.0 out of 5 stars
197,"

  Nice..

",4.0 out of 5 stars
198,"

  The jacket fits as mentioned in the product details. Can be used during Winter season or travelling time!

",5.0 out of 5 stars
199,"

  Threads started coming out of jacket just after 1 week of use even without wash.Overall very bad quality.

",1.0 out of 5 stars
200,"

  Jai Hind 🇮🇳Ye bahut hi ghatiya aur bekar product hai.2nd hand product hai.Please don't buy this product...

",1.0 out of 5 stars
201,"

  Fitting is ok. But quality is very bad. Colour gets fade and it now looks like 3 years old after 3 months of use.

",1.0 out of 5 stars
202,"

  Nice purchase but bought xxl size unfortunately and fit loose to me. But is a good quality sweatshirt and looks nice as well.

",5.0 out of 5 stars
203,"

  Value for money productWith excellent touch and quality.Must consider before buy anything

",5.0 out of 5 stars
204,"

  I am completely satisfied with the product and found the same thing which I saw at site. Price worthy. Nice product. Go for it.👍👍

",5.0 out of 5 stars
205,"

  Allen Solly is one of my favourite Brand...The product is very nice...loved it...

",4.0 out of 5 stars
206,"

  Good buy

",4.0 out of 5 stars
207,"

  Gud

",5.0 out of 5 stars
208,"

  best jacket in the world best best best best best excellent excellent must buy go for it

",5.0 out of 5 stars
209,"

  Product quality is fantasticNo issues related to dull colour or qualityFit exactly according to expectationsValue for money 💰

",5.0 out of 5 stars
210,"

  Very warm and great just got it under 1.2k which was worth the product.

",5.0 out of 5 stars
211,"

  Worth every penny would surely recommend.

",4.0 out of 5 stars
212,"

  Very nice. Fits perfectly well. Warm enough. Can't complaint

",4.0 out of 5 stars
213,"

  Product is completely worthy

",5.0 out of 5 stars
214,"

  Great fitting, ideal for light winters

",4.0 out of 5 stars
215,"

  The inner material of this jacket is so worst...it has spoiled my 3 shirts....very bad product...have doubt about this product is from Allen solly

",1.0 out of 5 stars
216,"

  Linting even after 5 washes

",1.0 out of 5 stars
217,"

  nice product with great fit...was delivered within 2 days of order

",5.0 out of 5 stars
218,"

  Fits perfect. Material is good

",5.0 out of 5 stars
219,"

  Not a bad purchase . color and quality is fine but fit is little short. Good for casual wear.

",4.0 out of 5 stars
220,"

  It's good as shown in image. Good quality.

",5.0 out of 5 stars
221,"

  Not too warm. Only to be used for light winter. But look wise it is amazing.

",4.0 out of 5 stars
222,"

  Soft texture of the sweater, feeling comfortable.worthy for the price

",5.0 out of 5 stars
223,"

  Adequately warm. Useful for travelling in AC train and flights

",5.0 out of 5 stars
224,"

  Very good

",4.0 out of 5 stars
225,"

  After single wash the cloth had damaged overall every aspects it is good

",4.0 out of 5 stars
226,"

  This is not original product please don't go for this color faded after one month use.

",1.0 out of 5 stars
227,"

  great quality product!!

",5.0 out of 5 stars
228,"

  This product is good 😍Awesome , and nice color that's goodVery very nice...

",5.0 out of 5 stars
229,"

  Best product for bike racing and travelling.Size is good and comfortable.Must purchase for bike riders.

",5.0 out of 5 stars
230,"

  Good products.

",4.0 out of 5 stars
231,"

  Stunning quality

",5.0 out of 5 stars
232,"

  Wrong product information. It is not 100% cotton. 60% cotton and 40% polyster

",1.0 out of 5 stars
233,"

  Superb jacket... I tried it in 12 deg temp of Noida and it really have a good warm feel

",5.0 out of 5 stars
234,"

  Wonderful Quality Product.Fitting is very good for me.Material is very good.I love this Allen Solly sweet shirt.

",5.0 out of 5 stars
235,"

  Best Product..cost worthy..👌

",5.0 out of 5 stars
236,"

  एकदम बेकार प्रोडक्ट है एक ही मशीन वाश में रूवे आ गए

",1.0 out of 5 stars
237,"

  Feels like duplicate. So much color lost on first wash.Fabric feel is also not good.

",1.0 out of 5 stars
238,"

  very goood

",5.0 out of 5 stars
239,"

  I have loved the product very much

",5.0 out of 5 stars
240,"

  LOVED it.very nice Allen Solly products it fits well and looks very good.  thank u Amazon for fast delivery.

",5.0 out of 5 stars
241,"

  The product is of baaad baad quality in just one wash it looks like worn

",1.0 out of 5 stars
242,"

  Product good design

",5.0 out of 5 stars
243,"

  Okay

",5.0 out of 5 stars
244,"

  I like the coat I feel it is quite suitable for the purpose I bought

",4.0 out of 5 stars
245,"

  It colour  went off after two or three wash ..probably  it's  a fake one . I won't  recommend  this to anyone

",1.0 out of 5 stars
246,"

  Quality is the main focus,which is best

",5.0 out of 5 stars
247,"

  The Sweatshirt is a good fit and very warm.The color is also the same as shown in the photos.I simply loved it.

",5.0 out of 5 stars
248,"

  Superb quality. I have even used this in 6-9°C temperature (in London) and it doesn't felt cold.

",5.0 out of 5 stars
249,"

  Good

",4.0 out of 5 stars
250,"

  Perfect fitting

",5.0 out of 5 stars
251,"

  Nice product and fabric is good.little bit light in colour.must buy..

",3.0 out of 5 stars
252,"

  Thought the price was low ......u can't just expect it Allen Solly ....yes a good a .....but not that good quality sweater ..but

",2.0 out of 5 stars
253,"

  its one of the best jacket ever got online and best quality with the brand name,.. i highly recommend

",5.0 out of 5 stars
254,"

  Perfect fit

",4.0 out of 5 stars
255,"

  Bad Quality product by Allen Solley, Pilling appear everywhere in few day. Cheap product.

",1.0 out of 5 stars
256,"

  Its a good one from Allen Solly.....

",5.0 out of 5 stars
257,"

  Perfect

",5.0 out of 5 stars
258,"

  For running in morning hrs. It helps to covered head

",5.0 out of 5 stars
259,"

  Roya nikal gya. Sirf 2 din use kiya or colour chod diya ek dum dull ho gyi

",1.0 out of 5 stars
260,"

  Go for it nice fabric

",5.0 out of 5 stars
261,"

  Fits well👍👍

",5.0 out of 5 stars
262,"

  Discolored even before the first wash ...

",1.0 out of 5 stars
263,"

  Awesome,hoody, perfect  for winter season.

",5.0 out of 5 stars
264,"

  It was a bit small but fine overall it looks awesome...... Loved it

",4.0 out of 5 stars
265,"

  Not good at all. I don't think it's a original product. It's completely wear out after one wash.

",2.0 out of 5 stars
266,"

  Na

",3.0 out of 5 stars
267,"

  I Ordered Size ""M"" and I got Size ""XL"".Make Sure your order size twice or thrice before ordering.

",3.0 out of 5 stars
268,"

  Really as Amazing product...After seeing my frnds they also order same piece immediately 😅 Gr8 Allen Solly....

",5.0 out of 5 stars
269,"

  Best product in this price range

",5.0 out of 5 stars
270,"

  Good quality productsI will suggest youInfact I also buy this product by one of my friend's suggestion.

",5.0 out of 5 stars
271,"

  There is peeling off in this sweatshirt after first wash

",2.0 out of 5 stars
272,"

  They mentioned that X L  will suit .But in reality it is not the case....

",1.0 out of 5 stars
273,"

  Nice fabric quality

",5.0 out of 5 stars
274,"

  great quanilty of Allen Solly...

",5.0 out of 5 stars
275,"

  Its fantastic piece......

",5.0 out of 5 stars
276,"

  Product quality is goodSome issues in chain operation however it's okMaterial is up to the mark.

",4.0 out of 5 stars
277,"

  Genuine Allen Solly Hoodie

",5.0 out of 5 stars
278,"

  Ok ok

",4.0 out of 5 stars
279,"

  Delivery as expected, product color-quality is up to the mark 👍🏻

",4.0 out of 5 stars
280,"

  Length is a little less than expected.

",4.0 out of 5 stars
281,"

  Nice one

",4.0 out of 5 stars
282,"

  I have ordered the size as mentioned in the chart. And it fits perfectly.

",5.0 out of 5 stars
283,"

  Super product. Nice material.. Thank you Allansolly. Thank you Amazon

",4.0 out of 5 stars
284,"

  Discolouration in 2 washes...not exp cted from Allen solly

",2.0 out of 5 stars
285,"

  Good product. Keeps one warm.

",4.0 out of 5 stars
286,"

  Looking osam i liket

",5.0 out of 5 stars
