,reviews,starRating
44,"

  It is very comfortable and soft.I liked the material of the shoe .It is very relaxant shoe

",5.0 out of 5 stars
45,"

  Very poor quality. Even the logos in shoes are different. Reebok old logo embossed in the shoes.

",1.0 out of 5 stars
46,"

  The box is wore and sent a used shoes and without bill or invoice...., Disappointed. ..!!!

",1.0 out of 5 stars
47,"

  There is dobutfuly shoe due to the two reasons-1. Symbol of the brand2. Found in Back side of the sol Black colour insert of green.

",1.0 out of 5 stars
48,"

  Product as described

",5.0 out of 5 stars
49,"

  The logo started coming out from 4-5th day only. Looks like 1st copy to me.I also feel discomfort in some places of the shoe

",2.0 out of 5 stars
50,"

  The sole damaged within a month

",1.0 out of 5 stars
51,"

  I used this for trekking n walking uphill ..was so comfortable with its cushion and grip...betterone at this price range .. just go for it.. worth your money .

",5.0 out of 5 stars
52,"

  Nice

",4.0 out of 5 stars
53,"

  Product is very good but uncomfortable. While you are buying this shoe you think twice.I'm not recommend anyone for buying this.

",4.0 out of 5 stars
54,"

  It is very comfortable and soft.I liked the material of the shoe .It is very relaxant shoe

",5.0 out of 5 stars
55,"

  Very poor quality. Even the logos in shoes are different. Reebok old logo embossed in the shoes.

",1.0 out of 5 stars
56,"

  The box is wore and sent a used shoes and without bill or invoice...., Disappointed. ..!!!

",1.0 out of 5 stars
57,"

  There is dobutfuly shoe due to the two reasons-1. Symbol of the brand2. Found in Back side of the sol Black colour insert of green.

",1.0 out of 5 stars
58,"

  Product as described

",5.0 out of 5 stars
59,"

  The logo started coming out from 4-5th day only. Looks like 1st copy to me.I also feel discomfort in some places of the shoe

",2.0 out of 5 stars
60,"

  Use for morning walk,it's great n comfortable...

",5.0 out of 5 stars
61,"

  I got it rs. 1200/- only

",5.0 out of 5 stars
62,"

  Dislike

",1.0 out of 5 stars
63,"

  Very comfortable for daily walk.

",4.0 out of 5 stars
64,,4.0 out of 5 stars
65,"

  very good shoes

",5.0 out of 5 stars
66,"

  Good

",3.0 out of 5 stars
67,"

  Nice

",4.0 out of 5 stars
68,"

  I need bigger size

",5.0 out of 5 stars
69,"

  You’re product is fake

",1.0 out of 5 stars
70,"

  Good

",5.0 out of 5 stars
71,"

  It's a copy.. Not original

",1.0 out of 5 stars
72,,1.0 out of 5 stars
73,"

  Shoes are extremely comfortableGrip is also goodDurable

",4.0 out of 5 stars
74,"

  Good

",5.0 out of 5 stars
75,"

  Satisfied

",5.0 out of 5 stars
76,"

  Good products

",3.0 out of 5 stars
77,"

  Not bad

",3.0 out of 5 stars
78,"

  Super shoes thank you Amazon

",5.0 out of 5 stars
79,"

  Nice shoes.

",4.0 out of 5 stars
80,"

  Genuine reebok product.similar to that shown.

",5.0 out of 5 stars
81,"

  Excellent

",5.0 out of 5 stars
82,"

  It's superb shoe........  thanks Amazon

",5.0 out of 5 stars
83,"

  Good product ,fit in size

",4.0 out of 5 stars
84,"

  I bought just 1319...Super deal...😊😊

",5.0 out of 5 stars
85,"

  Like

",3.0 out of 5 stars
86,"

  Good one

",4.0 out of 5 stars
87,"

  Satisfied

",4.0 out of 5 stars
88,"

  Not so good

",1.0 out of 5 stars
89,"

  Good fitting

",4.0 out of 5 stars
90,"

  Best Shoes with fitting as expected. Light weight, good for running and walking.Satisfied with the Quality.Really taking genuine cost only.

",5.0 out of 5 stars
91,"

  Definitely a good product if price considered.  Bought at rs. 429.  Its comfortable while walking. But fitting may be an issue.  So while buying please cross check size.  Its little larger compared to other brands.

",4.0 out of 5 stars
92,"

  Perfect fitting…good quality

",5.0 out of 5 stars
93,"

  A great value for money shoe. Perfect fit and very comfortable for walking and jogging.

",5.0 out of 5 stars
94,"

  Value for money shoe. Ordered for my father for walking. Very comfortable shoe for walking.

",5.0 out of 5 stars
95,"

  Good

",5.0 out of 5 stars
96,"




                    The media could not be loaded.
                




   Good things

",5.0 out of 5 stars
97,"

  Amazing Fit - Smart and very comfortable.

",5.0 out of 5 stars
98,"

  Very good

",5.0 out of 5 stars
99,"

  Good

",5.0 out of 5 stars
100,"

  Best Shoes with fitting as expected. Light weight, good for running and walking.Satisfied with the Quality.Really taking genuine cost only.

",5.0 out of 5 stars
101,"

  Definitely a good product if price considered.  Bought at rs. 429.  Its comfortable while walking. But fitting may be an issue.  So while buying please cross check size.  Its little larger compared to other brands.

",4.0 out of 5 stars
102,"

  Perfect fitting…good quality

",5.0 out of 5 stars
103,"

  A great value for money shoe. Perfect fit and very comfortable for walking and jogging.

",5.0 out of 5 stars
104,"

  Value for money shoe. Ordered for my father for walking. Very comfortable shoe for walking.

",5.0 out of 5 stars
105,"

  Good

",5.0 out of 5 stars
106,"




                    The media could not be loaded.
                




   Good things

",5.0 out of 5 stars
107,"

  Amazing Fit - Smart and very comfortable.

",5.0 out of 5 stars
108,"

  Very good

",5.0 out of 5 stars
109,"

  Good

",5.0 out of 5 stars
110,"

  Like

",5.0 out of 5 stars
111,"

  A Very good Product

",5.0 out of 5 stars
112,"

  Nice products 👍❤️🔥

",5.0 out of 5 stars
113,"

  Too small

",5.0 out of 5 stars
114,"

  Asian Creta 12 shoes come with comfortable outside material and an inner Memory Foam.Shoes are designed in the budget segment and can be used for walking. Looks good but while testing it in the outdoor conditions I found that it's not that much comfort from the corners. Sole comfort is not good and direct contact with the surface can be felt.A sock-like structure and good design make it a good deal but however comfort can't be compromised.

",3.0 out of 5 stars
115,"

  Few days ago I ordered this product, product delivered in the right time.Then I unbox it, the box was damaged, looks like someone take from scrape..Its ok,Then come to the product, and the product also damaged, leff shoe steeching is not proper..I love this shoes comfort, its very good.. And stylish, and looks very pretty.But this shoes upper side made from yarn/fabric, you cant wash confidently, but if you take white color you have to wash,Otherwise you cant ware publicly,As I feel in my hand - if you use daily it lasts maybe 6 to 8 months...Its my feeling, not mandatory for all....Thank you..

",3.0 out of 5 stars
116,"

  Reality is completely different, product is not upto the mark and expectations, its not comfortable to wear.

",1.0 out of 5 stars
117,"

  Great shoes at an affordable price.Qualities of the shoes-1.Great comfort with double layered grip(5/5).2.Very lightweight(5/5).3.Little high price but affordable(3.5/5).4.Very durable and strong material is used(5/5).5.The breathable mesh material is great(5/5).6.Best for running,walking,casual wear,sports,etc.(4.5/5).7.Laces are of right size so no worry of repeatedly tying(5/5).8.Nice non slippery sole(5/5).

",5.0 out of 5 stars
118,"

  The size is same but the inner neck has a cloth that is fixed( seems as if a socks inside) which causes Stiffness. The actual purpose of the lace would be useless as the neck is not expandable. Otherwise product is very good and worth the money. Just go one/ two size more.

",4.0 out of 5 stars
119,"

  It would have been better for the price & advertisement. It's a canvas type shoe & not useful for running as mentioned. The inner layer & company name tag at ankle portion (see the image),always intervene while wearing shoes, really it disturbs.No proper packing, just I received the bare shoe box closed all sides with tape. Overall shoes are good only for normal walk. Better to try other shoe brands.

",3.0 out of 5 stars
120,"

  It broken my toes 😭😭😭 so hard plastic inside the shoe very cheap material as per price .these shoes are just of ruppes 250 in my local market I thought quality will be different but naah same thing and I paid approx 4 times of normal price.😒😒

",1.0 out of 5 stars
121,"

  A Very good Product

",5.0 out of 5 stars
122,"

  Nice products 👍❤️🔥

",5.0 out of 5 stars
123,"

  Too small

",5.0 out of 5 stars
124,"

  Asian Creta 12 shoes come with comfortable outside material and an inner Memory Foam.Shoes are designed in the budget segment and can be used for walking. Looks good but while testing it in the outdoor conditions I found that it's not that much comfort from the corners. Sole comfort is not good and direct contact with the surface can be felt.A sock-like structure and good design make it a good deal but however comfort can't be compromised.

",3.0 out of 5 stars
125,"

  Few days ago I ordered this product, product delivered in the right time.Then I unbox it, the box was damaged, looks like someone take from scrape..Its ok,Then come to the product, and the product also damaged, leff shoe steeching is not proper..I love this shoes comfort, its very good.. And stylish, and looks very pretty.But this shoes upper side made from yarn/fabric, you cant wash confidently, but if you take white color you have to wash,Otherwise you cant ware publicly,As I feel in my hand - if you use daily it lasts maybe 6 to 8 months...Its my feeling, not mandatory for all....Thank you..

",3.0 out of 5 stars
126,"

  Reality is completely different, product is not upto the mark and expectations, its not comfortable to wear.

",1.0 out of 5 stars
127,"

  Great shoes at an affordable price.Qualities of the shoes-1.Great comfort with double layered grip(5/5).2.Very lightweight(5/5).3.Little high price but affordable(3.5/5).4.Very durable and strong material is used(5/5).5.The breathable mesh material is great(5/5).6.Best for running,walking,casual wear,sports,etc.(4.5/5).7.Laces are of right size so no worry of repeatedly tying(5/5).8.Nice non slippery sole(5/5).

",5.0 out of 5 stars
128,"

  The size is same but the inner neck has a cloth that is fixed( seems as if a socks inside) which causes Stiffness. The actual purpose of the lace would be useless as the neck is not expandable. Otherwise product is very good and worth the money. Just go one/ two size more.

",4.0 out of 5 stars
129,"

  It would have been better for the price & advertisement. It's a canvas type shoe & not useful for running as mentioned. The inner layer & company name tag at ankle portion (see the image),always intervene while wearing shoes, really it disturbs.No proper packing, just I received the bare shoe box closed all sides with tape. Overall shoes are good only for normal walk. Better to try other shoe brands.

",3.0 out of 5 stars
130,"

  It broken my toes 😭😭😭 so hard plastic inside the shoe very cheap material as per price .these shoes are just of ruppes 250 in my local market I thought quality will be different but naah same thing and I paid approx 4 times of normal price.😒😒

",1.0 out of 5 stars
131,"

  This product is very good. It is having foam pad inside. So it is very soft feeling while wearing it. Thanks to asian shoes manufacturers. Easy to clean light weight and very comfortable. I am using this for badminton play in outdoor. Thanks once again to amazon and asian shoes team.

",5.0 out of 5 stars
132,"

  Faltu shoes please dont buy not good it is waste product

",1.0 out of 5 stars
133,"

  Wow!!! I got what I thought and amazing product at this price good for gym , casual , value for money, without hesitation gor for it !!!!Just loved it!!!!!!!!

",5.0 out of 5 stars
134,"

  Not a nitro capsule it's just sticker but sole is good quality. Sole is foam

",3.0 out of 5 stars
135,"

  FOUND IT MORE BEAUTIFUL THAN I THOUGHT...! I FOUND IT VERY COMFORTABLE IN WEARING. ALSO LOOKING TOO MUCH NICE & SLIM FIT. INNER SIDE IS MUCH SOFT. ONE MORE THINK MAKES THIS CLASSY THAT WAS IT'S NITRO CAPSULE TECHNOLOGY... YOU CAN GO FOR BUY THIS & ENJOY A COMFORTABLE WORKOUTS...!

",5.0 out of 5 stars
136,"

  The shoe satisfied my expectations and I'm using it for jumping rope,the front toe part extends every time I land,so it is very comfortableSo before buying the shoe check width of your foot

",4.0 out of 5 stars
137,"

  Very awesome product no daut, llight weight, value of money, but you can't use it for Daly because of it's colour, must buy if you are looking in low price good looking and white shoe go ahead 🔥And one thing It is a bit difficult to put your foot in this shoes because of its completely rounded hole

",4.0 out of 5 stars
138,"

  This pair of shoes is good, I am using it for past one week.  Size may differ for many of us.  Company has provided a inner part for support at upper side of heel (that is best) but that makes shoes size a number smaller than usual we wear.  But I think if we order a bigger than it will be large from front part of shoes. So hope company makes changes accordingly.  Otherwise shoes is good and let's see it durability after use for months.

",4.0 out of 5 stars
139,"

  Good shoes and quality is best ☺️

",5.0 out of 5 stars
140,"

  Though looks like a laced shoe but is actually a slip-on type. Difficult to wear as nothing to hold on and pull from front.

",3.0 out of 5 stars
141,"




                    The media could not be loaded.
                




   This shoe is not a running and sports.This shoe is just great for casual uses.It is very lightweight and looks is awesome 🥰.I Love This Shoe 👟.⚔️Jai Bharat⚔️

",4.0 out of 5 stars
142,"

  Very comfortable and light weight in bearing and looking is also good . So I personally recommended this product . It is value for money product in this category

",5.0 out of 5 stars
143,"

  Fabulous shoes at great price.My suggestion is to buy white colour of this shoes. White looks great, washable fabric , memory foam makes more comfortable in wearing this shoes.

",5.0 out of 5 stars
144,"

  The shoes didn't have memory foam inside as shown on the product page. The sole had yellow stains on it. The knitted part was torn at some places. The shoes also didn't have any tags attached.

",1.0 out of 5 stars
145,"

  Size fits after worn, but to wear the shoes, it's phetatic, the inner elastic is very very hard.

",1.0 out of 5 stars
146,"

  But I don't think the rate is fair.Overall quality should be good. Only if they don't use glues.I'm using it for jogging and nice. :)

",3.0 out of 5 stars
147,"

  Don't purchase itWaste of money wrost of your moneyDon't buy this product only i use one day only and shoe ka andar se khul gya and piece bhi damage nikla tha wrost of your money don't buy it

",5.0 out of 5 stars
148,"

  I ordered for No. 9 and got the same as I had seen online. These are really very comfortable and light weight shoes. Whenever I wore these, my many friends asked about these and passed very good comments.

",5.0 out of 5 stars
149,"

  Cushion above toe is very hard,so rubbing on toe fingersits really hurting and comfortable.

",2.0 out of 5 stars
150,"

  Mujhe is shoes se jyada accha koi shoes nhi lagta under 2k Kyuki Paani se aaram se dho jate h Or normal bhi pehan sakte ho or running ke liye accha h Aaram milta h per pe pehanne se

",5.0 out of 5 stars
151,"

  Overall very nice product...

",4.0 out of 5 stars
152,"

  Very nice product...Thank you so much asianVery lite and soft .... Easy to  use Walking, jogging, running daliy use...

",5.0 out of 5 stars
153,"

  I purchased asian shoes but both shoes are different and size is also different and brand tag is not same as per the requirement. it's very bad...

",1.0 out of 5 stars
154,"

  Honestly shoe is very comfort because of the memory foam.but when looks closer, we can see the glues were found outside some areas.

",4.0 out of 5 stars
155,"

  This product is very light weight as I read in reviews, comfort as well, not for  long run but in this price good attractive pure white product

",5.0 out of 5 stars
156,"

  For my opinion is as per price its worthy.but shoe finishing is avarage.light weight obviously,comfort also avarage.with its range people can buy this.

",4.0 out of 5 stars
157,"

  Its a wonderful shoes under 800 rupees its foam is really comfortable true value for money product but when you order this product must ensure to order one size big pairs of shoe

",4.0 out of 5 stars
158,"

  perfect for everything i love it....best sponji feelings..asian shooes are good and value for money

",5.0 out of 5 stars
159,"

  This product is very uncomfortable, totally wastage of money, inner pad of this shoe is very uncomfortable, grip of this shoe is very low so you feel uneasiness in every step

",1.0 out of 5 stars
160,"

  The product is too good as per price is concerned and it's one of the best running shoes in this segment , you feel when you walk and you feel comfort also.... Too good as running shoes..

",5.0 out of 5 stars
161,"

  if u r searching for shoes then must go for it in such budget. a perfect fit product and very happy to @Amazon prime service

",4.0 out of 5 stars
162,"

  Light weight Good shoes for regional price

",5.0 out of 5 stars
163,"

  Good product soft material good fitting nice color weight less overall good product well see how loung well come life

",5.0 out of 5 stars
164,"

  If you want branded and comfortable shoes then this is what you need. I love cusion and weight of this shoe.

",5.0 out of 5 stars
165,"




                    The media could not be loaded.
                




   Soul is missing & shoes is tear down

",1.0 out of 5 stars
166,"

  quality.Not good

",2.0 out of 5 stars
167,"

  Shoes is Very good and Very Comfertable on this Cheap price Highly Recommended please guyes Purchase This Shoe Value for Money

",5.0 out of 5 stars
168,"

  Nice shoes.Lightweight and comfortable😊

",4.0 out of 5 stars
169,"




                    The media could not be loaded.
                




   Nyc product... Rs784/-but  looking nyc but low quality material.. At this price.

",4.0 out of 5 stars
170,"

  Light weight, look good but in this their are two layer bottom layer make disturbance to wear,and sole gumnot finished well.thankyu

",4.0 out of 5 stars
171,"

  Quality not good

",1.0 out of 5 stars
172,"

  * tongue of the shoe is not proper.* can catch dirt in no time.* noicy when walking

",1.0 out of 5 stars
173,"

  Projuct is good but not in looking . जूता पहने के बाद जूता फीते के नीचे की तरफ से उठा रहता ha जो की देखने मैं बहुत बेकार लगता है

",1.0 out of 5 stars
174,"

  Very poor quality

",1.0 out of 5 stars
175,"

  I love this shoe so much it was so smooth and very good product thank you Amazon for the good product that you deliver

",5.0 out of 5 stars
176,"




                    The media could not be loaded.
                


",5.0 out of 5 stars
177,"

  good shoes.The shoes is very light weight and comfortable too. My father like the shoes. It looks good. You can have it.

",4.0 out of 5 stars
178,"

  Nice product value for many

",4.0 out of 5 stars
179,"




                    The media could not be loaded.
                




   Peanless...smouth.running....fitting...owsomओवरऑल गुड चॉइस गुड प्रोडक्ट..

",5.0 out of 5 stars
180,"

  Quality good but size is very large

",4.0 out of 5 stars
181,"

  Very comfortable & looking good as my expectations. Regular price 764 Rs but I got 560 Rs only as offer price .

",4.0 out of 5 stars
182,"

  Good material used in this shoes, the shoes quality perfect.

",5.0 out of 5 stars
183,"

  Best quality look wise very well

",5.0 out of 5 stars
184,"

  Good

",5.0 out of 5 stars
185,"




                    The media could not be loaded.
                




   Damaged and used shoes

",1.0 out of 5 stars
186,"

  Best quality and comfort

",5.0 out of 5 stars
187,"

  It's same as PhotoFitLight WeightLooking Good

",5.0 out of 5 stars
188,"

  This is nice and good quality product I thik good use of mony and light weight good looking product

",5.0 out of 5 stars
189,"

  Very nice Product but the lace given by asian shoes were not  perfect so I have to relace the shoes properly

",5.0 out of 5 stars
190,"

  Good best and better no doubt user umesh

",5.0 out of 5 stars
191,"

  Awesome product...fitting is too good ❤👍

",5.0 out of 5 stars
192,"

  Best quality

",5.0 out of 5 stars
193,"

  Good product

",4.0 out of 5 stars
194,"

  Nice product..go for it.

",5.0 out of 5 stars
195,"

  not bad ...fitting and look to good .. very light weight .BEST FOR ME

",5.0 out of 5 stars
196,"

  Comfertable shoes

",5.0 out of 5 stars
197,"




                    The media could not be loaded.
                




   Light weight and good looking showes.

",5.0 out of 5 stars
198,"

  Shoes looking good light weight but size not fit  Size one on small

",3.0 out of 5 stars
199,"

  nice Product according Price but No proper Delivery time

",5.0 out of 5 stars
200,"

  Best

",5.0 out of 5 stars
201,"

  Awesome product fitting is good and very light weight

",5.0 out of 5 stars
202,"

  Product is very good but while wearing it I was unable to keep my leg into it

",3.0 out of 5 stars
203,"

  Product is not good as show in picks.Totally waste of money

",1.0 out of 5 stars
204,"

  Looking cool and comfortable....

",4.0 out of 5 stars
205,"

  it is the best quality u can buy also guys I love this product value for money product

",5.0 out of 5 stars
206,"

  very low quality shoes sole

",2.0 out of 5 stars
207,"

  Comfortable shoes but 8 number small size

",5.0 out of 5 stars
208,"

  Product brand name not found on a shoes & paking quality is very poor condition.....

",1.0 out of 5 stars
209,"

  It is very comfortable shoes outstanding product

",5.0 out of 5 stars
210,"

  Best shoes for running and you can wash it daily

",4.0 out of 5 stars
211,"

  Product quality is very good, light weight, comfortable and looking good

",5.0 out of 5 stars
212,"




                    The media could not be loaded.
                




   Ok

",5.0 out of 5 stars
213,"

  Adorable price for everyone.. really like this and light weight shoes..

",4.0 out of 5 stars
214,"

  Good

",4.0 out of 5 stars
215,"




                    The media could not be loaded.
                




   Good product...Value for money

",4.0 out of 5 stars
216,"

  Awesome comfort light weightGood productThanks to Asian

",5.0 out of 5 stars
217,"

  Excellent product this price segment 👌

",5.0 out of 5 stars
218,"

  Damage products

",1.0 out of 5 stars
219,"

  Too good

",5.0 out of 5 stars
220,"




                    The media could not be loaded.
                




   Good quality best shoes

",5.0 out of 5 stars
221,"

  Product guality is not good. Please don't buy this product

",1.0 out of 5 stars
222,"

  I am not comfortable in this shoe. shoes are very narrow

",3.0 out of 5 stars
223,"

  Good

",4.0 out of 5 stars
224,"

  Size chart is false.  Buy 1 point less than your size.

",3.0 out of 5 stars
225,"

  Don't buy jst don't worst product ever

",1.0 out of 5 stars
226,"

  Best product

",5.0 out of 5 stars
227,"

  The inner sole is soo soft and comfortable...

",5.0 out of 5 stars
228,"

  Really good shoes 👟👟

",5.0 out of 5 stars
229,"

  I use it for morning evening walking.

",5.0 out of 5 stars
230,"

  Waste of money

",1.0 out of 5 stars
231,"




                    The media could not be loaded.
                


",4.0 out of 5 stars
232,"

  Soul quality very low

",2.0 out of 5 stars
233,"

  Product is good.. Packing and not good.. Size is not outfit.

",4.0 out of 5 stars
234,"




                    The media could not be loaded.
                




   Value for money

",3.0 out of 5 stars
235,"

  Looking good, nice fitted

",4.0 out of 5 stars
236,"

  Price is so highComparison shoes quality.Waste of money

",1.0 out of 5 stars
237,"

  Damag product

",2.0 out of 5 stars
238,"

  Budget category me perfect shoes.  H 🙏👌🏻

",4.0 out of 5 stars
239,"

  शोल अच्छा नहीं, मेरे पैर में कांटा चुभ गया।

",1.0 out of 5 stars
240,"

  Good 👍

",4.0 out of 5 stars
241,"

  Not Comfortable and not good like shoes

",1.0 out of 5 stars
242,"




                    The media could not be loaded.
                




   Saej nhi h

",5.0 out of 5 stars
243,"

  Good shoes

",5.0 out of 5 stars
244,"

  Value for money product

",4.0 out of 5 stars
245,"

  Its very comfortable and decent looking shoes

",5.0 out of 5 stars
246,"

  Product is very goodAnd comfortable also

",5.0 out of 5 stars
247,"

  Not performed as well as expectations.

",1.0 out of 5 stars
248,"

  It's Really Comfortable Shoes For Running and Workouts

",4.0 out of 5 stars
249,"

  Size too small

",5.0 out of 5 stars
250,"

  Nice as money we spent as we find products...

",5.0 out of 5 stars
251,"

  Very good company. The shoe is also very lightweight.

",5.0 out of 5 stars
252,"

  For walking. Quite a complicated item for an aged person

",3.0 out of 5 stars
253,"

  Very bad design

",3.0 out of 5 stars
254,"

  Really good product but available cheaper on myntra.

",5.0 out of 5 stars
255,"




                    The media could not be loaded.
                




   nothing

",5.0 out of 5 stars
256,"

  Accha ThaKutte Ko pasand nahi aayaUsne kiya kaam 😂

",4.0 out of 5 stars
257,"

  Good product

",5.0 out of 5 stars
258,"

  It's a broken product and the quality also not good

",1.0 out of 5 stars
259,"

  These is an average quality

",4.0 out of 5 stars
260,"

  Worth it 👌🏻 go for it🔥 good for work out and gym

",5.0 out of 5 stars
261,"

  Very bad qulity and size also not asper standard

",1.0 out of 5 stars
262,"

  Light wgt comfortable.. Nd compatibleFull reliable product

",4.0 out of 5 stars
263,"

  Shoes comfortable to hai but 2 din me hi fat gya

",1.0 out of 5 stars
264,"

  Worth for penny I hope.

",4.0 out of 5 stars
265,"

  These are too good. Very well designed and comfort level excellent.

",5.0 out of 5 stars
266,"




                    The media could not be loaded.
                




   Bhoot hard

",5.0 out of 5 stars
267,"

  Valuable money

",5.0 out of 5 stars
268,"

  Good work

",5.0 out of 5 stars
269,"

  Comfortable Shoes...And Good Delivary

",5.0 out of 5 stars
270,"

  Very Nice ,comfortable, awesome, paisa vasool

",3.0 out of 5 stars
271,"

  its look truly nice but internal soal is not paste with glue

",4.0 out of 5 stars
272,"

  its perfect for running, daily use, gym use.

",4.0 out of 5 stars
273,"

  Poor Quality

",2.0 out of 5 stars
274,"

  Good quality and light weight ❤️❤️❤️❤️😊😊😊

",4.0 out of 5 stars
275,"

  Good price,good quality,i like this product

",4.0 out of 5 stars
276,"

  Quality of item is not good

",1.0 out of 5 stars
277,"

  Shoes are good better than retail

",3.0 out of 5 stars
278,"

  Low weight and feel comfortable 👍

",5.0 out of 5 stars
279,"

  I like this shoes this shoes is very comfortable

",5.0 out of 5 stars
280,"

  Light wait and comfortable this price good product

",5.0 out of 5 stars
281,"

  Good

",4.0 out of 5 stars
282,"

  It's an amazing. I love this so much.

",5.0 out of 5 stars
283,"




                    The media could not be loaded.
                




   osm

",4.0 out of 5 stars
284,"

  Light Weight... Too Much Comfortable..

",5.0 out of 5 stars
285,"

  बहुत ही अच्छा जूता है। और सस्ता भी है।

",5.0 out of 5 stars
286,"

  Comfortable shoes 👍👍

",4.0 out of 5 stars
287,"

  Goo quality material,feet and comfort

",4.0 out of 5 stars
288,"

  Comfortable, light and weight

",4.0 out of 5 stars
289,"

  Please go through bigger size

",5.0 out of 5 stars
290,"

  Good looking good comfort but  show material  not good

",5.0 out of 5 stars
291,"

  Item is so comfortable,

",5.0 out of 5 stars
292,"

  Size very different not true

",2.0 out of 5 stars
293,"

  Good quality and perfect fit

",5.0 out of 5 stars
294,"

  Awesome very good quality 👍

",4.0 out of 5 stars
295,"

  sports shoes

",5.0 out of 5 stars
296,"

  Very nice & light weight.  But জুতোর সোল নরম নয়

",4.0 out of 5 stars
297,"

  This shoes stitch problem after 15 days, how return my money

",1.0 out of 5 stars
298,"

  One of the nice shoe

",5.0 out of 5 stars
299,"

  It is better than you think

",5.0 out of 5 stars
300,"

  Best in this price segment!

",5.0 out of 5 stars
301,"

  Good but average he

",2.0 out of 5 stars
302,"

  I like this product,,👌👌👍👍

",5.0 out of 5 stars
303,"

  Comfortable

",5.0 out of 5 stars
304,"

  Nice shoes comfortable light weight

",4.0 out of 5 stars
