,reviews,starRating
34,"

  Light weight comfortable colour combination also amazing but you have to go to the tailor if you want narrow look as it's a straight fir jogger overall nice product

",4.0 out of 5 stars
35,"

  Good quality… dint fade or Color gone after multiple wash

",5.0 out of 5 stars
36,"

  Superb Fit and FInish

",5.0 out of 5 stars
37,"

  It was nice but got large size

",1.0 out of 5 stars
38,"

  Worst fitting and cloth also not as expected

",3.0 out of 5 stars
39,"

  Good Product

",4.0 out of 5 stars
40,"

  This is too large and fitting is loooooose to me

",1.0 out of 5 stars
41,"

  Value for money

",5.0 out of 5 stars
42,"

  Excellent fabric and stitching. The piece I got was manufactured in Bangladesh. I am 5'8"" and the length was just below ankle. Very nice color and finish is superb. However, in spite of being labeled slim fit, the pant is very tight from the thighs downwards. It is more skinny than slim. I returned the item only for this reason.

",3.0 out of 5 stars
43,"

  First thing you notice in Jeans is they are way off with the length. you could expect at least 2"" less in length.  These means either for short person or you are okay to wear it above ankle. Are they worth the price? They may be worth for price listed, but not for MRP mentioned. These jeans are thin, in fact almost similar thickness as formals. Could you use it for rough usage like Jean? No, you can’t. The zipper is cheaper quality so you may have to careful with that while putting a pressure, they may come off. Apart from that, they look like how it is shown in photo (color, stitch, and style). Fit and finish is up to the mark. Unless you are Brand junkie these are not bad jeans at this price.

",3.0 out of 5 stars
44,"

  Description is misleading as it mentions both relaxed and slim. In reality it's only Slim fit. Waist is ok, but from thigh to bottom is tight and it's low-rise too, with just a 4 inch zip. It's extremely uncomfortable.STRICTLY AVOID.

",1.0 out of 5 stars
45,"

  Got it for just Rs. 310. Unbelievable at this price 👍 most importantly it is cotton. Very comfortable

",5.0 out of 5 stars
46,"

  I received a littlebit defective jeans, front part was bit dark and back was lighter but never mind it was looking cool, did not returned it and fitting is upto the mark. Have been using inkast jeans and this time also product is good. go for it.

",4.0 out of 5 stars
47,"

  In this particular brand only for jeans stretchable item select one size down.

",4.0 out of 5 stars
48,"

  This is a value for money product. Go for it.

",5.0 out of 5 stars
49,"

  Good Quality, perfect fitting n mainly fastest delivery by Amazon ... Thankz

",5.0 out of 5 stars
50,"

  I love this jeans and when you wear it, this gives you comfort. Nice quantity product.

",5.0 out of 5 stars
51,"

  was nice and comfortable just the packing was not proper and found some stain on the back and so didn't feel to keep it

",4.0 out of 5 stars
52,"

  Excellent fabric and stitching. The piece I got was manufactured in Bangladesh. I am 5'8"" and the length was just below ankle. Very nice color and finish is superb. However, in spite of being labeled slim fit, the pant is very tight from the thighs downwards. It is more skinny than slim. I returned the item only for this reason.

",3.0 out of 5 stars
53,"

  First thing you notice in Jeans is they are way off with the length. you could expect at least 2"" less in length.  These means either for short person or you are okay to wear it above ankle. Are they worth the price? They may be worth for price listed, but not for MRP mentioned. These jeans are thin, in fact almost similar thickness as formals. Could you use it for rough usage like Jean? No, you can’t. The zipper is cheaper quality so you may have to careful with that while putting a pressure, they may come off. Apart from that, they look like how it is shown in photo (color, stitch, and style). Fit and finish is up to the mark. Unless you are Brand junkie these are not bad jeans at this price.

",3.0 out of 5 stars
54,"

  Description is misleading as it mentions both relaxed and slim. In reality it's only Slim fit. Waist is ok, but from thigh to bottom is tight and it's low-rise too, with just a 4 inch zip. It's extremely uncomfortable.STRICTLY AVOID.

",1.0 out of 5 stars
55,"

  Got it for just Rs. 310. Unbelievable at this price 👍 most importantly it is cotton. Very comfortable

",5.0 out of 5 stars
56,"

  I received a littlebit defective jeans, front part was bit dark and back was lighter but never mind it was looking cool, did not returned it and fitting is upto the mark. Have been using inkast jeans and this time also product is good. go for it.

",4.0 out of 5 stars
57,"

  In this particular brand only for jeans stretchable item select one size down.

",4.0 out of 5 stars
58,"

  This is a value for money product. Go for it.

",5.0 out of 5 stars
59,"

  Good Quality, perfect fitting n mainly fastest delivery by Amazon ... Thankz

",5.0 out of 5 stars
60,"

  I love this jeans and when you wear it, this gives you comfort. Nice quantity product.

",5.0 out of 5 stars
61,"

  was nice and comfortable just the packing was not proper and found some stain on the back and so didn't feel to keep it

",4.0 out of 5 stars
62,"

  Cant believe,i get perfect acception on this price.Thxs Amazon to take care of GAARIB PERSION also😊👍

",5.0 out of 5 stars
63,"

  Cloth and colour is excellentSize is weiredMy size is 34 but I have ordered 32, which is also very loose, then I have ordered 30 which is little bit tight

",4.0 out of 5 stars
64,"

  The waist too loose. Okay it's stretchable

",3.0 out of 5 stars
65,"

  Fit at waist bit loose but nice jeans in good price

",5.0 out of 5 stars
66,"

  In this particular brand only one size down

",4.0 out of 5 stars
67,"

  I bought this product at a discount. The quality of the fabric is very good.It feels comfortable on the skin.

",5.0 out of 5 stars
68,"

  Nice material, super comfortable and value for money

",5.0 out of 5 stars
69,"

  Imported from Dhaka, nice product and fit. Excellent stretch material, hence for me a little loose at the waist. Very comfortable.

",5.0 out of 5 stars
70,"

  Very nice product. I can’t believe the quality offered at the price. Go for it

",5.0 out of 5 stars
71,"

  Good product and flexible

",5.0 out of 5 stars
72,"

  Good quality product in this price just saying best

",5.0 out of 5 stars
73,"

  Nice product....

",3.0 out of 5 stars
74,"

  Ridiculous product don't waste money on this product

",1.0 out of 5 stars
75,"

  Good fit

",4.0 out of 5 stars
76,"

  No dislikes

",5.0 out of 5 stars
77,"

  bad

",1.0 out of 5 stars
78,"

  Best quality product under reasonable price. Pant came up to my expectations. Well satisfied.

",5.0 out of 5 stars
79,"

  अच्छा है

",3.0 out of 5 stars
80,"

  Fitting

",3.0 out of 5 stars
81,"

  Bad fit bad quality.

",1.0 out of 5 stars
82,"

  34 size true fit,and price400 and excellent quality

",5.0 out of 5 stars
83,"

  Product is not so good. And price  is very high ...compare to quality

",2.0 out of 5 stars
84,"

  Value for money, can be used for casual purpose

",3.0 out of 5 stars
85,"

  Size mismatch. As per lable 32 but actual size is too large above 34

",1.0 out of 5 stars
86,"

  Correct to the size and really comfortable, good quality

",4.0 out of 5 stars
87,"

  You should buy one size small

",5.0 out of 5 stars
88,"

  Cloth not good

",1.0 out of 5 stars
89,"

  Chalega

",3.0 out of 5 stars
90,"

  Superb

",5.0 out of 5 stars
91,"

  Length of jeans is short

",4.0 out of 5 stars
92,"

  Worst piece, its actual worth is 300

",1.0 out of 5 stars
93,"

  Fine one

",5.0 out of 5 stars
94,"

  used jeans color low bad quality

",1.0 out of 5 stars
95,"

  Do not by it, please

",1.0 out of 5 stars
96,"

  Superb product.incast denim co is a good clothing company.

",5.0 out of 5 stars
97,"

  Size issue

",4.0 out of 5 stars
98,"

  Liked the quality of Jeans. Real denim at very economical price.

",4.0 out of 5 stars
99,"

  Comfortable fit

",5.0 out of 5 stars
100,"

  Good

",4.0 out of 5 stars
101,"

  Nice

",4.0 out of 5 stars
102,"

  Perfect fitting as expected.

",5.0 out of 5 stars
103,"

  Low quality

",1.0 out of 5 stars
104,"

  Worst product

",1.0 out of 5 stars
105,"

  Best

",5.0 out of 5 stars
106,"

  Good product

",4.0 out of 5 stars
107,"

  As per price, good buy

",3.0 out of 5 stars
108,"

  Fitted as usually

",5.0 out of 5 stars
109,"

  Good buy.

",3.0 out of 5 stars
110,"

  Worth for the price and perfect fit

",5.0 out of 5 stars
111,"

  pent is not fit i see another but u send me another

",1.0 out of 5 stars
112,"

  It's different from the pic and not so cool as shown in the pic. Clothes should be purchased from shops.

",3.0 out of 5 stars
113,"

  Very very Bad quality color is shided after wash please provide best quality I like a best qualify 1more ordered Same jeans provide the best quality

",1.0 out of 5 stars
114,"

  Good product good material

",5.0 out of 5 stars
115,"

  Excellent

",5.0 out of 5 stars
116,"

  Mind-blowing

",5.0 out of 5 stars
117,"

  nice product

",5.0 out of 5 stars
118,"

  Product is not up to expected level since original price is Rs 2499 (like Std brands Levis, wrangler ) n selling at rs 700. so customer is happy to see original price n expecting that kind of quality. In reality quality is not that level. Customer care mail I'd are also different on internal n external tag so again questions about authentication.

",2.0 out of 5 stars
119,"

  Haven't expected this from Ben Martin.  After one wash the stiches were out. My earlier purchase was good. This experience tell that don't always expect best from Ben Martin

",3.0 out of 5 stars
120,"

  Good product.

",5.0 out of 5 stars
121,"

  Thanks to Amazon for the timely delivery... Comments about the product.. Its very affordable and its very well crafted.. It fits as expected... Guys if you like to have a casual look... These are the jeans to buy.. No worries of it getting torn bcz it is little stretchable.. which is good for guys who have lot of energy in them.. lastly good classy looking denim.. which does not burn your pocket... Forget the negative reviews guys... Just trust... It wont disappoint. You will be satisfied that you made a smart choice..

",4.0 out of 5 stars
122,"

  Highly stretchable and large too. Choose one size smaller.Comfortable use experience with one wash so far. though alteration is essential and costly too.Better go and purchase it directly from Mall where it is cheaper (~ Rs. 500/- in offer) and they do alteration also at no extra cost.

",3.0 out of 5 stars
123,"

  I have bought many brands jeans pants I have seenEven if you have a high quality Brand, some color is gonethis jeans pent color does not go

",5.0 out of 5 stars
124,"

  Highly disappointed to receive faded blue color as compared to deep blue color displayed in the order. Further, as claimed the pant is not at all flexi relaxing fitting.Amazon shud compensate me for low quality of goods being supplied by unscrupulous traders to upkeep its prestige - may be by penalizing suppliers.

",1.0 out of 5 stars
125,"

  Length  so small product is not good old stock

",1.0 out of 5 stars
126,"

  Good Product, my waist size is 34. But I like relaxed fitting so I ordered 36 size. Jeans [ size 36] fits to a person who is 34.8/35 waist. Slightly tight.. But it is smooth and comfortable jeans. If someone likes loose fitting then

",5.0 out of 5 stars
127,"

  Quality is too bad.I could not wear it a single day.Before use I was it, after was I found several fabric rooten up spot at maney places.If you buy it, your money will be lost.Too bad quality.My first ever bad purchase at Amazon

",1.0 out of 5 stars
128,"

  Product is not up to expected level since original price is Rs 2499 (like Std brands Levis, wrangler ) n selling at rs 700. so customer is happy to see original price n expecting that kind of quality. In reality quality is not that level. Customer care mail I'd are also different on internal n external tag so again questions about authentication.

",2.0 out of 5 stars
129,"

  Haven't expected this from Ben Martin.  After one wash the stiches were out. My earlier purchase was good. This experience tell that don't always expect best from Ben Martin

",3.0 out of 5 stars
130,"

  Good product.

",5.0 out of 5 stars
131,"

  Thanks to Amazon for the timely delivery... Comments about the product.. Its very affordable and its very well crafted.. It fits as expected... Guys if you like to have a casual look... These are the jeans to buy.. No worries of it getting torn bcz it is little stretchable.. which is good for guys who have lot of energy in them.. lastly good classy looking denim.. which does not burn your pocket... Forget the negative reviews guys... Just trust... It wont disappoint. You will be satisfied that you made a smart choice..

",4.0 out of 5 stars
132,"

  Highly stretchable and large too. Choose one size smaller.Comfortable use experience with one wash so far. though alteration is essential and costly too.Better go and purchase it directly from Mall where it is cheaper (~ Rs. 500/- in offer) and they do alteration also at no extra cost.

",3.0 out of 5 stars
133,"

  I have bought many brands jeans pants I have seenEven if you have a high quality Brand, some color is gonethis jeans pent color does not go

",5.0 out of 5 stars
134,"

  Highly disappointed to receive faded blue color as compared to deep blue color displayed in the order. Further, as claimed the pant is not at all flexi relaxing fitting.Amazon shud compensate me for low quality of goods being supplied by unscrupulous traders to upkeep its prestige - may be by penalizing suppliers.

",1.0 out of 5 stars
135,"

  Length  so small product is not good old stock

",1.0 out of 5 stars
136,"

  Good Product, my waist size is 34. But I like relaxed fitting so I ordered 36 size. Jeans [ size 36] fits to a person who is 34.8/35 waist. Slightly tight.. But it is smooth and comfortable jeans. If someone likes loose fitting then

",5.0 out of 5 stars
137,"

  Quality is too bad.I could not wear it a single day.Before use I was it, after was I found several fabric rooten up spot at maney places.If you buy it, your money will be lost.Too bad quality.My first ever bad purchase at Amazon

",1.0 out of 5 stars
138,"

  Great!

",4.0 out of 5 stars
139,"

  Poor quality.  I'm  wearing jeans at least 2times. And see.  It's waste money. Please don't buy products.

",1.0 out of 5 stars
140,"

  The colour of the trouser runs and the black trouser has patches of grey in it. I have washed it three times as the colour was running profusely in the first wash and is doing so even after three washes. The product should carry a warning that it should not be washed with other clothes.

",1.0 out of 5 stars
141,"

  It is too tight and I could not wear it after washing once.  Very disappointing.  If it is mentioned as slim fit, I would have gone for a bigger size.  Quality of the product is good, but measurement is tight

",1.0 out of 5 stars
142,"

  Having Been Using This Brands Jeans Of Same Size But This was too small in size with very tight fit

",3.0 out of 5 stars
143,"

  Product is very nice but length is long.Colour is not fad after 2 wash.

",4.0 out of 5 stars
144,"

  Good look and nice fit. I took white earlier and satisfied. Hence ordered blac pne and again very much satisfies. Good one. Fits exactly. Loved it

",5.0 out of 5 stars
145,"

  The side stiching of side comes more on thighs that means it looks bit out of place and the more you wash it keeps on getting short. Worth Rs 500 only not more so look 👀 for in sale

",3.0 out of 5 stars
146,"

  The material is great and so is the fitting and the colours. I have purchased 3 of these and they fit perfect and quite comfortable. Would be great if they start caudroy too.

",5.0 out of 5 stars
147,"

  Colour and quality is good but...size is small...that's why ordered for 36 and this product I returned...but delivery of the jeans pant is outstanding with in one day thanks Amazon.....no other e commerce can beat you...proud of you....

",5.0 out of 5 stars
148,"

  After 1 wash, it become as paper. Pressing with steam iron also is tough. Colour faded even after using India's top detergent. Cloth is too thin and became thinner after wash.I don't prefer buying clothes online because both e commerce platform charges high seller commission on clothes, so seller have to sell low quality products. At this price, offline stores have far better quality.

",1.0 out of 5 stars
149,"

  product is not of same colour as shown in picture. product has some greenish tint in spite  of blue.

",5.0 out of 5 stars
150,"

  Can't imagine such a product at that price, nice one, good fitting, size is really true to size, mild streachable material, highly recommended

",5.0 out of 5 stars
151,"

  Awesome Jeans at affordable price. This jeans made everyone ask me about it. Head Turner. Grt thanks dealer and Amazon.

",5.0 out of 5 stars
152,"

  Nice in look and perfect in fitting/size. Purchased it for my husband and he loved it. It is a Good deal !!

",4.0 out of 5 stars
153,"

  Jeans is of very light material. Order a size larger as it gets tight around the hip area.

",3.0 out of 5 stars
154,"

  Perfect size good quality bit color is not black. dark grey

",5.0 out of 5 stars
155,"

  Snug everywhere except at the waist. Giving up on trying to understand their definitions of relaxed and regular.

",1.0 out of 5 stars
156,"




                    The media could not be loaded.
                




   It was a very nice jeans it fitted well the colour was also ok but I haven't wash it I will let you know if the colour after wash is done or not but it's ok it's quite 🙏

",5.0 out of 5 stars
157,"

  In the length it's very short,what I expected it's not like that,it's should be little long in length.its really make me unhappy.because I planned to buy 2 more jeans ,but this one make me uncomfortable in length size .so now I decided to not buy the other jeans.Thanks you

",1.0 out of 5 stars
158,"

  Product is not so good.price is charged 640 rs from me.after two days I checked same product, its price was 499 rs. I was shocked. Difference is 140 rs with in two days for same product.As I received product,price is not more than 250 rs because pockets of paint stitched with two different cloths. One pocket has different colour and other has different colour.it looks like that it buy from footpath market.

",1.0 out of 5 stars
159,"

  Color washed away in first wash

",3.0 out of 5 stars
160,"

  Product is not setisfid & qulity is not good

",1.0 out of 5 stars
161,"

  Best part of this denim is I did not spend anything on alteration. Waist and inseam is perfect fit. I got this in festival sale time for 399 and must say that it's kind of jackpot.. thumbs up..

",5.0 out of 5 stars
162,"

  Perfect fitness  but little harder

",5.0 out of 5 stars
163,"

  Fitting is ok however just after 4 months the stitch has is coming out button is getting loose.

",3.0 out of 5 stars
164,"

  Material not good

",2.0 out of 5 stars
165,"




                    The media could not be loaded.
                




   Second hand Jeans. Bad Jeans .

",1.0 out of 5 stars
166,"

  I give 1 star because of this product is not genuine means it's duplicate.

",1.0 out of 5 stars
167,"

  Jeans cost shown was 2999 rs with 70 percent discount it was 538 rs.Quality is very poor third class. In our city such jeans are sold on the road side footpath for 200 rs only. It's very samefull Amazon such a big co . is selling such low quality products and making fools to the customers.I have informed in my group not to purchase online.

",1.0 out of 5 stars
168,"

  Very bad quality.its not a jeans meterial..it's not same as it's shown in the picture.. wrong product delivered... very disappointed.dont buy anyone.

",1.0 out of 5 stars
169,"

  The description states Size 34 will fit waist size 35-36 but in actual it is not so. That is tge reason the product had to be returned

",4.0 out of 5 stars
170,"

  The product is exactly same I'm satisfied with the product.its very comfortable must go for this.

",5.0 out of 5 stars
171,"

  Jeans looks to be a very bad quality material. Not recommended to buy.  I had place a return request.

",1.0 out of 5 stars
172,"

  Bought this during the sale, and the jeans quality is average. The cloth is a bit thinner than wt the normal jeans are, but for the price i paid it acceptable.

",3.0 out of 5 stars
173,"

  Tight got slim fit instead of relaxed fit.

",2.0 out of 5 stars
174,"

  I liked the product but the colour shown on site is differ what received. BUT GOOD

",4.0 out of 5 stars
175,"

  Colour shown in picture is different from actual received product.

",2.0 out of 5 stars
176,"

  No dislike, good for budget, regular wear

",5.0 out of 5 stars
177,"

  Other fittings are ok...but waist fitting is too tight...it happed after first wash...so can't even return...waste of money

",1.0 out of 5 stars
178,"

  Nice product value for money

",5.0 out of 5 stars
179,"

  Good phant. Nice and fit.

",5.0 out of 5 stars
180,"

  I bought it in sale so the cost was very less it was a good purchase. Will go for it again

",5.0 out of 5 stars
181,"

  Dont buy it . The colour shuds each and every time even after 100 wash . It won't last long .poor quality

",1.0 out of 5 stars
182,"

  Nice jins pant all good

",5.0 out of 5 stars
183,"

  I am fully satisfied.

",5.0 out of 5 stars
184,"

  Nice it is fit to my father thanks Amazon

",5.0 out of 5 stars
185,"

  Not comfortable

",1.0 out of 5 stars
186,"

  got exactly what was shown in the website. fabric is good and comfortable. pockets and zip are good. color is as same as shown in the pic. worth buying it

",5.0 out of 5 stars
187,"

  Used products which is cleaned and refabrigated

",1.0 out of 5 stars
188,"

  Ok for price

",4.0 out of 5 stars
189,"

  Best colour, shed and fitting. Good quality for routine use. The quality in the cost of Rs 598 is good. Fabric also good.

",4.0 out of 5 stars
190,"

  Not good neither the. Quality not the size

",2.0 out of 5 stars
191,"

  Like

",5.0 out of 5 stars
192,"

  Ok

",4.0 out of 5 stars
193,"

  Very good Quality and fitting And nice Cloth

",5.0 out of 5 stars
194,"

  Good

",5.0 out of 5 stars
195,"

  Fitting is perfect.. product received in good condition. Quality seems to be good, however actual quality check will be after one or two wash.

",5.0 out of 5 stars
196,,5.0 out of 5 stars
197,"

  lovely one Good one,100% original product wow that's great worth of money just go for it,very nice Great to have it

",5.0 out of 5 stars
198,"

  Tik hai.

",5.0 out of 5 stars
199,"

  size small buy 1 size bigger

",3.0 out of 5 stars
200,"

  Good product. Value for money.

",5.0 out of 5 stars
201,"

  Good product, perfect fit, and quality also awesome. Thanks for delivering this type of product.

",5.0 out of 5 stars
202,"

  Perfect as expected

",5.0 out of 5 stars
203,"

  Thanks

",5.0 out of 5 stars
204,"

  Good product

",5.0 out of 5 stars
205,"

  I want to exchange to next size ie 34. Please replace this product and  exchange this product to next size.

",3.0 out of 5 stars
206,"

  Exactly the same product as shown in the pic , no dullness of colour , its a go for it product.. Just go through size chart first.

",5.0 out of 5 stars
207,"

  Very nice product , good material . Fit as expected

",5.0 out of 5 stars
208,"

  product qualityNot satisfied

",2.0 out of 5 stars
209,"

  Good One with this price range. This is my 3rd ben martin jean purchansed from amazon

",4.0 out of 5 stars
210,"

  Product not good quality 1 &2 week Color fade  . Seen that old Jean  . Copies write jeans

",1.0 out of 5 stars
211,"

  Very good product

",5.0 out of 5 stars
212,"

  Its quality is not that great

",3.0 out of 5 stars
213,"




                    The media could not be loaded.
                




   The  colour and design is not same  one proudutAnd buttun broken💔

",3.0 out of 5 stars
214,"

  A little bit tighter. Usually I buy size 28 in urban district, usually it use to be comfortable.. but this is very tight for me..

",2.0 out of 5 stars
215,"

  Satisfied

",5.0 out of 5 stars
216,"

  quality is goodIts flexible type

",3.0 out of 5 stars
217,"

  Perfect size I got. It is very comfortable. Good price to buy for daily use. Good packaging.

",5.0 out of 5 stars
218,"

  सुन्दर

",5.0 out of 5 stars
219,"

  Quality is not good

",3.0 out of 5 stars
220,"

  Better

",2.0 out of 5 stars
221,"

  the quality of this product jeans is not good as told on site and shown in pictures

",1.0 out of 5 stars
222,"

  It's good quality.

",4.0 out of 5 stars
223,"

  Superb fitting and loved the finishing and fitting thanks to supplier and Amazon for delivering perfect product

",5.0 out of 5 stars
224,"

  Not satisfied with the quality of the product. The steaker is of Benmartin, but inside the waist it's printed as Denim. The Mrp is  also missmatched.

",2.0 out of 5 stars
225,"

  Received today. Good item.. Well satisfied.

",4.0 out of 5 stars
226,"

  Very poorest  quality  of fabric  colour very dull

",1.0 out of 5 stars
227,"

  This is awesome colour. Very comfortable material. Like to use in daily routine.

",5.0 out of 5 stars
228,"

  Very bad product. I had never wear such cheap & bad quality jeans before. I would suggest to not buy this jeans.

",1.0 out of 5 stars
229,"

  Good quality as I expect. At this price the jeans was very comfortable and looks very shiny. Also the delivery was very good. Thanks Amazon keep it up👍

",4.0 out of 5 stars
230,"

  Not good.. Don't buy

",1.0 out of 5 stars
231,"

  Quality good but customer said pant colour is different

",2.0 out of 5 stars
232,"

  Really exaticat product is want was recived really

",5.0 out of 5 stars
233,"

  Fabric quality is not good,

",2.0 out of 5 stars
234,"

  Ok

",3.0 out of 5 stars
235,"

  38  size could be a best choice

",2.0 out of 5 stars
236,"

  Quality is okay. Worth for the price.

",3.0 out of 5 stars
237,"

  It's cool n comfortable jeans. Good fabrics, stretchable,light weight etc. Wearing this jeans feeling relaxed.

",5.0 out of 5 stars
238,"

  Good

",4.0 out of 5 stars
239,"

  Third class product but size is ok

",1.0 out of 5 stars
240,"

  Good product in reasenable price

",4.0 out of 5 stars
241,"

  Perfect fit

",5.0 out of 5 stars
242,"

  Good

",3.0 out of 5 stars
243,"

  Good Quality Product

",4.0 out of 5 stars
244,"

  Cloth quality is average

",4.0 out of 5 stars
245,"

  low quality /cheap product at high price.

",1.0 out of 5 stars
246,"

  Product are very low quality.Jind very high price.

",1.0 out of 5 stars
247,"

  I ordered 36 size which was quite loose. I had to exchange with size 34. I've received a complete different product same in colour n I'm loving it.

",5.0 out of 5 stars
248,"

  Good

",5.0 out of 5 stars
249,"

  Wrost pant that I ever seenMaterial quality is very poorAnd size not reliable it says size 34 but it is very small than size 34

",1.0 out of 5 stars
250,"

  Good one

",4.0 out of 5 stars
251,"

  Beautiful  Ben Martin men's relaxed fit

",5.0 out of 5 stars
252,"

  Good

",5.0 out of 5 stars
253,"

  Product is worth for the price, overall good in all aspects.

",5.0 out of 5 stars
254,"

  No fitting comfortable and clothes wash afer colour of shining blur on this product

",1.0 out of 5 stars
255,"

  Very good product and quality.

",5.0 out of 5 stars
256,"

  size ia not as regularmust have to give a larger size as compare to regular sizeworst product

",1.0 out of 5 stars
257,"

  It was said relaxed fit but it was slim fir

",2.0 out of 5 stars
258,"

  I gave a gift to my husband n he liked it.

",5.0 out of 5 stars
259,"

  Good

",5.0 out of 5 stars
260,"

  Use able.

",4.0 out of 5 stars
261,"

  Preety good

",4.0 out of 5 stars
262,"

  Collar very dark

",2.0 out of 5 stars
263,"

  The fabric quality is desent. Its worthy only if you buy it for ₹600 to ₹700

",3.0 out of 5 stars
264,"

  Good

",5.0 out of 5 stars
265,"

  Good product

",5.0 out of 5 stars
266,"

  ‌‌‍‌‌‌‌‌very good quality product from Amazon..

",5.0 out of 5 stars
267,"

  Display color was blue shade and I got dark green shade denim😐

",3.0 out of 5 stars
268,"

  Color is a bit darker than pic.

",4.0 out of 5 stars
269,"

  Great product.

",5.0 out of 5 stars
270,"

  NICE PRODUCT.......!!!!!!!!

",5.0 out of 5 stars
271,"

  The stuff is very cheap! Don't buy this. Its waste of money.

",1.0 out of 5 stars
272,"

  Value for money. and fit as axpected.

",5.0 out of 5 stars
273,"

  this jean is very band please dont buy this.

",1.0 out of 5 stars
274,"

  Just perfect  stretchable and good comfort

",5.0 out of 5 stars
275,"

  Good product

",5.0 out of 5 stars
276,"

  Pls give me next size of 36. The pant is too tight and not in regular fit

",5.0 out of 5 stars
277,"

  Product has good quality,  worth for the price

",4.0 out of 5 stars
278,"

  It’s Good

",4.0 out of 5 stars
279,"

  Very good quality

",5.0 out of 5 stars
280,"

  Nice and comfort

",5.0 out of 5 stars
281,"

  OK

",3.0 out of 5 stars
282,"

  Good buy

",5.0 out of 5 stars
283,"

  5 star its deserve price should be little low about 500 ....otherwise overall fit and fine.....hamare jaise low income logo ke liye must type hai ye

",5.0 out of 5 stars
284,"

  It is to losse bad

",2.0 out of 5 stars
285,"

  Very very nice my hubby love it

",5.0 out of 5 stars
286,"

  Good item

",4.0 out of 5 stars
287,"

  Nice product....

",4.0 out of 5 stars
288,"

  Perfect fit but cloth have some bad smell

",3.0 out of 5 stars
289,"

  Too low waist

",1.0 out of 5 stars
290,"

  Good fitting as aspected

",5.0 out of 5 stars
291,"

  good

",5.0 out of 5 stars
292,"

  It's slightly different in shade, bit different from the actual picture shown.  Fitting is good.Overall the product is good.  Hope after wash it remains same.

",3.0 out of 5 stars
293,"

  good

",4.0 out of 5 stars
294,"

  I just washed this product after the first time use and it get decolurised,....thats shocking....its original colour just has fadedPlease never buy this if anyone read this

",1.0 out of 5 stars
295,"

  Nice facric and stitching

",4.0 out of 5 stars
296,"

  Good

",5.0 out of 5 stars
297,"

  Just good

",4.0 out of 5 stars
298,"

  Fit's perfect

",2.0 out of 5 stars
299,"

  Very nice product and nice quality

",5.0 out of 5 stars
300,"

  It's not great pant, but ok for the price, some how I am not comfortable like I use other jeans.

",3.0 out of 5 stars
301,"

  Its  not same as  look like in imageThere is lot of difference in febric..

",1.0 out of 5 stars
302,"

  Awesome value for money

",4.0 out of 5 stars
303,"

  It's not relaxed fit.. Its slim fit.. But it's stretchable.. Quality is good.. That's why I am keeping it.

",4.0 out of 5 stars
