,reviews,starRating
50,"

  Perfect fitting.. Good material

",5.0 out of 5 stars
51,"

  Ok

",5.0 out of 5 stars
52,"

  Good but to not pocket in shirt only design show

",3.0 out of 5 stars
53,"

  Comfort good

",3.0 out of 5 stars
54,"

  Good

",5.0 out of 5 stars
55,"

  Value for moneyNice product

",5.0 out of 5 stars
56,"

  Very good shirt from Amazon. Thanks

",5.0 out of 5 stars
57,"

  I bought it for my father 6 months ago but me father didn't wear it once so I can't say anythingBut yeah its the same as photo here

",5.0 out of 5 stars
58,"

  Okay

",3.0 out of 5 stars
59,"

  Cloth quality is too bad. After one wash, it is useless. We can have better product than this one at a half price from local market itself.

",2.0 out of 5 stars
60,"

  Seems to be old one or used one  .color and material is not like that seen in the site

",1.0 out of 5 stars
61,"

  T shirt is fit in my body but its length is longe. While i buy s' size ,this t shirt cloth is good but not better

",4.0 out of 5 stars
62,"

  Poor quality of fabric....gone after first wash

",1.0 out of 5 stars
63,"

  Just use for rough use

",3.0 out of 5 stars
64,"

  I like the tshirt.... It's awesome.....It's very soft, comfortable and warmth.... Worth buying it.... 😊💯

",5.0 out of 5 stars
65,"

  Excellent fit

",5.0 out of 5 stars
66,"

  Its good nice one bt colour is not same as shown in the picture real its dark blue

",4.0 out of 5 stars
67,"

  It looks same as shown in picture and it is really good quality of material.

",5.0 out of 5 stars
68,"

  No doubt the product was good but i bought this at 400+50 so that was a bit expensive as to compared to flipkart which was of 350 (overall)..So if u r buying this at offer price then go for it

",4.0 out of 5 stars
69,"

  Very nice product

",5.0 out of 5 stars
70,"

  Difference in color.  Its ok product.  The main is wit delivery guys some of them are horrible.... Why to amazon keep such a terrible imployees.  Doesn't know anything about location. N very terrible behavior wit the customers.

",3.0 out of 5 stars
71,"

  A decent t-shirt which is slightly overpriced. Buy a size bigger for a good fit.

",3.0 out of 5 stars
72,"

  Bought for my husband... Size is a little smaller for him..but fit.. Not bad

",4.0 out of 5 stars
73,"

  Masha Allah Bahut Hi Zabardast Quality Hai Perfect Fit Soft Fabric Hai All Over Mast HaiYe Price Mein Quality Ekdum High Hai Must Buy

",5.0 out of 5 stars
74,"

  Good quality

",5.0 out of 5 stars
75,"

  The material is flimsy. The fit too tight for a product described as ""Regular Fit"".

",1.0 out of 5 stars
76,"

  Good

",5.0 out of 5 stars
77,"

  You can wear it at home only .

",3.0 out of 5 stars
78,"

  Like it bcz it is same thing which i ordered bt i dislike bcz aftr delivered it price get down certainly... this is nt done if it going on than i wouldnt order again...

",3.0 out of 5 stars
79,"

  Product  quality ⭐⭐⭐⭐⭐Fitting ⭐⭐⭐⭐⭐

",5.0 out of 5 stars
80,"

  The product was as described.  Fast delivery.  Quality as  mentioned

",5.0 out of 5 stars
81,"

  Wow awesome product

",4.0 out of 5 stars
82,"

  Good product

",5.0 out of 5 stars
83,"

  Beautiful tshirtMy husband loved it

",4.0 out of 5 stars
84,"

  Like

",3.0 out of 5 stars
85,"

  Its Okie

",4.0 out of 5 stars
86,"

  good enough for usual uses.

",5.0 out of 5 stars
87,"

  we ordered the product according to the size chart , still it was two size smaller .

",2.0 out of 5 stars
88,"

  Value of money

",4.0 out of 5 stars
89,"

  Very poor quality. Fading colour in patches.

",1.0 out of 5 stars
90,"

  The fitting is really good and the clothing material is decent.

",4.0 out of 5 stars
91,"

  Materialnis goos but fitting from chest is not appropriate

",4.0 out of 5 stars
92,"

  Value for money ,good meterial

",4.0 out of 5 stars
93,"

  Very comfortable, worth it

",5.0 out of 5 stars
94,"

  Very nice

",5.0 out of 5 stars
95,"

  Comfort t shirts

",4.0 out of 5 stars
96,"

  as price is good and the product quality is also very good. The perfect give by them.

",5.0 out of 5 stars
97,"

  Good but not expected

",5.0 out of 5 stars
98,"

  Its not good

",1.0 out of 5 stars
99,"

  Best hai pr garmi main nahi pahan skte bahut garmi lgti h isme

",5.0 out of 5 stars
100,"

  Nice shirt, but a real top pocket was expected, instead of just a replica.

",5.0 out of 5 stars
101,"

  Not value for money cost high

",3.0 out of 5 stars
102,"

  Good product but not value for moneyThe quality isn't goodLittle bit disappointed.

",3.0 out of 5 stars
103,"

  Its awesome dress BUT DONT FIRGET TO CHECK correct size of body and its is a satisfactory product and fit as expected.

",5.0 out of 5 stars
104,"

  Nice and awesome T-shirt

",5.0 out of 5 stars
105,"

  Value for money it fits perfectly and quality is great

",5.0 out of 5 stars
106,"

  Quality is worst. I bought this product to gift it to someone special.. .the size was perfect but quality is too bad..

",1.0 out of 5 stars
107,"

  I can say it's waste of money reallyBcoz its 499 but the brand is local very bad don't buy this

",1.0 out of 5 stars
108,"

  Beautiful

",5.0 out of 5 stars
109,"

  Nice to seethis is fashion BilliAlso it is light weight

",5.0 out of 5 stars
110,"

  Total waste of money

",1.0 out of 5 stars
111,"

  Comfort

",4.0 out of 5 stars
112,"

  It's too small even the XL size is like the S size.....and also the quality is also not so good

",1.0 out of 5 stars
113,"

  Size is not accurate.

",1.0 out of 5 stars
114,"

  Quality is too bad. Please do not buy this product. Its wast of money

",1.0 out of 5 stars
115,"

  I am very like this colth

",3.0 out of 5 stars
116,"

  Nice product

",5.0 out of 5 stars
117,"

  Happy 😊

",4.0 out of 5 stars
118,"

  The product is goodBut it's too small as my expectationI ordered xxl size but it seems xl in size so I want to return this product

",3.0 out of 5 stars
119,"

  Neck is not fine. Little tight.

",2.0 out of 5 stars
120,"

  na

",1.0 out of 5 stars
121,"

  Good

",5.0 out of 5 stars
122,"

  I book XL size but it is small size

",1.0 out of 5 stars
123,"

  Thanks

",5.0 out of 5 stars
124,"

  like it and if get time then will buy more

",5.0 out of 5 stars
125,"

  Very bad 👎. I bought L size but its like S size.

",1.0 out of 5 stars
126,"

  Fit as aspected, nice T shirts

",5.0 out of 5 stars
127,"

  Good

",3.0 out of 5 stars
128,"

  Excellent quality and fit as expected.

",5.0 out of 5 stars
129,"

  It's a very good and comfortable

",5.0 out of 5 stars
130,"

  Size ia not as expected.  Medium means small for this shirt

",3.0 out of 5 stars
131,"

  Nice products i loved it

",5.0 out of 5 stars
132,"

  Ok

",4.0 out of 5 stars
133,"

  Does not look good as in the picture.

",1.0 out of 5 stars
134,"

  Very good quality, fit as expected, good quality fabric

",5.0 out of 5 stars
135,"

  Nice perfect 👌

",5.0 out of 5 stars
136,"

  it is very bad product i ordered xl size but delevired me m size is does not fit me or the quality of cloth is very for plz plz plz do not buy this

",1.0 out of 5 stars
137,"

  Really good product.... With reasonable price

",4.0 out of 5 stars
138,"

  Few small otherwise nice tshrit.....

",4.0 out of 5 stars
139,"

  The product quality is very bad. I have return the product and even they didn't refund the amount.

",1.0 out of 5 stars
140,"

  In photo it's looking good but when we wear it's looking okay only

",3.0 out of 5 stars
141,"

  Product is very good. Fitting is awesome.

",5.0 out of 5 stars
142,"

  It was perfect as I thought material also good.

",5.0 out of 5 stars
143,"

  Good

",5.0 out of 5 stars
144,"

  Thin cloth material but looks good.Idk what's gonna happen after wash thou..

",3.0 out of 5 stars
145,"

  100% Pure cotton..Comfortable t-shirt..Must Buy it..

",5.0 out of 5 stars
146,"

  quite cool tshirt really liking it

",5.0 out of 5 stars
147,"

  Good

",5.0 out of 5 stars
148,"

  Cool cotton so much comfortable

",5.0 out of 5 stars
149,"

  Nice

",5.0 out of 5 stars
150,"

  Not happy

",1.0 out of 5 stars
151,"

  Veey cheap quality !!!! Its price in market 150/- only so... 🤷‍♂️😳

",1.0 out of 5 stars
152,"

  Colour fed with one wash don't buy it

",1.0 out of 5 stars
153,"

  Very nice and fitting is best

",5.0 out of 5 stars
154,"

  colour go light

",3.0 out of 5 stars
155,"

  Size was as expected. Trendy material

",4.0 out of 5 stars
156,"

  Value for money

",5.0 out of 5 stars
157,"

  Quality, fit, design all are good.  Worth for money.

",5.0 out of 5 stars
158,"

  Fit size i am ordered L size but given size chart for men is diffrent

",4.0 out of 5 stars
159,"

  NYC product

",4.0 out of 5 stars
160,"

  It runs small. I initially ordered for Medium and ended up exchanging it with XL

",3.0 out of 5 stars
161,"

  very nice product. timely delivery...

",5.0 out of 5 stars
162,"

  Cloth quality

",4.0 out of 5 stars
163,"

  Very nice delivery agent delivery very fast

",5.0 out of 5 stars
164,"

  Good

",4.0 out of 5 stars
165,"

  Design is amazing

",5.0 out of 5 stars
166,"

  Good quality

",4.0 out of 5 stars
167,"

  My size is L. But this shirt sized XL is a better fit. So you may think about buying one size large.

",5.0 out of 5 stars
168,"

  Height is too short. My colleague also has one and expressed the same opinion.

",1.0 out of 5 stars
169,"

  Best quality product nice.

",4.0 out of 5 stars
170,"

  Nice product

",5.0 out of 5 stars
171,"

  Size is OK, but material is not too good

",3.0 out of 5 stars
172,"

  Nice👏👍😊 product

",5.0 out of 5 stars
173,"

  Not in fit size.  Please issue M size

",4.0 out of 5 stars
174,"

  Its comfortable and fit on slim body man

",5.0 out of 5 stars
175,"

  Very Nice .. But the T-shirt comes with a false pocket

",5.0 out of 5 stars
176,"

  Nice colour looks good

",5.0 out of 5 stars
177,"

  Very nice product

",5.0 out of 5 stars
178,"

  Material quality us good . Perfect fit.

",5.0 out of 5 stars
179,"

  Cloth smare

",4.0 out of 5 stars
180,"

  Worth the price.  Good Quality

",3.0 out of 5 stars
181,"

  Waste of money, it's washed and iron and shipped to me...

",1.0 out of 5 stars
182,"

  like it

",4.0 out of 5 stars
183,"

  Comfy and stylish...

",4.0 out of 5 stars
184,"

  This is a good T shirt, value for money. Soft and happy feeling, Size is perfect.

",4.0 out of 5 stars
185,"

  Its quite comfortable and looks attractive

",5.0 out of 5 stars
186,"

  Good

",5.0 out of 5 stars
187,"

  Very good quality of product. I am satisfied

",5.0 out of 5 stars
188,"

  It's an amazing product. I bought this for my brother and he loves it. The material is very good and colour is same as the photo.

",5.0 out of 5 stars
189,"

  Nice

",4.0 out of 5 stars
190,"

  The product is quite better in all respects.

",5.0 out of 5 stars
191,"

  Product which show on online image  ,not in actual.

",2.0 out of 5 stars
192,"

  It fits perfectly for me. The cloth is slightly thin .

",4.0 out of 5 stars
193,"

  Worst quality. Not purchase in future

",2.0 out of 5 stars
194,"

  It's very comfortable for me, S size is fit for me

",4.0 out of 5 stars
195,"

  If u wear large size then order xl here, otherwise u get into an trouble

",5.0 out of 5 stars
196,"

  Super

",5.0 out of 5 stars
197,"

  Mst

",5.0 out of 5 stars
198,"

  Shirt is good, comfort and price in range

",4.0 out of 5 stars
199,"

  THIS PRODUCT WAS GOOD AS SHOWS IN PICTURE

",4.0 out of 5 stars
200,"

  It fits perfectly. But you wouldn’t find it warm.

",4.0 out of 5 stars
201,"

  Product fitting is good but product is old this is like used.

",3.0 out of 5 stars
202,"

  Okay product

",3.0 out of 5 stars
203,"

  Amazing fit.  Not 100% cotton but it's comfortable.. Quality is good as well

",5.0 out of 5 stars
204,"

  यदि product price 300₹ तो ठीक था।

",4.0 out of 5 stars
205,"

  small in size as compare to XXL size of other company

",1.0 out of 5 stars
206,"

  Like it

",4.0 out of 5 stars
207,"

  Dislike by material used

",1.0 out of 5 stars
208,"

  Fabric quality not as expected

",2.0 out of 5 stars
209,"

  Nice product.. Good aproce delivery boy

",5.0 out of 5 stars
210,"

  Nice fitting, good

",4.0 out of 5 stars
211,"

  Cheap material used.. don't waste your money in this item

",1.0 out of 5 stars
212,"

  GOOD

",5.0 out of 5 stars
213,"

  Best quality and colour option. Good fabric with long last.

",5.0 out of 5 stars
214,"

  Good cloth

",4.0 out of 5 stars
215,"

  I like this product.. This is value for money.

",4.0 out of 5 stars
216,"

  Superb T-shirt perfect body and perfect Rupees

",5.0 out of 5 stars
217,"

  Very nice product same as I ordered

",5.0 out of 5 stars
218,"

  Nice outfit

",5.0 out of 5 stars
219,"

  I like to material and it is comfortable to use to office.

",5.0 out of 5 stars
220,"

  VERY good product

",5.0 out of 5 stars
221,"

  As per look its good... But fitting is not as expected

",3.0 out of 5 stars
222,"

  Nice and good.

",5.0 out of 5 stars
223,"

  Good

",5.0 out of 5 stars
224,"

  Super fitting , comfortable , easy wash

",4.0 out of 5 stars
225,"

  This is 100% valuable product. Loved the fabric and fitting. Advisable to buy!

",5.0 out of 5 stars
226,"

  Not good

",2.0 out of 5 stars
227,"

  Good quality fabric. I ordered medium size which fit perfectly.

",5.0 out of 5 stars
228,"

  It's very nice and Expected material

",5.0 out of 5 stars
229,"

  Suitable for summer not for winter

",3.0 out of 5 stars
230,"

  The quality of shirt

",5.0 out of 5 stars
231,"

  Overall it's a good buy.

",4.0 out of 5 stars
232,"

  Worth buying

",4.0 out of 5 stars
233,"

  Not worth for money

",4.0 out of 5 stars
234,"

  Very good 👍quality and comfortable

",5.0 out of 5 stars
235,"

  Good product

",4.0 out of 5 stars
236,"

  Quality is not as expected.

",5.0 out of 5 stars
237,"

  Quality is Very bad

",1.0 out of 5 stars
238,"

  I liked it soo much it perfectly fits my hubby 😚and he too loved this a lot

",5.0 out of 5 stars
239,"

  The product simply superb and osum it's like wollen very very very soft

",5.0 out of 5 stars
240,"

  Size is not accurate it was given XXL but it seems to be L

",2.0 out of 5 stars
241,"

  Such an cheap item... it's cloth is not so good

",1.0 out of 5 stars
242,"

  Thank you so much Amazon I am satisfied

",5.0 out of 5 stars
243,"

  Nice product... Go for this

",5.0 out of 5 stars
244,"

  i like it

",4.0 out of 5 stars
245,"

  Vest for money

",1.0 out of 5 stars
246,"

  Superb

",5.0 out of 5 stars
247,"

  Low quality

",2.0 out of 5 stars
248,"

  Good

",5.0 out of 5 stars
249,"

  Good

",5.0 out of 5 stars
250,"

  best

",5.0 out of 5 stars
251,"

  Nice

",4.0 out of 5 stars
252,"

  Fastest delivery....

",5.0 out of 5 stars
253,"

  Cloth quality is not as better as expected.

",3.0 out of 5 stars
254,"

  Product is same as image

",5.0 out of 5 stars
255,"

  Quality of t-shirt is good, fitting is good, colour is perfect.

",4.0 out of 5 stars
256,"

  Product is nice and value for money..

",5.0 out of 5 stars
257,"

  Nice & perfect product

",5.0 out of 5 stars
258,"

  Very poor quality cloth, thinner than even vest materiel

",1.0 out of 5 stars
259,"

  Do not buy...

",2.0 out of 5 stars
260,"

  Not use in summer

",2.0 out of 5 stars
261,"

  price reasonable, fit and quality good

",4.0 out of 5 stars
262,"

  Quality of fabric is substandard.

",2.0 out of 5 stars
263,"

  All is ok

",4.0 out of 5 stars
264,"

  Product is good..  Value for money..  I like it..

",5.0 out of 5 stars
265,"

  Quality of material is not good

",1.0 out of 5 stars
266,"

  Amazing good product received 1st time ever, from very bad seller amazon

",5.0 out of 5 stars
267,"

  Quality very bad

",1.0 out of 5 stars
268,"

  Perfect

",5.0 out of 5 stars
269,"

  Nice cloth

",4.0 out of 5 stars
270,"

  Nice product

",5.0 out of 5 stars
271,"

  Good product

",5.0 out of 5 stars
272,"

  Wowww

",5.0 out of 5 stars
273,"

  Quality is not good

",2.0 out of 5 stars
274,"

  Perfect fit

",5.0 out of 5 stars
275,"

  Best choice

",5.0 out of 5 stars
276,"

  Not quality

",1.0 out of 5 stars
277,"

  Very poor quality of fabric & stiching

",1.0 out of 5 stars
278,"

  good

",4.0 out of 5 stars
279,"

  Very good product.

",5.0 out of 5 stars
280,"

  Mast

",1.0 out of 5 stars
281,"

  Ok

",3.0 out of 5 stars
282,"

  Not good

",4.0 out of 5 stars
283,"

  Fit as expected

",5.0 out of 5 stars
284,"

  Very Good

",5.0 out of 5 stars
285,"

  Yo

",5.0 out of 5 stars
286,"

  Worst quality

",1.0 out of 5 stars
287,"

  Cheap

",1.0 out of 5 stars
288,"

  The white highlight and the bad cloth makes the purchase a bad decision

",2.0 out of 5 stars
289,"

  Good

",3.0 out of 5 stars
290,"

  It is good

",5.0 out of 5 stars
291,"

  Product was entirely different as shown indescription

",1.0 out of 5 stars
292,"

  More than expected...EVERYTHING IS JUST AWESOME

",5.0 out of 5 stars
293,"

  Good quality

",5.0 out of 5 stars
294,"

  Bad product.

",1.0 out of 5 stars
295,"

  It's a very good product,  fits as expected good quality..... Worth your money.

",5.0 out of 5 stars
296,"

  Every thing is fine .I thing how much i payed i got.

",4.0 out of 5 stars
297,"

  Best quality in reasonable price ...very smooth cloth , awesome fitting!

",5.0 out of 5 stars
298,"

  Best product

",5.0 out of 5 stars
299,"

  This product is very comfortable for me

",5.0 out of 5 stars
300,"

  I liked this product it's nice

",4.0 out of 5 stars
301,"

  Perfect

",5.0 out of 5 stars
302,"

  Perfectly fitted without any issue

",4.0 out of 5 stars
303,"

  Worst never purchase

",1.0 out of 5 stars
304,"

  I like

",5.0 out of 5 stars
305,"

  Best quality

",5.0 out of 5 stars
306,"

  Its not look like XL...

",2.0 out of 5 stars
307,"

  Appropriate.

",5.0 out of 5 stars
308,"

  OK condition

",2.0 out of 5 stars
309,"

  Good

",4.0 out of 5 stars
310,"

  The sleeves are the only “oversized” thing about this product. It has a VERY weird shape I have no idea why someone would make it in the first place but basically the sleeves are long and loose but the torso part is very short and not at all oversized like it looks in the pictures.Just don’t waste your money on this

",1.0 out of 5 stars
311,"

  More than my expectations. Too good quality and perfect fit. If u want to try something new then it's for u. I suggest u to buy atleast once if u r fit. Becuz it suits on u . Whenever talk about quality it's amazing. I m amazed after seeing the quality.

",5.0 out of 5 stars
312,"

  Thankyou for this amazing tshirt. Fabric is good and breathable. And it cools good too.

",5.0 out of 5 stars
313,"

  I am a bit huge than l size so the waist is a bit tight but I fixed it all again thanks Amazon.. for the great service and the delivery boy was as gentle as earlier..THE quality is awesome...

",4.0 out of 5 stars
314,"

  Fabric is too loose

",1.0 out of 5 stars
315,"

  Totally disappointed at having been mislead on the size. They should refund my money. Now I use it for cleaning my car. Expensive cleaning cloth. Serves me right for believing Amazon who tell lies from Ato Z

",1.0 out of 5 stars
316,"

  The product was excellent. It fit perfectly as I had envisioned. I was worried about the size but I was so satisfied with the first that I ordered two more(lol). My only complain is that its not 100% cotton. Othet than that, I give 5 star.

",5.0 out of 5 stars
317,"

  It's definitely not cotton. Some sort of mix with nylon. It might be baggy as listed, but it's really short. I am 5'9 and large seems like really small when it comes to length.

",1.0 out of 5 stars
318,"

  Didn't get the right product it's totally different than it looks in the image. The tag here is eyebloger and I get a tag that's defaulter.

",1.0 out of 5 stars
319,"

  Nice hip-hop wear at reasonable price...Go for it

",5.0 out of 5 stars
320,"

  Doesn't feel premium.

",3.0 out of 5 stars
321,"

  Value for money...Comfortable and softI like design and one side on arm a secret pocket provided

",5.0 out of 5 stars
322,"

  I ordered the xl size for myself but they give me medium size and the product is very cheap material and the colour is not the same shown in the image

",1.0 out of 5 stars
323,"

  Just waste of money. I have ordered 2 piece both are worst product. One piece fabric is bad. And other is unfitted. This product is very disappointed me.

",1.0 out of 5 stars
324,"

  Products is very comfortableBut your height is 6ft then absolutely not purchase it

",3.0 out of 5 stars
325,"

  I don't really write reviews, but this one amongst my best online purchase. The fabric is soft and feels good when wearing.

",4.0 out of 5 stars
326,"

  Wow what a cheap product you have sent. Wow kudos to the amazon team. Please don't buy anything from this site. Just look at the cheap tshirt they have sent. Wowwwww amazed. Totally different from what they showed.

",1.0 out of 5 stars
327,"

  Received what was expected.

",5.0 out of 5 stars
328,"

  Best tshirt ive ever got from amazonGood stuffGood fittingPrice is worth

",5.0 out of 5 stars
329,"

  Nice material and very comfort to wear. Love this...

",5.0 out of 5 stars
330,"

  nice design and quality

",4.0 out of 5 stars
331,"

  Looks cool and stylish. Great with summers.

",5.0 out of 5 stars
332,"

  This tshirt is awesome and fabric is too good and soft too. My hubby like this tshirt and happily wearing this. This is loose fitting tshirt so order with yours size.

",4.0 out of 5 stars
333,"

  Very comfortable dress... Even though it has less review it's worth buying... Just make sure you buy 1 size bigger than your actual size... All the rest is just perfect

",5.0 out of 5 stars
334,"

  All good

",5.0 out of 5 stars
335,"

  Excellent design and colour also

",5.0 out of 5 stars
336,"

  Good quality product can go for it

",5.0 out of 5 stars
337,"

  Great job..👍

",5.0 out of 5 stars
338,"

  2Xl is smaller than XL

",1.0 out of 5 stars
339,"

  Very good

",5.0 out of 5 stars
340,"

  Quality is not that great! But value for the money I paid.

",3.0 out of 5 stars
341,"

  Not good

",3.0 out of 5 stars
342,"

  Good one

",5.0 out of 5 stars
343,"

  Very good quality, comfortable and nice product at reasonable price.

",5.0 out of 5 stars
344,"

  Style is good but not as good as picture, quality is somehow not meeting standard of expectation, horrible packaging.

",3.0 out of 5 stars
345,"

  Absolutely perfectSoft stuffI brought the small size and I fits perfectlyBest product to invest on

",3.0 out of 5 stars
346,"

  Stylish looking cotton t-shirt I like it

",5.0 out of 5 stars
347,"

  yaa its nyc.....kind of America wall street dog style.......its cloth is good ....bt, don't try the white one go for brown or gray quit good !!

",5.0 out of 5 stars
348,"

  -The quality of cloth is good .-The zip on the arm side is weak thats why 4 stars .-Happy with this shirt. 😊

",4.0 out of 5 stars
349,"

  perfect fitting

",5.0 out of 5 stars
350,"

  T-shirt's height is not long as I accepted. But good t-shirt heights is not short

",4.0 out of 5 stars
351,"

  Nice

",4.0 out of 5 stars
352,"

  Short in length. Stiching quality was not upto the mark

",3.0 out of 5 stars
353,"

  I usually order size M but I ordered size l which fits perfectly. The material of the cloth is good .Satisfied with the product.

",5.0 out of 5 stars
354,"

  It's super cool i loved it it's was as awesome as I've expected I'm super happy thanks amazon and seller!

",5.0 out of 5 stars
355,"

  Ya i mean the quality that comes in this price is really great. Also design n fitting are perfect..

",5.0 out of 5 stars
356,"

  So so

",3.0 out of 5 stars
357,"

  Nice but cloth is not cool

",4.0 out of 5 stars
358,"

  The color of sleeves and collar spreads to all over rest of the white, spoiling the whole shirt.

",3.0 out of 5 stars
359,,5.0 out of 5 stars
360,"

  Such a nice product

",5.0 out of 5 stars
361,"

  As per the price, the product is good but order one size up.

",4.0 out of 5 stars
362,"

  I liked the quality of the product and it looks very stylish.

",5.0 out of 5 stars
363,"

  Unique design, Very soft t shirt & fitting is proper as per mentioned size.

",4.0 out of 5 stars
364,"

  Very help ful thanks Amazon.....💕

",5.0 out of 5 stars
365,"

  Perfect fitCool designFabric is comfortableColour finish is nice

",5.0 out of 5 stars
366,"

  You can buy it, this t shirt is in trending also...

",5.0 out of 5 stars
367,"

  Very bad

",1.0 out of 5 stars
368,"

  Best tshirt ...This is very comfortable. Cloth is also good according to price money.

",5.0 out of 5 stars
