,reviews,starRating
26,"

  I've been using these for a while now and recommended to my friends as well. They liked it and wanted me to order and I did the same.This is not a common thing that Sparx is mimicking Adidas Rockstar shoes because they just tried that and although they succeeded a little bit but failed at quality standards. And I'm not saying negative about these shoes because these are so much comfortable and trendy as well but what Sparx can't afford is the quality standards and the feel what the original brand(Adidas) provided with their shoes.Sparx on the other hand provided a very comfortable and fitting shoes. Quality is exceeded my expectations. Materials used are good enough for a longer life. Do give a try if price is a concern because these won't fail to surprise you.

",4.0 out of 5 stars
27,"

  Product:- Shoes are amazing but the size is literally somewhat larger than normal shoes and the quality of the material should be more improve. Rating 4/5 for qualityFitting:- Size is literally larger than normal shoes, i have ordered 8 number but and i received 8 but its like 9. So think before you the size of the shoes I'll be somewhat larger then you expected. Rating 3.5/5 for Fitting.Delivery:- it was showing 28th Feb but delivery on 21st Feb, I'm happy.Rating 5/5 for delivery.Overall Rating 4.5/5

",5.0 out of 5 stars
28,"

  First of all , i would like to say it is a great  shoes. i want to highlight some pros and cons of the shoes.Pros :-# Strong sole of the shoes.# Elegant Apperance.# Comfort .# Ajdustable Feature.# Worth Buying ..!Cons :-#Since it is white in colour ,so you have to take care of the shoes very properly.# I got the wrong lace up of the shoes ,which i have to correct it.Overall it is great shoes to buy . i want to rate it 4/5.  i hope this review will help in buying the shoes.

",4.0 out of 5 stars
29,"

  Quality of shoes is ""fine"" not great, not bad. The upper front part of shoes gets deformed even if slight foot movement so I guess that's the part which is going to ruin the shoes first. There is some colored patch on side of one shoe which is completely disgusting. So I'm not that satisfied with this delivery and product quality. It's better if you buy those same shoes from actual market. The overall packaging was worst! They gave me completely scrambled box.. the sparx bag inside was looking like either used or nearly 4-5 years old! So overall WORST!

",1.0 out of 5 stars
30,"

  Again i have got a used pair and itz not a sparx its some local brands which looks same but it's not...

",1.0 out of 5 stars
31,"

  Sparx is a well known brand and is quite reliable if you ask me. I've used Sparx products in the past and was never disappointed with the quality. First of all the price is very reasonable, you won't find anything better in this price range. Secondly, its totally value for money & is a very high quality product. The shoes are light in weight, fits perfectly & provides comfort to the feet. They are good for outdoor activities and you can also wear them casually, they do enhance the overall look of your outfit. The shoes seem strong & durable, if you are going white ones then you'll have to take some extra care to make sure they remain white & shining at all times. I'm happy with my purchase & will definitely recommend it.I bought White in size 10.

",5.0 out of 5 stars
32,"

  Really nice quality product.Not giving full 5 stars as the shoes is larger then expected. My size is UK 9, shoe size is UK 9. Still the shoe is larger and this not so comfortable to wear.Please buy one size smaller, the shoes is nice just need to take care of size.

",3.0 out of 5 stars
33,"

  Its very nice & fashionable sneakers in affordable price & you believe blaindly on Quality bcos of trustworthy company sparkx

",5.0 out of 5 stars
34,"

  The shoes are a counterfeit and not genuine sparx product.The tongue of the shoe does not bare a sparx logo and the other logos on the shoe get wiped off too.Also there are irregularities in the stitching of the shoe at the front portion.A genuine product is expected when you pay for it.Please check if the product is genuine before buying it.

",1.0 out of 5 stars
35,"

  Very good and elegant looking sneakers, really has a cool street vibe about it. Fits well, and the sole is really comfortable. It may feel a bit heavy on your toes at first, but overall really impressed with the product. Goes well with casual as well as sports wear.This is what I call value for money. Sparx is a really good brand, and I'm surprised how they're not more of a common household name. Do yourself a favour and save your money by going for this instead of that Nike sneaker you're thinking of buying.

",5.0 out of 5 stars
36,"

  Pros:First of all the fasttest delivery i got till now in nearly 15 to 20 hours.The product is so good and stylish.It fits me so well.Nothing damaged got the exact product.Cons:The shoe box torn.Shoe looks a bit bigger than you actual size but it'll fit you well.Overall my first ever white sneaker and i got a great deal in low price.Must try

",5.0 out of 5 stars
37,"

  These are my favorite Fit shoes yet! I wear a size 8 shoe and they fit perfectly.I am absolutely in love with them, and have had so many people asking me about them and commenting on them. They are perfect for my weight training and crossfit routine --My last favorite shoes were my Nike MetCons, and these are now my shoes of choice for exercising. The fit was totally perfect and the support is also just as perfect. Thank you so much!

",5.0 out of 5 stars
38,"

  First of all im really happy with amazon service, the way they packed it delivered it with box at given time.The product is quite impressive when you wear it with proper outfit , you should know when to wear the black sneakers n when to wear white according to your overall outfit.The product is little more in size, so I would suggest if you use 10 size for your sport shoe go for 9 number size.4/5. Thanks amazon again.

",4.0 out of 5 stars
39,"

  Product is very good. Buy a size next to yours.In the size chart given on the buying options, they given as 27cm for 7uk size, I measured my foot size and it is 27cm so I ordered 7uk but in the delivered box the size 7uk mentioned as 25cm there is a difference in the measurement given in the Amazon's chart size and original delivery size. Hence it is better to order the next size to yours.Also why it is better to buy the next size is, the front part is little smaller in the show it may give discomforts.So if your size is 7 then order 8 it will be better.

",5.0 out of 5 stars
40,"

  I ordered size no. 8 in my firstly , and it was too large . And replace with size no.7 ,  delivery was  within 1  day after requesting for replacement . I think there's no better return /replacement facility better than Amazon , I'm really surprised .  I haven't tried the shoes yet but the looks is great , feels smooth and premium for this price range at RS 585 . I gave 5 Star

",5.0 out of 5 stars
41,"

  What a superb product from Sparx, just loved the build quality, Comfort, inside cushioning, fabulous design which Feels and looks premium and the best thing about this shoes is that it gives a good confidence while walking on rocky stones, rough and wet surfaces, I did a small adventure on Rocky mountains and I never felt nervous.You can definitely go for this, at this price range it is one of the best you'll get and I'm using Sparx from many years it's all products are very good material.

",5.0 out of 5 stars
42,"

  I purchased this after reading lots of reviews..But after using it i can say it's a best branded product in this price range.* fast delivery ⏩* well packaged 📦* looks very good 😄* fitting is goodIf your foot size is 9 then go for 8 for best fitting.

",5.0 out of 5 stars
43,"

  So i have seen and tried on the adidas superstar of which these are a dupe. and they feel more or less the same and look almost the same except that they have less of the black stripes.....and logo ofc(du-uhh)i am a 6/7 and learning from d reviews, I ORDERED 6, and it fit perfectly, or say there was room in front of my toes too.

",5.0 out of 5 stars
44,"

  got this osom shoe for just 529, where as this shoe costing 750 at a showroom near me.weight is a bit more but looks are great, material of the shoe upper is good enough, sole is made of rubber which may last for a year.i must say, in this cheap pricing it is a value for money deal.overall i'm very much satisfied with the shoe.shoe laces are not upto the mark, but you can easily buy another good quality laces under 30-40 rs.well, with this price range you cant expect more than this shoe deliver.at last, salute to delivery man for following up all the important delivery instructions.

",4.0 out of 5 stars
45,"

  If you are looking for casual sneakers to wear every day, then this is a good fit for you.The size was exactly matching with mine and fit as expected.The material is excellent and very lightweight.Would recommend anyone who is looking for normal white sneakers to wear on every jeans :D

",4.0 out of 5 stars
46,"

  Really very dispointedI got these pair of shoes today and to my surprise I got a pair which was used.This one is a used product and it was so dirty.Its clearly visible that it has been used by some one before reaching to me. Very dispointed.Forget about reviewing how the product is. I felt like not even touching these shoes as they were so dirty.Really very very dispointed.

",1.0 out of 5 stars
47,"

  Good product at 591. The only issue which is partly due to my leg size and partly because of shoe design. My size is 8 but this shoe is designed for long legs, and I have little bit small legals, you may say.I have ordered other Sparx shoe which really fits fine on me but a bit tight for my brother elder. So, finally this shoe fits a bit loose on ankle for people with small legs.But I can manage and I didnt return it as I am I love in with these shoes. Must buy.

",5.0 out of 5 stars
48,"

  I bought it for 529rs on Diwali offer.This is my second purchase of the same shoe .I already had a white one, and this time, I purchased black.The looks are fine,It can be used for normal occasions, like travel to office, school, colleges, photoshoot etc..Not good for running/trekking..Lasts longer .buy a size smaller . My usual size is 10 ,  last time I purchased size 10,. But it was little loose, so, this time ordered size 9 and it was perfectly fitting.Pro tip : buy one size smaller for Sparx, and one size larger for bata.. 😉

",5.0 out of 5 stars
49,"

  Bought for Rs 510. Overall the product quality is satisfactory. The only problem is with the product's front part which tends to create a crease while walking and it might cause the product to deteriorate faster than most of the branded products. using a shoe tree would increase the shelf life of the product.At this price, I would say this is a steal deal. definitely go for it.

",4.0 out of 5 stars
50,"

  The shoes are really good. Packing and the delivery of the shoes are on time. They really look great and feel comfortable for a short time but when it comes to wear if for a whole day the real problem starts (not exactly a problem) as the shoes are snug and are not breathable which causes sweat in ur foot if you where for a long time. That's it rest the product is just amazing and great deal for this process range.

",4.0 out of 5 stars
51,"

  A good spare pair of shoes at this price can't go wrong just have toh wash them really often idk what happens but it's like dust just is attracted by the shoe as it is white it may sound weird for me saying it but they aren't in this way like any other white shoes they get way way dirtier way sooner other than that what could you ask for at this price.

",3.0 out of 5 stars
52,"

  gives really a premium look and you can trust the spark brand fit nice to me 9no.I love the grip of shoes and Most important hardly any difference in the look of  Adidas superstar and this one.Overall wroth of 630 -800rs  you won't regret it.

",4.0 out of 5 stars
53,"

  Well packed.. superb quality...  Fits perfectly. My size is 10.5 well 10 is perfect...  Amazing delivery as I ordered today at 1AM  and got my product at 10AM...

",5.0 out of 5 stars
54,"

  Can be used to pair with any casual wear.One drawback - dirt sticks to it very soon - used it for a couple of weeks and I can see a slight discoloration due to the dirt.It's washable and care needs to be taken while doing the same as the inner sole can get soggy and unusable.

",4.0 out of 5 stars
55,"

  Great looking pair of shoes and a steal for Rs. 540.  However the fit is slightly larger than normal and the front flap under the laces is a little unyielding and might cause discomfort at the front ankle. Good for walking, haven't tried working out in these or other activites that might subject them to stress.

",4.0 out of 5 stars
56,"

  They are sending defective product.. as the time i purchased it just check the size and put it back in box.. but after a month the time wore it.. its right shoes is not comfortable plus... i saw it is not properly stitched.. i think they are sending defective product as they are providing it low cost

",1.0 out of 5 stars
57,"

  Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,Love it,

",3.0 out of 5 stars
58,"

  Very heavyweight shoes. Both my feet started paining after a use of about 30 minutes casual walk. Still i continued to wear it for a week, hoping the pain would go away. But it did not. Then I applied coconut oil inside the shoes, and finally the pain subsided. Now after a month's use, my toes sometimes pain. But not always. So I feel feel one should avoid buying these shoes even though the price is really tempting.

",2.0 out of 5 stars
59,"

  It is not suitable for daily use, it will be kept as subsidiary shoes in colour wises , If you buy this shoes for daily uses , I will be say you will be go for other products from sprax or other brands. This shoes is more value for money this price range.1.packing is very good2.delivery is goodNote:- tips - actually my foot size 6 (24.5cm ) I bought the size is 7 . Fortunately it is right seclction for me .

",4.0 out of 5 stars
60,"




                    The media could not be loaded.
                




   Perfect fit as required. People go for big brands like Adidas Nike Puma and spend thousands (even I am one of those people) but this time I tried for a product from Sparx. Fits so so well absolutely as expected, more than value for money. Looks absolutely beautiful. Just loved it.

",5.0 out of 5 stars
61,"

  I was astounded with the number of positive reviews for this pair of shoes. For someone who is a big fan of original Adidas shoes,this is a big big let down. I don't know why I ordered these in first place,maybe I had a stroke or something or I was sleep shopping. Not worth it! Good thing is that the shoes are returnable. I am happy with the hassle free return of Amazon.

",1.0 out of 5 stars
62,"

  Likes:1) Perfect Fit.2) Good packaging.3) Sturdy.4) It has an elevated sole so that the wearer does not get flat foot.5) Eye Catching.Dislikes:1) The Sewing is uneven at some places.2) Low quality laces.3) Can't run wearing these, else you'll damage the shoes or crease then badly.5) Needs frequent cleaning (I have the white model).6) Anaerobic! Feets get sweaty and it gets very hot inside the shoe. Absolutely unsuitable to be worn without socks.Overall: Great product. Value for money.

",4.0 out of 5 stars
63,"




                    The media could not be loaded.
                




   Heavy too much uncomfortable for me I feel pain and tired could not walk downward slopes hilly road, slips inside and toes/fingers touch front cause too much pain however quality is not bad but technically  very poor, lying in corner

",1.0 out of 5 stars
64,"

  Product is nice but received defective in shoe lace side,all seller not taking caution during Sales period,this is very bad ,but unfortunally i wear this ,because i know of logistic cost ,so i wear.Thanks Amazon

",5.0 out of 5 stars
65,"

  First of all... Just based on brand name product can not be successful.... I bought these shoes about 20 day ago.... I m very disappointed tht sole sinked down inside the shoes..... and inner bottom exposed with grid pattern..... I can not recommend to anyone.... Seller should look into this matter

",1.0 out of 5 stars
66,"

  I liked this product bcoz of the comfort factor. It looks simple you can use this for casual as well as for party also. But when i received this product it was not properly packed.one the shoe box was given to me their was no covering on shoe box. It is more than worth for money.

",4.0 out of 5 stars
67,"

  Bad sticker quality metrial is good but u can't clear with a cloth need wash shoes in every 3 days so can't handle the shoes want to return and refund as possible ass soon Amazon I have received the shoes in very dirty and ugly condition I have all ready post all photos of the shoes at this Amazon app ...

",3.0 out of 5 stars
68,"

  After using long time this shoe its gets dirty too easy little difficult to clean it, its come somewhat large size of your expecting size that feel not so comfort, other wise product quality good, packing good but i personlly facing these problem this shoes

",3.0 out of 5 stars
69,"

  ok so the thing i like this Sparks Sneakers because of his saprk. though i can't enough say about his quality just because i didn't use it yet! but i can say it's good as per i expect. and thnaks Amazon India for the packaging it was very good. so in this price segment this is a very good deal to pick it up. i checked once to wearing it but it's enough i guess so i hope it will be very comfortable to use. Thanks, T. C

",5.0 out of 5 stars
70,"

  Ordered these sparx sneakers for office purpose. Size is perfect for me. Design is very sleek and cool. One can wear it in office as well as casually. Can be wore with denim, jeans or trousers also. Loved the product and its quality.

",5.0 out of 5 stars
71,"

  I got it at 529/- honestly its a great pair of shoes as per price.Not  suitable for workout, gym or heavy physical activity but yes good for normal walking, party occasions.upper material is soft,colour looks nice,sole is not hard as we get in some other brands in this price range.This is all when i just brought it. Lets see what happens after few days of usage.

",4.0 out of 5 stars
72,"

  Worth every penny, the moment you open the Amazon wrapper you would be amazed. Never found such a wonderful packaging. The shoes are really worth for the price you pay. I literally found it most reasonable price.Thank you amazon and Sparx , both of you Rock.

",5.0 out of 5 stars
73,"

  Just go for it!  These shoes are comfortable and light. The quality is brilliant and the fit is right into the feet Don’t think, buy now. Thank you Amazon for one day delivery.

",5.0 out of 5 stars
74,"

  Seller sells the duplicate products openly as a original product. you can see that Left shoe Sticker of Sparx is gone. if it was original product then even if shoes torn the logo remains. important worrying thing is Amazon Support as well as Escalation team doesn't care about Customers once the product is sold. even after emailing to grievance officer no use.

",1.0 out of 5 stars
75,"

  You could mention ""comfort"", ""light weight"", ""value for money"" and ""fit very good product at resonable price at this price the material amd durability of the product is very high im totally satisfied ima using last 6 month currently shoes is very good condition

",5.0 out of 5 stars
76,"

  The quality of the shoes are quite premium. The best part is that it doesn't look like 800 rupees on 900 rupees to rather its looks and feels like 2000 rupees shoes.

",5.0 out of 5 stars
77,"

  This such a great shoe at affordable price. Really like it but size seems a bit bigger than expected thats the only flaw i could find but yes it absolutely worth buying it✌.  Its quality is good as new but dont know how long it can last but yes it exactly as disposed in picture. Heartily appreciated❣️

",4.0 out of 5 stars
78,"

  Good product at this price range 🔥🔥🔥Comfort and less weight...the size of your foot is 8 and you need to choose 7 of this product...it is helpful to youI used once and while cleaning the above sparky mark is vanished so it is horrible🙁No other issue...

",4.0 out of 5 stars
79,"

  Hello, I purchased it for my younger sis and she's in love with these shoes. They are somewhat smaller towards the fingers but not suffocating.stylish looks, comfy fitting !! Rs. 591 in a deal so great for the brand !!

",4.0 out of 5 stars
80,"

  Not that comfortable to wear in first attempt but might get better with time, quality wise it's okay not too good not too bad, slightly hard and heavy at the same time, the fit is bit tight at the start.. Finishing is not that put to the mark but yeah it's durable and strong, quite satisfied with the purchase.

",3.0 out of 5 stars
81,"

  Good Product for casual use.White colour variant gets dirty very quickly which is only the cons.Otherwise looking at its design & brand, you should buy it by closing eyes.Packaging of the product was good but the box of Sparx was broken which disappointed while opening the package.Also I didn't get the Receipt of the product in the package...

",5.0 out of 5 stars
82,"

  this shoe is best for school life guys but if you wear 9 no. shoes you buy this shoe for 8 no. bcz it is bit larger than normal. and main point is if you buy this shoes in white color then bro! care is more important bcz too much dirt in white. and the last advise is you always wear this white shoes to black pants or black jeans dont match up with any color except black

",5.0 out of 5 stars
83,"

  I selected Size 7. The Shoe is also marked as size 7 but it didn't fit my foot. The size was smaller than standard size.Unable to use the Shoes.

",2.0 out of 5 stars
84,"

  Its fitting and comfort is gud.  After read all reviews i order one size smaller then my actual.  And guess what,  it fit perfect. Even litle loose.  If u are thinking for purchasing.  Dont think purchase it.  Its awesome.  I love the packing its branded,showroom packing.  Thank u.  Hope my coment help u.  Bye

",4.0 out of 5 stars
85,"

  Real value for money if u buy it for 700 or below

",3.0 out of 5 stars
86,"

  The shoes are definitely a little heavy because if the sole.The material looks soft. I hope it's sturdy enough.Overall the shoes are comfortable.I paid 480 due to cashback offer and it's a good price tbh

",4.0 out of 5 stars
87,"

  This is a great shoe at 600rs price point. It is not premium looking by any means but this does the job. There's a rubber like material in the middle where it bends while walking, that is a nice thing. Cushions inside are decent enough. Although I won't recommend these to wear all day b'coz it's not breathable; no breathable holes like Adidas superstars. Can't compare to adidas superstar and can't complain that with 1/10th of the price.

",5.0 out of 5 stars
88,"

  There is no doubt about the quality of shoe as it was exceptionally well when it comes to material quality, design, looks and fit. I got it in an offer and I'm really satisfied. Highly recommend for the people who are looking for a white coloured shoe in a decent price range.I think packaging could've been better while delivering because i literally got it delivered with the sparx shoe box which got tapped from all the corners.

",4.0 out of 5 stars
89,"

  First of all , i would like to say to all who is Willing to buy this particular product of Spark,  its my personal experience which i am sharing with you. After its all your choice. I purchase this product on 10june after 5days as expected i got my product. When i open the shoes where i found MRP 650 INR , means i get hardly 50 buges discount . Its also ok . I where that shoes for 2times after i know its not a real bcoz the logo sticker is getting dull day by day . Its a duplicate copy. So please think once its not a original .

",2.0 out of 5 stars
90,"

  Really Awesome shoes loved it. Comfortable light wait easy to wear and value for money is 100%. Best shoes same like Adidas superstars which price is 4599. And its price is only 599. Really loved it. Go for it guys you will never regret.

",5.0 out of 5 stars
91,"

  BEST PREMIUM AND CHEAP SHOE'S.  Don't think and buy from amazon. I'm Plus member in Flipkart & PRIME member in Amazon and I highly recommend Amazon as compared to Flipkart because of fast delivery and easy refund.

",5.0 out of 5 stars
92,"

  Looks nice as shown in pictures. You can buy same from market in less price than Amazon quoted.Due to size issue i returned the same.Order same size which you wear.

",5.0 out of 5 stars
93,"

  One star deducted due to Amazon's service as i ordered white sneakers and i got black coloured sneakers,this is the second time from Amazon that i got wrong product... so i returned it and after that ordered from paytm.Shoe quality is very good.... Inner material is very comfortable... A little bit heavy but You can wear it all day.One suggestion if your size is 9 according to size chart buy size 8(one size smaller)...

",4.0 out of 5 stars
94,"

  Very very good product...........must go for it.......... I have been using from 1year and after washing it looks like New ones 😍.............................so go for it.......

",5.0 out of 5 stars
95,"

  It is Awesome ShoesPros:-1)Lightweight2)Stylish3)Fit for the size4)Good Quality 👌Cons:-1)Feels Like Looks Better For Tall People2)Isn't Really Flexible

",4.0 out of 5 stars
96,"

  All very nice. Fitting, looks. But i don't like packaging. There is no plastic protection on Shoes. Like Flipkart giving us. No wrapping on sparx box. Only giving box with amazon plastic protection. Shoes is nice but. I love it

",4.0 out of 5 stars
97,"

  The price of shoes is ₹594 but the effective price is ₹166 as ₹428 cashback added instantly in my Amazon Pay Balance.The Packing was really amazing...Quality is supreme...Shape & size are perfectly fit...Overall who say no to #SPARX at 166!

",5.0 out of 5 stars
98,"

  First  i am not very much comfortable with shoe size, i usually wears 8 but for this shoe is too big for my foot, so go for one number less..!!design wise good , but the sparx logo is disappeared also the laces become too dirty when expose to outer air.. but in 500, didn't expect muchfor me its a ok ok product

",3.0 out of 5 stars
99,"

  The product is good but I think it does not like the real sparx shoes but maybe it is real , the packaging look like real but the quality of shoes doesn't look like as that at up to the mark  and also the shoes is very heavy

",4.0 out of 5 stars
100,"

  I basically bought this pair for dance moves considering it's description. The shoes are too heavy and too much friction to move the feet across the floor.

",2.0 out of 5 stars
101,"

  I like them a lot but the problem with them is that they smell bad, my no other shoe smell but these smell as I think because of the material used. And also it's fitting is not really good.

",4.0 out of 5 stars
102,"

  For the price point the product quality is far more superior. Before buying this I was really skeptical because it is very affordable but when I got my shoes delivered and I opened I was amazed to see the quality of the product. Amazing job done by sparks and amazon delivered within a day. Keep up the good work guys❤️

",5.0 out of 5 stars
103,"

  It is a good walking shoe. Comfortable and value for money . Do not expect to use it in any sport like badminton or TT.

",4.0 out of 5 stars
