,reviews,starRating
20,"

  Not slim fit by any standards. Poor styling and fit overall

",1.0 out of 5 stars
21,"

  Good fitting

",4.0 out of 5 stars
22,"

  Fitting is quite good also the quality of material and quality of stiching is very good arived before time

",5.0 out of 5 stars
23,"

  Febric is A1 quality must say feels very premium to wear, comfortable fit. Color looks good, And this jeans looks as it is after 1 wash.

",5.0 out of 5 stars
24,"

  The product is if expected quality and value for money. The stitch is also good. Colour is as anticipated. Ruf n Tuf

",5.0 out of 5 stars
25,"

  I liked it..

",5.0 out of 5 stars
26,"

  Nice quality jeans but one thing is to be noticed that it's for slim fit as it says but it's broader at the ankle sides . Hence it's good jeans with good comfort

",4.0 out of 5 stars
27,"

  Good fitting and comfortable

",5.0 out of 5 stars
28,"

  One of the worst jeans sales in Amazon. Don't buy. It's cheating

",1.0 out of 5 stars
29,"

  Mujhe bilkul sahi nahi laga. Picture pe jaisa tha waisa hai nahi real pe. Jeans toh laga nahi jaise cotton ka pant lag raha tha. Aur paise tagh liye

",1.0 out of 5 stars
30,"

  size is not correct.. Very Cheap Quality material and Foul smell from the Jeans.. Cant bare this

",1.0 out of 5 stars
31,"

  Osm quality yaar. Fully osm quality . Worthy deal . I suggest everyone buy this .

",5.0 out of 5 stars
32,"

  The product looks nice, good seam quality and have the right pocket depth. It's a Nice stretchable jeans. Fitting also perfect.

",5.0 out of 5 stars
33,"

  Such a amazing quality jean looks awesome perfect.size.quality is superb fiiting is excellent must try

",5.0 out of 5 stars
34,"

  Very old lot from 2016, ok fabric quality and fitting.

",1.0 out of 5 stars
35,"

  This Ben martin jeans is made up with quality cloth.Perfect stitch and fit.Thanks to Amazon for hassel free packing and delivery.

",5.0 out of 5 stars
36,"

  We received a damaged product, be careful.

",1.0 out of 5 stars
37,"

  Very good quality

",5.0 out of 5 stars
38,"

  Good quality fabric and the fitting was perfect.

",5.0 out of 5 stars
39,"




                    The media could not be loaded.
                




   I always prefer Ben Martin but this time i got jeans with some defect.

",3.0 out of 5 stars
40,"

  quality is very poor...color gets faded after wash...so dont buy the product

",1.0 out of 5 stars
41,"

  I am satisfied after buying this jeans.This product is very good quality. Size, color, fitting is well

",5.0 out of 5 stars
42,"

  Ita not a slim fit, but a skinny fit jeans. Quality of clouth is also poor.

",2.0 out of 5 stars
43,"

  Nice Jeans..

",4.0 out of 5 stars
44,"

  Fitting is as per std...but material quality is very poor

",2.0 out of 5 stars
45,"

  Very comfort and I felt value for money is ok

",5.0 out of 5 stars
46,"

  Great quantity fabricsSharpSize was perfect as mentionedComfortable in wearing

",5.0 out of 5 stars
47,"

  Jeans fabric quality very bad and colour not good, I think color may be fade.

",1.0 out of 5 stars
48,"

  Not a single drop of colour fades away and it's comfortable... Iam satisfied

",4.0 out of 5 stars
49,"

  Quality is super

",5.0 out of 5 stars
50,"

  Jeans fits well to waiste and material of the jeans is average. The material of the jeans must improve. The cloth is very thick and after number of washes it became very rough.

",5.0 out of 5 stars
51,"

  Good, length is small. Amazon return policy not good compare to Flipkat. Material is good but price compare flipkart is high

",4.0 out of 5 stars
52,"

  Please go for some pant at higher rate.. these less rates pant dont even serve the purpose.. u look like a labourer in this pant

",2.0 out of 5 stars
53,"

  Purchased it after searching a lot of options. The quality of jeans is no doubt, outstanding. Properly fit according to size as expected. Length is also appropriate that makes to more recommend to everybody. Just go for it. You Will never disappoint.

",5.0 out of 5 stars
54,"

  Fits perfectly. Never experienced such good fitting with online purchase. Fabric too is good. Thanks for such a nice experience.

",5.0 out of 5 stars
55,"

  Got this new jeans from Amazon. I was looking for comfort and great fit. This pant is both! Great quality product for really reasonable price. Definitely recommend buying this

",5.0 out of 5 stars
56,"

  Very good quality jeans. Fitting is perfect. Appearance and look is fantastic. Colour is lovely. Fabric quality is nice. Go for it you will never disappointed.

",5.0 out of 5 stars
57,"

  This jean is superb prefect fit very much comfortable size got perfect fit quality of jean is amazing looks so awesome colour is also nice

",5.0 out of 5 stars
58,"

  Jeans is very comfortable, and fabric is also very good and stretchable.Overall nice jeans

",5.0 out of 5 stars
59,"

  This jeans fit is amazing and quality too the material of jeans is so soft and upto the mark plus the wash is also very good

",5.0 out of 5 stars
60,"

  This jeans fits really well, it is really affordable. The colour is also the same as picture.

",5.0 out of 5 stars
61,"

  Quality is excellent. Very smooth and soft. very comfortable.value for money.

",5.0 out of 5 stars
62,"

  Nice qualityThe colour is very goodWorth the price

",5.0 out of 5 stars
63,"

  This Jeans is Exactly same as described.Looking very smart. Slim fit as described.The Clearly black colour is looking perfect. I already have washed it and no problem of Colour fading.

",5.0 out of 5 stars
64,"

  I got this jeans that I ordered recently and I must say I am pleasantly surprised with the quality at this price. Fits just right. Looks good. I can wear it with casual t-shirts and shirts. The color and size is just perfect. Value for money. At this price, it's a steal deal.

",5.0 out of 5 stars
65,"

  Comfortable to wear lite weight jeans in strechtable type. Easy to wash and good colour combination. Select correct size for buying. Satisfied purchase.

",5.0 out of 5 stars
66,"

  Very Good Quality Product

",5.0 out of 5 stars
67,"

  I have recently it today only. However I must say that this was the first time I ordered jeans only because most of the time I face fitting issues, as I am not a muscular guy but this jeans fitted very well on thigh, waist and on ankle.... I am happy with this product. In fact I order two colours different colours from  options and both of them perfect fitting length of both jeans, different but that can be  adjusted

",5.0 out of 5 stars
68,"

  I have buyed this product nd the material of this product is very good and comfortable ane the product is very good must recommended product

",5.0 out of 5 stars
69,"

  Ben Martin Men's Slim Fit Jeans is really worth of money.it's fitting and colour are very good that i was expected when I ordered it.it's stuff is really great 👍. after wash it's colour is not fed and it's stuff is not sink . really valuable and good product.

",5.0 out of 5 stars
70,"

  The fabric is very good quality. Nice stitch. Perfect fit and stretchable. Sold as described. Color and pattern is very accurately matched. Comfortable and easy to wear. Length and size are same as mentioned on site. Worth buying.

",5.0 out of 5 stars
71,"

  Liked this jeans very much as it has good quality of cloth used. Color looks nice and also fitting is very accurate as per the size. Value for money product is this.

",5.0 out of 5 stars
72,"

  I brought this product recently and was really surprised by the quality and fit of the jeans. the material is stretchable and fits well. the color is also solid and doesn't fade with washing. overall a budget-friendly deal with good fabric quality.

",5.0 out of 5 stars
73,"

  seems to be original , its of Original Levis ,  try with  seller, Everything is Good checked and Verified

",4.0 out of 5 stars
74,"

  I liked this very kuch. Earlier I ordered size 32 as per my measurements. But in fact u should buy one size lower from Levi's Jeans. I hv always observed this. Cloth quality is great.

",5.0 out of 5 stars
75,"

  In the size chart given below it showed the inseam length as 34 inch bit the delivered product inseam measured on 32 inches. The given information is very misleading..Pls check twice..Not satisfied..

",1.0 out of 5 stars
76,"

  The actual colour is faded. Not as per the image shown here.

",1.0 out of 5 stars
77,"

  Usual Levi's design and quality. Got it for 1050 Rs. It's ok for the price. Color was as shown in the product description.

",4.0 out of 5 stars
78,"

  I had to return two units after trying despite knowing my correct size.

",1.0 out of 5 stars
79,"

  Its 512... Fits exactly the way it should be.. Colour and cloth quality is very good.. Buy blindly

",5.0 out of 5 stars
80,"

  It's as expected from Levi's ,👍

",4.0 out of 5 stars
81,,5.0 out of 5 stars
82,"

  Fit and Hit yet again Amazon service and Levi's had delivered excellent product. Fabric is good quality and size fits best. Just order a size smaller as International size is different from Indian standard.Do go for Levi's on Amazon.

",4.0 out of 5 stars
83,"

  seems to be original , its of Original Levis ,  try with  seller, Everything is Good checked and Verified

",4.0 out of 5 stars
84,"

  I liked this very kuch. Earlier I ordered size 32 as per my measurements. But in fact u should buy one size lower from Levi's Jeans. I hv always observed this. Cloth quality is great.

",5.0 out of 5 stars
85,"

  In the size chart given below it showed the inseam length as 34 inch bit the delivered product inseam measured on 32 inches. The given information is very misleading..Pls check twice..Not satisfied..

",1.0 out of 5 stars
86,"

  The actual colour is faded. Not as per the image shown here.

",1.0 out of 5 stars
87,"

  Usual Levi's design and quality. Got it for 1050 Rs. It's ok for the price. Color was as shown in the product description.

",4.0 out of 5 stars
88,"

  I had to return two units after trying despite knowing my correct size.

",1.0 out of 5 stars
89,"

  Its 512... Fits exactly the way it should be.. Colour and cloth quality is very good.. Buy blindly

",5.0 out of 5 stars
90,"

  It's as expected from Levi's ,👍

",4.0 out of 5 stars
91,,5.0 out of 5 stars
92,"

  Fit and Hit yet again Amazon service and Levi's had delivered excellent product. Fabric is good quality and size fits best. Just order a size smaller as International size is different from Indian standard.Do go for Levi's on Amazon.

",4.0 out of 5 stars
93,"

  Soft to wear, outdated fabric but anyways levis keep using this fabric maybe coz of comfort it gives

",5.0 out of 5 stars
94,"

  I have ordered 38 size, Jeans was packed in a good packaging. Same color as mentioned in the product detail. Fitting was awesome 😎

",5.0 out of 5 stars
95,"

  Thanks Amazon, no doubt Levi's is super brand, the deal is awesome.

",5.0 out of 5 stars
96,"

  It look like same . Quality is  good. I like it thanks to Couldtail India limited.

",5.0 out of 5 stars
97,"

  Syperb product i loved it.

",5.0 out of 5 stars
98,"

  Just a common jean woth levis branding. Good levis jeans have a soft and thick cotton fabric. This jean unfortunately looks lile just another jean.

",2.0 out of 5 stars
99,"

  Seems to be a good one.  intended to give it as gift.

",5.0 out of 5 stars
100,"

  Value of Money 💰Recommended to purchase to Online shoppers.

",5.0 out of 5 stars
101,"




                    The media could not be loaded.
                




   Quality poor waste of money pick not arrange after 3 or 4 days

",1.0 out of 5 stars
102,"

  I don't know about but for me I think my thighs are little tight

",4.0 out of 5 stars
103,"

  Fits perfect, color and pattern is similar to the original image. But the material is rough to the skin and the smell of the product is abnoxious just like the wet cloth.

",4.0 out of 5 stars
104,"

  i ordered 30 size but itstoo loose to me like 32or34and quality also bad its not like jeans febric and its price should be 450 or 500 not more thn tht

",1.0 out of 5 stars
105,"

  Order a size bigger,  fabric and pattern was not same as shown in the image... average experience, returned it.

",2.0 out of 5 stars
106,"

  Just a bit tight on thighs and waist. Order a size above ur actual size and such a good quality jeans. I'm literally in love with itGo for it without any doubt

",5.0 out of 5 stars
107,"

  The jeans is not flared at all and the shape looks weird... The material is quite rough... The waise size and the length were alright..

",2.0 out of 5 stars
108,"

  Bought size 28 but I think I got size 30. It was loose but I could wear it with a belt. The label said 28 but😔

",4.0 out of 5 stars
109,"

  The product is good and affordable .

",4.0 out of 5 stars
110,"

  Very good

",4.0 out of 5 stars
111,"

  It's good. Fitting ia not that great.

",4.0 out of 5 stars
112,"

  Colour is not dark black.. But its kind of dull black.. Fit is amazing..material Finishing is not that good

",4.0 out of 5 stars
113,"

  To good material wise

",5.0 out of 5 stars
114,"

  Product is comfortable and trendy

",4.0 out of 5 stars
115,"

  I love my pants to be lightweight and this is exactly what I wanted. Definitely worth the price

",4.0 out of 5 stars
116,"

  Order one size bigger than your usual size.. otherwise product is good

",4.0 out of 5 stars
117,"

  Really soft fit is great color is not same as the photo but quality is good

",5.0 out of 5 stars
118,"

  Jeans is worth price but I hate how this take an ages to deliver it was too late.

",2.0 out of 5 stars
119,"

  Not at all. I wanted black Jean but they send mi another one. It was totally different. .

",2.0 out of 5 stars
120,"

  Medium quality

",3.0 out of 5 stars
121,"

  The quality of product is not too good. The fitting and design is not in a well shaped.

",3.0 out of 5 stars
122,"

  Little bit tight on the waist and thigh area. Try one size larger. Quality is good.

",3.0 out of 5 stars
123,"

  I'm in love with this pant it's comfortable

",5.0 out of 5 stars
124,"

  Worth for money..👍go for it

",4.0 out of 5 stars
125,"

  Comfortable 😋 thanks amazon

",5.0 out of 5 stars
126,"

  Awsome high waisted jeans. Same as picture.

",5.0 out of 5 stars
127,"

  Fabric is so light and comfertable

",5.0 out of 5 stars
128,"

  Sasta tikau aur acha !!

",4.0 out of 5 stars
129,"

  Such a bad product

",1.0 out of 5 stars
130,"

  Perfect fit

",5.0 out of 5 stars
131,"

  Everything's cool

",5.0 out of 5 stars
132,"

  Loose.

",4.0 out of 5 stars
133,"

  Not good different from photos

",1.0 out of 5 stars
134,"

  Good

",4.0 out of 5 stars
135,"

  Very bad quality.do not purchase

",1.0 out of 5 stars
136,"

  i received only 1 pant instead of 3 pants so i returned my product

",4.0 out of 5 stars
137,"

  Too loose for my.kids even the stich quality is not good

",3.0 out of 5 stars
138,"




                    The media could not be loaded.
                




   Its not fresh product, used dirty unwashed product with dirt.delivered

",1.0 out of 5 stars
139,"

  Cloth quality is mediumStitching quality is WORST and very poorNot recommended at all.Poor product brought from Flipkart and sold on Amazon

",1.0 out of 5 stars
140,"

  Quality is too bad, got 2 with same print and all 3 were different size.

",1.0 out of 5 stars
141,"

  don't buy it is sooooo cheap the material was full cheap pls don't buy it i don't want to give 1 star but I have to give

",1.0 out of 5 stars
142,"

  Quality is good, but its too large for the recommended age group

",1.0 out of 5 stars
143,"

  Received only two

",1.0 out of 5 stars
144,"

  Good

",5.0 out of 5 stars
145,"

  Never expected such a bad quality product on Amazon.Even in Sales also you will not get such a poor quality jeans. Dont buy.... Save 699 ... Just To sell such a poor quality they shown actual price 1699.

",1.0 out of 5 stars
146,"

  Perfect fitting and good quality but the pockets are too small,, half of my phone is coming out from the pocket. Need to improve this thing from the company. And for 600rs around this is best.

",4.0 out of 5 stars
147,"

  Fabric is average but i have never seen such shallow pockets in a denim toruser ever (see pic).Note that even a small cell phone of 5 inch (galaxy s7) is sticking out by almost 1/ 3rds.I pity those people with big phones of 5.5 "" and above.Sad to see something like this from a brand whose denims i've been buying since the time i was a kid.

",2.0 out of 5 stars
148,"

  The quality seems to be fine at the offered price but the pockets are way too small for the mobile or wallet to fit in...

",1.0 out of 5 stars
149,"

  I like the jeans. Its fit as expected just have to alter the length. Not too tight not too loose. Front pockets are small to hold Mobile phones

",5.0 out of 5 stars
150,"

  The Newport jeans quality is very nice and soft matireal clothes. It's multiple choice of colours & size . Pattern types is very good.Newport jeans is properly fit and perfect.Thank you amezon for great deals.

",5.0 out of 5 stars
151,"

  Don't buy, fabric is very bad quality, I returned bcz it has no class, it's cheap quality, if anyone wear this pant then it will give you cheap look

",1.0 out of 5 stars
152,"

  Pros-Fit,comfort,looks good,materialCons-Colour fades. Since I have only washed it once, I don't know how much it's going fade in the future.

",4.0 out of 5 stars
153,"

  The product is really good. I was shocked to find such good pants at this price and it's also stecthy. I like it

",5.0 out of 5 stars
154,"

  Good

",5.0 out of 5 stars
155,"

  Never expected such a bad quality product on Amazon.Even in Sales also you will not get such a poor quality jeans. Dont buy.... Save 699 ... Just To sell such a poor quality they shown actual price 1699.

",1.0 out of 5 stars
156,"

  Perfect fitting and good quality but the pockets are too small,, half of my phone is coming out from the pocket. Need to improve this thing from the company. And for 600rs around this is best.

",4.0 out of 5 stars
157,"

  Fabric is average but i have never seen such shallow pockets in a denim toruser ever (see pic).Note that even a small cell phone of 5 inch (galaxy s7) is sticking out by almost 1/ 3rds.I pity those people with big phones of 5.5 "" and above.Sad to see something like this from a brand whose denims i've been buying since the time i was a kid.

",2.0 out of 5 stars
158,"

  The quality seems to be fine at the offered price but the pockets are way too small for the mobile or wallet to fit in...

",1.0 out of 5 stars
159,"

  I like the jeans. Its fit as expected just have to alter the length. Not too tight not too loose. Front pockets are small to hold Mobile phones

",5.0 out of 5 stars
160,"

  The Newport jeans quality is very nice and soft matireal clothes. It's multiple choice of colours & size . Pattern types is very good.Newport jeans is properly fit and perfect.Thank you amezon for great deals.

",5.0 out of 5 stars
161,"

  Don't buy, fabric is very bad quality, I returned bcz it has no class, it's cheap quality, if anyone wear this pant then it will give you cheap look

",1.0 out of 5 stars
162,"

  Pros-Fit,comfort,looks good,materialCons-Colour fades. Since I have only washed it once, I don't know how much it's going fade in the future.

",4.0 out of 5 stars
163,"

  The product is really good. I was shocked to find such good pants at this price and it's also stecthy. I like it

",5.0 out of 5 stars
164,"

  Very.. Very bad product only we can use before 1st wash when i make my 1st wash. Full colour goes. I already heard about the company so i purchased i am very disappointed only. I can use before wash few days... I am planing to go cunsumer court. Don't buy this.

",1.0 out of 5 stars
165,"

  Even wallet can't fit in properly. Mobile anyway will not fit in

",3.0 out of 5 stars
166,"

  All is good, the product is amazing, stitch is fine, smartly fitting,but i expected brown stitch,but it is yellow... However,zipper is perfectly working,and the main problematic place is,both pocket is too small to carry mobile phone..

",4.0 out of 5 stars
167,"

  Got the old and used one, it's definitely rebranded. Clothes are already v old,Never ever go for it.

",1.0 out of 5 stars
168,"

  Husband loved it.. he says its so fit and length is also perfect so he doesnt need to fold. Checking for same jeans with different color.

",5.0 out of 5 stars
169,"

  Average product,When I open the parcel colour are some different and after order original picture not available for see,Pant length and pocket small ,Size chart confusing...

",1.0 out of 5 stars
170,"

  Well fitted, values for money

",4.0 out of 5 stars
171,"

  Good quality product colour and finishing is very good worth buying.

",5.0 out of 5 stars
172,"

  Buyed the regular fit first time got replaced with the Slim/skinny fit one.Fits as suggested with good cloth quality.

",4.0 out of 5 stars
173,"

  Good quality product.

",4.0 out of 5 stars
174,"

  Product quality average. Price is high if compare with quality.

",3.0 out of 5 stars
175,"

  Good one for the money

",5.0 out of 5 stars
176,"

  Good Quality

",4.0 out of 5 stars
177,"

  Cool Stuff

",5.0 out of 5 stars
178,"

  good

",4.0 out of 5 stars
179,"

  Pocket size is very small  . I cant keep mobile phone in pocket

",3.0 out of 5 stars
180,"

  There is nothing ty be liked.

",2.0 out of 5 stars
181,"

  very bad quality fabricsplease don't waste your money

",1.0 out of 5 stars
182,"

  Good product

",5.0 out of 5 stars
183,"

  Good 👍👍

",4.0 out of 5 stars
184,"

  It's not a right product

",1.0 out of 5 stars
185,,1.0 out of 5 stars
186,"

  Bkwas product 100rs bhi nhi du iske

",1.0 out of 5 stars
187,"

  Very fade color .

",2.0 out of 5 stars
188,,4.0 out of 5 stars
189,"

  very nice

",5.0 out of 5 stars
190,"

  Osl products

",5.0 out of 5 stars
191,"

  Not good

",1.0 out of 5 stars
192,"

  Good fit as per the budget.. at front pocket, it looks low cost as white clothe comes out from there

",3.0 out of 5 stars
193,"

  Perfectly fit jeansNice in quality and comfortable highly recommendShould definitely go with it if you're looking for a good pair of jeans

",5.0 out of 5 stars
194,"

  do not purchase if you are petite (height 5 feet 3 inches or below) it makes your legs look stumpy.

",1.0 out of 5 stars
195,"

  The color, fit and material is awesome, just go for it.

",5.0 out of 5 stars
196,"

  Been looking for a good pair of black jeans. This fits perfectly and did not need alter the length. Rise is just an inch below the belly button. Am very happy with this product!

",5.0 out of 5 stars
197,"

  Don't buy. It's not denim. Its a jeggings... Color fades. N looking so cheap. What a cheap brand

",1.0 out of 5 stars
198,"

  Good fitting. But does not have front pockets.. hence a little inconvenient.

",4.0 out of 5 stars
199,"

  Fittings are ok. Stock too old for sale. Got 2017 stock and colour went off too much after 4-5 wash.  Now it is worst. It's better u see and buy

",1.0 out of 5 stars
