,reviews,starRating
79,"

  First of all it came without price tag & to return the item they are asking for price tag.Secondly, product is defective.  It has a stain in front white side.I want to return it but I don't know they will accept or not without price tag.  It came without price tag.Edited after a wash:It releases colour.So overall look wise it's good but quality is not good.

",2.0 out of 5 stars
80,"

  Nice combination of colours,fits well and looks cool👍

",4.0 out of 5 stars
81,"

  This is a stylish cotton TShirt only and should not be mistaken for a winterwear.Finishing is good. It is a good product at the price.You will definitely look smart once you wear it. I wear 40 regular fit shirt and XL fits me well.

",4.0 out of 5 stars
82,"

  I love this product perfect fitting.

",5.0 out of 5 stars
83,"

  Good product 😍😍😍😍😍😍

",5.0 out of 5 stars
84,"

  fit as I want so cool and Stylish look

",5.0 out of 5 stars
85,"

  Exactly what I expected it to be, nice fit,  pure cotton, smart looking T-shirt. I loved it.

",4.0 out of 5 stars
86,"

  It is an osm t shirt hooded and the fitting is also perfect ....the colors are so beautiful..

",5.0 out of 5 stars
87,"

  cloth has a great quality.  but stitches are not that much good.  And I took the t shirt of large size.  Body size ok.... but hands became so tight.{even I am a lean person}, which are difficult to wear.  If I took next size it will become big for me.  So the t shirt became waste for me

",2.0 out of 5 stars
88,"

  I brought it for Rs 530.The hoodie looks fine. But I don't think it's worth the real price mentioned Cause the stitching work is poor and can be seen when stretched. Anyway it's okay for 530.However it's a good party wear.Would suggest to wear it with black jeans combo.

",4.0 out of 5 stars
89,"

  Very nice product its totally use full but price is to large this item price last at300 max to max its materil is cotton and very soft

",5.0 out of 5 stars
90,"

  The sleeves were too tight and the white stripe in the middle felt somewhat bad. I didnt quite like the quality

",2.0 out of 5 stars
91,"

  Fits well. Pure cotton. Cool design. Go for it.. Got it for just ~300 bucks during the sale. Great deal!!

",5.0 out of 5 stars
92,"

  Nice t-shirt, Quality is good but it suitable for winter only.

",5.0 out of 5 stars
93,"

  Quality is not that standard. Looks like the ones that are sold roadside. Not satisfied.  This full sleeve looks good only on the model in the pic.

",3.0 out of 5 stars
94,"

  It was very good .. I did not expected it was good quality.. I gifted to my bf he was very happy by this.

",5.0 out of 5 stars
95,"

  Good one.. Bought for my hubby.. He likes it.. Thank you amazon.

",5.0 out of 5 stars
96,"

  But the one i got were with two holes

",4.0 out of 5 stars
97,"

  Excellent... a bit youngish look

",5.0 out of 5 stars
98,"

  Perfectly suits me.

",5.0 out of 5 stars
99,"

  Wow Superb product Thanks a lot...

",5.0 out of 5 stars
100,"

  Outstanding

",5.0 out of 5 stars
101,"

  Nice tshirt....nice fit...good comfortable material..

",5.0 out of 5 stars
102,"

  Qualitie bad but look is very good if you want quality don't buy you want style choose this product

",5.0 out of 5 stars
103,"

  👍🏻 Good product but the black colour runs so don’t soak it in water. Give a quick wash separately

",5.0 out of 5 stars
104,"

  Good Material and Comfort products, Recommend all to buy product

",5.0 out of 5 stars
105,"

  Really nice pls go for it

",5.0 out of 5 stars
106,"

  Awesome

",4.0 out of 5 stars
107,"

  Product is normal . Photo is looking good but quality is normal.

",3.0 out of 5 stars
108,"

  Its good... Bt clour pattern which is showing its not delivered to me.... Bt which i get... Its good also...

",3.0 out of 5 stars
109,"

  Cheap price and best to wear.very comfortable product.

",5.0 out of 5 stars
110,"

  Quality and fit are not good as expected.

",3.0 out of 5 stars
111,"

  Good

",5.0 out of 5 stars
112,"

  Loose fitting average quality

",2.0 out of 5 stars
113,"

  Nice

",5.0 out of 5 stars
114,"

  Good

",4.0 out of 5 stars
115,"

  It was stated under winter garments but it is  not as good as seen in pictures.  Quality is not upto the mark.just a cotton hooded shirt.

",1.0 out of 5 stars
116,"

  Quality product

",5.0 out of 5 stars
117,"

  My husband loved it. Worth it!

",5.0 out of 5 stars
118,"

  This one is really fitted me and I love the design and style

",5.0 out of 5 stars
119,"

  I have ordered for my brother. it was nice quality, my brother is using since 1 yr.

",5.0 out of 5 stars
120,"

  Not good quality product

",1.0 out of 5 stars
121,"

  Good cloth..

",5.0 out of 5 stars
122,"

  Good

",5.0 out of 5 stars
123,"

  Good

",5.0 out of 5 stars
124,"

  Good production

",3.0 out of 5 stars
125,"

  It fits well

",5.0 out of 5 stars
126,"

  I buy this for my friend nd it fits perfectlyMust buy if u want to gift something ur friends

",5.0 out of 5 stars
127,"

  Very soft and light makes it comfortable to wear. May not be much of a protection in winter but can be used on windy conditions

",4.0 out of 5 stars
128,"

  Nice

",5.0 out of 5 stars
129,"

  Nice product as expected very well recommended

",4.0 out of 5 stars
130,"

  Very good product

",5.0 out of 5 stars
131,"

  just go for it simply buy it........

",5.0 out of 5 stars
132,"

  Nice product

",5.0 out of 5 stars
133,"

  It is not good as I expected...too large and it's cloth is not well ... I think my 500rupee spend in water.....

",1.0 out of 5 stars
134,"

  Quality is very poor compare to rate, and 1 more thing such kind of hoodi are very cbeap in local market....

",2.0 out of 5 stars
135,"

  Quality is good

",5.0 out of 5 stars
136,"

  Vry good quality.

",4.0 out of 5 stars
137,"

  Very disappointed, I ordered Medium but it came by large size , colour also vary

",1.0 out of 5 stars
138,"

  I like this product but it's finishing is not done properly

",4.0 out of 5 stars
139,"

  Goood

",4.0 out of 5 stars
140,"

  Very good tshirt value for money

",5.0 out of 5 stars
141,"

  Good but consider a size smaller than yours. Ex if L then order M. Good quality but need some more proper stitches at the ends. Worth for money try it

",5.0 out of 5 stars
142,"

  Best quality

",5.0 out of 5 stars
143,"

  Good quality and aswome product..i will deposit recommended

",5.0 out of 5 stars
144,"

  Good one

",5.0 out of 5 stars
145,"

  Nice

",3.0 out of 5 stars
146,"

  Nice cloth

",5.0 out of 5 stars
147,"

  nice

",5.0 out of 5 stars
148,"

  If you think it is of warm and thick, then let me correct you,,, Nope.

",4.0 out of 5 stars
149,"

  Nice product

",5.0 out of 5 stars
150,"

  Nice T-shirt

",5.0 out of 5 stars
151,"

  Product is good but little small so i return it

",5.0 out of 5 stars
152,"

  The material is good, but i didn't expect the product to be too thin

",4.0 out of 5 stars
153,"

  Value of money

",5.0 out of 5 stars
154,"

  Great product with very goid quality

",5.0 out of 5 stars
155,"

  Good looking

",5.0 out of 5 stars
156,"

  Good

",5.0 out of 5 stars
157,"

  Good meterial value of money

",4.0 out of 5 stars
158,"

  Nice t shirt

",5.0 out of 5 stars
159,"

  Warmth and comfort both

",5.0 out of 5 stars
160,"

  The material is of poor quality. And you would not be able to iron it well.

",1.0 out of 5 stars
161,"

  Awesome

",5.0 out of 5 stars
162,"

  All good, i got large product

",5.0 out of 5 stars
163,"

  It was for my brother. It suits him really well 👍

",5.0 out of 5 stars
164,"

  Quality goes very low  . . .

",1.0 out of 5 stars
165,"

  It's good and very comfortable

",3.0 out of 5 stars
166,"

  Nice color and perfect fitting

",5.0 out of 5 stars
167,"

  Very bad quality product......

",1.0 out of 5 stars
168,"

  nice

",5.0 out of 5 stars
169,"

  Not up to the mark

",3.0 out of 5 stars
170,"

  Not worth for price

",3.0 out of 5 stars
171,"

  Quality very bad

",1.0 out of 5 stars
172,"

  i got use products

",1.0 out of 5 stars
173,"

  Don't buy

",1.0 out of 5 stars
174,"

  Product quality is not good , didn't meet my expectation.color is same as shown in picture .

",2.0 out of 5 stars
175,"

  Below mediocre cloth quality. Don't bother if you are looking to wear it outside of your home.

",3.0 out of 5 stars
176,"

  bad quality product, clothes materials is sooo poor

",1.0 out of 5 stars
177,"

  Nice t-shirt

",3.0 out of 5 stars
178,"

  Overall product is good. Size little bit loose to me.

",4.0 out of 5 stars
179,"

  Don't think just go for it....

",5.0 out of 5 stars
180,"

  Perfect size with good quality of clothPerhaps very thin also

",4.0 out of 5 stars
181,"

  Good and fit

",3.0 out of 5 stars
182,"

  Excellent completely satisfied

",5.0 out of 5 stars
183,"

  It was gud material....but the t shirt was stretched and become a little unfit ...otherwise okk

",3.0 out of 5 stars
184,"

  Good quality

",4.0 out of 5 stars
185,"

  Nice fitting and look , i can say as expected

",5.0 out of 5 stars
186,"

  Great

",4.0 out of 5 stars
187,"

  Very good product..

",5.0 out of 5 stars
188,"

  I am a using this hoodie on daily basis. This is pure cotton..  No issue at all..My size is fit as I expected it 👌

",5.0 out of 5 stars
189,"

  Nice

",5.0 out of 5 stars
190,"

  The size chart suggested buying large size. But it was too tight.

",1.0 out of 5 stars
191,"

  Not worth it looks as same in the picture but very thin t shirt returned it immediately

",1.0 out of 5 stars
192,"

  Looks and febrics are perfect but quality of the clothes should be better

",5.0 out of 5 stars
193,"

  Quality is not good

",1.0 out of 5 stars
194,"

  Good

",3.0 out of 5 stars
195,"

  The quality was worst

",1.0 out of 5 stars
196,"

  This thing is a really good sweater and cheap it's a perfect  sweater in everyone's bufget

",5.0 out of 5 stars
197,"

  it fits exactly to me worth the money

",4.0 out of 5 stars
198,"

  Good quality and stylish look

",5.0 out of 5 stars
199,"

  It is a very good product.

",5.0 out of 5 stars
200,"

  Cool one with expected fitting in such price. Go for it guys.

",4.0 out of 5 stars
201,"

  Nice and Awsome as expected. Quality is also good

",5.0 out of 5 stars
202,"

  Good but thread are open

",1.0 out of 5 stars
203,"

  Wow

",5.0 out of 5 stars
204,"

  Not fixed

",4.0 out of 5 stars
205,"

  Nice

",4.0 out of 5 stars
206,"

  Super

",5.0 out of 5 stars
207,,1.0 out of 5 stars
208,"

  Ok

",4.0 out of 5 stars
209,"

  Mast product hai... comfortable product......

",5.0 out of 5 stars
210,"

  Excellent

",5.0 out of 5 stars
211,"

  Very good product and worthful for the price

",5.0 out of 5 stars
212,"

  Good

",4.0 out of 5 stars
213,"

  Excellent

",5.0 out of 5 stars
214,"

  Nice product.Value for money.....

",4.0 out of 5 stars
215,"

  Nice .....  Good quality......Good Look...... Best t shirt under 500.

",5.0 out of 5 stars
216,"

  Cloth is very thin and loose from waist

",3.0 out of 5 stars
217,"

  It's also same that i have seen it in

",5.0 out of 5 stars
218,"

  It is very good quality

",5.0 out of 5 stars
219,"

  Clothes material is not as, excepted

",2.0 out of 5 stars
220,"

  Low quality product as per the price

",1.0 out of 5 stars
221,"

  Dislike

",2.0 out of 5 stars
222,"

  Nice

",2.0 out of 5 stars
223,"

  Nice and comfortable

",5.0 out of 5 stars
224,"

  Same as shown go for it

",5.0 out of 5 stars
225,"

  Damaged product.

",1.0 out of 5 stars
226,"

  Good

",4.0 out of 5 stars
227,"

  Good but cloth is not thick as expected, and size issue .

",3.0 out of 5 stars
228,"

  Packing is bad.It is for summer and it is of cotton.

",4.0 out of 5 stars
229,"

  Good

",4.0 out of 5 stars
230,"

  Awasome

",5.0 out of 5 stars
231,"

  White material is very thin.

",4.0 out of 5 stars
232,"

  Good fitting and overall looks nice

",4.0 out of 5 stars
233,"

  Nice product

",4.0 out of 5 stars
234,"

  Good product

",3.0 out of 5 stars
235,"

  It's k

",3.0 out of 5 stars
236,"

  Good product

",5.0 out of 5 stars
237,"

  Good

",4.0 out of 5 stars
238,"

  Good quality fabricsAnd fit

",5.0 out of 5 stars
239,"

  Value product but experience than actual material prices in market.

",5.0 out of 5 stars
240,"

  Ok.. Not bad

",2.0 out of 5 stars
241,"

  The quality of the clothing is not very good.

",4.0 out of 5 stars
242,"

  There were 2 holes in the garment near the shoulder

",1.0 out of 5 stars
243,"

  Quality of materials is soo bad

",1.0 out of 5 stars
244,"

  Good material

",5.0 out of 5 stars
245,"

  Big size

",1.0 out of 5 stars
246,"

  Not happy verry bad quality

",1.0 out of 5 stars
247,"

  Nice product

",5.0 out of 5 stars
248,"

  Fitting so nice and fast delivery as well.

",5.0 out of 5 stars
249,"

  I gifted it to my brother he loved the tshirt its really nice

",5.0 out of 5 stars
250,"

  Design is cool but stuff is not so good.

",3.0 out of 5 stars
251,"

  Good prodect

",4.0 out of 5 stars
252,"

  It fits perfectly  and after few washes, the cloth started getting poor.

",3.0 out of 5 stars
253,"

  Looking beautiful

",5.0 out of 5 stars
254,"

  I have used it for normal casual outings ... it fits and suits my taste...

",4.0 out of 5 stars
255,"

  Good garment

",5.0 out of 5 stars
256,"

  Best quality of product at reasonable prices

",4.0 out of 5 stars
257,"

  The quality of the fabric is good.

",4.0 out of 5 stars
258,"

  Material is not good as per price paid.Quality of t-shirt is bad.

",1.0 out of 5 stars
259,"

  Nice product

",5.0 out of 5 stars
260,"

  Product is soooo good.  Cloth is soft as expected. Good fit. Worth for money

",4.0 out of 5 stars
261,"

  by mistake itom

",1.0 out of 5 stars
262,"

  Good

",4.0 out of 5 stars
263,"

  Good quality and good price.

",5.0 out of 5 stars
264,"

  I got different colour

",3.0 out of 5 stars
265,"

  Good product

",4.0 out of 5 stars
266,"

  Product quality very poor and cheaper

",1.0 out of 5 stars
267,"

  The shirt was shown size are not corect .

",2.0 out of 5 stars
268,"

  Material is different from Actual

",1.0 out of 5 stars
269,"

  Good in quality color

",5.0 out of 5 stars
270,"

  Very good quality and smooth ferbic.

",5.0 out of 5 stars
271,"

  More Large Than Expected

",3.0 out of 5 stars
272,"

  Fake product

",1.0 out of 5 stars
273,"

  Not as expected and poor quality

",2.0 out of 5 stars
274,"

  cloth quality is thin

",1.0 out of 5 stars
275,"

  Bad quality cloth.. Don't buy.

",2.0 out of 5 stars
276,"

  Very nice material. Good buy.

",5.0 out of 5 stars
277,"

  Nice

",3.0 out of 5 stars
278,"

  Good Quality..

",4.0 out of 5 stars
279,"

  Like

",4.0 out of 5 stars
280,"

  Good

",5.0 out of 5 stars
281,"

  Nice

",5.0 out of 5 stars
282,"

  Awsm product perfect fitting , quality is good ..

",5.0 out of 5 stars
283,"

  It's very thin,

",2.0 out of 5 stars
284,"

  Not good

",4.0 out of 5 stars
285,"

  Good product

",4.0 out of 5 stars
286,"

  Nice

",5.0 out of 5 stars
287,"

  Nice soft cloth

",3.0 out of 5 stars
288,"

  nice

",5.0 out of 5 stars
289,"

  Product is good and make you go forward with the current trend.

",5.0 out of 5 stars
290,"

  Good but cloth is not heavy

",3.0 out of 5 stars
291,"

  Cloth quality is very poor😤

",1.0 out of 5 stars
292,"

  I like it alot

",5.0 out of 5 stars
293,"

  Gd

",5.0 out of 5 stars
294,"

  Very good hoddie

",5.0 out of 5 stars
295,"

  Stiching not good. Rest product lalantop👌

",3.0 out of 5 stars
296,"

  very thin

",3.0 out of 5 stars
297,"

  Very cheap quality

",1.0 out of 5 stars
298,"

  Very loose

",1.0 out of 5 stars
299,"

  Quality is not as expected.So returned.

",2.0 out of 5 stars
300,"

  Some quality is low

",3.0 out of 5 stars
301,"

  Its thin material

",5.0 out of 5 stars
302,"

  Cloth quality is good

",5.0 out of 5 stars
303,"

  liked very much good at low cost must buy

",5.0 out of 5 stars
304,"

  Ordered XL  BUT RECEIVED Small.very disappointed

",1.0 out of 5 stars
305,"

  Good product

",4.0 out of 5 stars
306,"

  It's quite good

",5.0 out of 5 stars
307,"

  It's average

",3.0 out of 5 stars
308,"

  Very good product at this range

",4.0 out of 5 stars
309,"

  Nice clour  quality is good

",4.0 out of 5 stars
310,"

  Bad product

",1.0 out of 5 stars
311,"

  Good quality of cloth..

",5.0 out of 5 stars
312,"

  Perfect fit

",5.0 out of 5 stars
313,"

  Not worth of product

",1.0 out of 5 stars
314,"

  Small size

",3.0 out of 5 stars
315,"

  Good

",4.0 out of 5 stars
316,"

  Quality

",5.0 out of 5 stars
317,"

  Don't bought

",1.0 out of 5 stars
318,"

  Nice product 😊

",5.0 out of 5 stars
319,"

  Tq vale for money

",5.0 out of 5 stars
320,"

  Good product

",4.0 out of 5 stars
321,"

  Like. Best m\tterial

",4.0 out of 5 stars
322,"

  Nice quality

",4.0 out of 5 stars
323,"

  very thick

",1.0 out of 5 stars
324,"

  Do not buy this!!!:-(

",1.0 out of 5 stars
325,"

  Good

",4.0 out of 5 stars
326,"

  Super fitness

",5.0 out of 5 stars
327,"

  Nice...

",5.0 out of 5 stars
328,"

  Comfortable nd

",5.0 out of 5 stars
329,"

  Very bad

",1.0 out of 5 stars
330,"

  Awesome product

",3.0 out of 5 stars
331,"

  Small item

",1.0 out of 5 stars
332,"

  Really good Product...nice cloth....

",5.0 out of 5 stars
333,"

  Value for money

",4.0 out of 5 stars
334,"

  Nice one

",3.0 out of 5 stars
335,"

  I like it ,very good product

",5.0 out of 5 stars
336,"

  Quality

",2.0 out of 5 stars
337,"

  This product is in average

",1.0 out of 5 stars
338,"

  Cloth is fantastic

",5.0 out of 5 stars
339,"

  Outstanding

",5.0 out of 5 stars
340,"

  Nothing to say it is good

",3.0 out of 5 stars
341,"

  Good product

",5.0 out of 5 stars
342,"

  It got shrink after first wash

",3.0 out of 5 stars
343,"

  fitting is nice but quality of cloth not to good

",3.0 out of 5 stars
344,"

  Dislike

",1.0 out of 5 stars
345,"

  Quality is good

",5.0 out of 5 stars
346,"

  Fit as expected

",5.0 out of 5 stars
347,"

  Good

",4.0 out of 5 stars
348,"

  Nice product perfect size and worth of money

",5.0 out of 5 stars
349,"

  Ok product

",3.0 out of 5 stars
350,"

  Nice

",5.0 out of 5 stars
351,"

  There is nothing like that,everything is nice

",5.0 out of 5 stars
352,"

  Good Quality

",5.0 out of 5 stars
353,"

  Good wear

",4.0 out of 5 stars
354,"

  It's good

",5.0 out of 5 stars
355,"

  Style not as expected

",3.0 out of 5 stars
356,"

  Good Tshirts, but my son is sweating too much when he wears, cloth of Tshirt is soft feels like cotton, may be good for winter.

",3.0 out of 5 stars
357,"

  Really likes the product, Also the Packing was really Nice, I'm giving 5 star for packing and 2 star for the quality of T shirts.Review after using it 1 week: Actually it's a worst product and the Three shirts are different sizes after  1 weekBlue color t shirt is too long,Red color is correct fitAnd grey color tshirt is too small for me after 1 week of using

",1.0 out of 5 stars
358,"

  The T-shirts are losing its colour after a wash & the same is spreading across the t shirt. It is spoiling the entire t shirt. Did not expect such low quality prints. Pl don't buy this. It's a waste of money...

",1.0 out of 5 stars
359,"

  Febric was not good. It stars bobbling after three use and colour was also start fading. It's not really worth with this price.

",2.0 out of 5 stars
360,"

  The quality is very good. But I recieved different colours

",3.0 out of 5 stars
361,"

  Good product i bought  it for my nephew , and he liked it so much , value  for money

",4.0 out of 5 stars
362,"

  Quality is okay, all 3 are little different in size

",3.0 out of 5 stars
363,"

  Quality of cloth not good. After few washes the cloth started giving up. See attached image. Also, order one size bigger.

",3.0 out of 5 stars
364,"

  Good

",5.0 out of 5 stars
365,"

  I have ordered these t-shirts for my brother. 17 yrs , it looks so good the fabric and the colour the size everything fabulous happy to buy.

",5.0 out of 5 stars
366,"

  Good Tshirts, but my son is sweating too much when he wears, cloth of Tshirt is soft feels like cotton, may be good for winter.

",3.0 out of 5 stars
367,"

  Really likes the product, Also the Packing was really Nice, I'm giving 5 star for packing and 2 star for the quality of T shirts.Review after using it 1 week: Actually it's a worst product and the Three shirts are different sizes after  1 weekBlue color t shirt is too long,Red color is correct fitAnd grey color tshirt is too small for me after 1 week of using

",1.0 out of 5 stars
368,"

  The T-shirts are losing its colour after a wash & the same is spreading across the t shirt. It is spoiling the entire t shirt. Did not expect such low quality prints. Pl don't buy this. It's a waste of money...

",1.0 out of 5 stars
369,"

  Febric was not good. It stars bobbling after three use and colour was also start fading. It's not really worth with this price.

",2.0 out of 5 stars
370,"

  The quality is very good. But I recieved different colours

",3.0 out of 5 stars
371,"

  Good product i bought  it for my nephew , and he liked it so much , value  for money

",4.0 out of 5 stars
372,"

  Quality is okay, all 3 are little different in size

",3.0 out of 5 stars
373,"

  Quality of cloth not good. After few washes the cloth started giving up. See attached image. Also, order one size bigger.

",3.0 out of 5 stars
374,"

  Good

",5.0 out of 5 stars
375,"

  I have ordered these t-shirts for my brother. 17 yrs , it looks so good the fabric and the colour the size everything fabulous happy to buy.

",5.0 out of 5 stars
376,"

  Different sizes in same lot when I opted for single size

",3.0 out of 5 stars
377,"

  Ok

",3.0 out of 5 stars
378,"

  Good product and my son likes

",3.0 out of 5 stars
379,"

  Good quality clothes

",5.0 out of 5 stars
380,"

  Good quality product

",4.0 out of 5 stars
381,"

  WORST product.They give Different colors. And the Cloth type is very cheap

",1.0 out of 5 stars
382,"

  I got 2 same t shirts both color &design though ordered for 3 different T-shirts

",1.0 out of 5 stars
383,"

  Good

",5.0 out of 5 stars
384,"

  Good

",5.0 out of 5 stars
385,"

  Super

",4.0 out of 5 stars
386,"

  Quality not up to the mark...

",3.0 out of 5 stars
387,"

  But poor quality

",2.0 out of 5 stars
388,"

  Nice product

",5.0 out of 5 stars
389,"

  Very poor quality.

",1.0 out of 5 stars
390,"

  Awesome product I recommend it

",5.0 out of 5 stars
391,"

  Qwality product

",5.0 out of 5 stars
392,"

  Good

",5.0 out of 5 stars
393,"

  Gud

",5.0 out of 5 stars
394,"

  Not good add me refund

",3.0 out of 5 stars
395,"

  Advt says its cotton product. But each pack contains  one synthetic  material t shirt.The quality of synthetic is poor.

",2.0 out of 5 stars
396,"

  low in quality,not the item shows in pic

",1.0 out of 5 stars
