,reviews,starRating
48,"

  I ordered medium size and i received large size.Very disappoint

",1.0 out of 5 stars
49,"

  Good product........

",5.0 out of 5 stars
50,"

  Better product

",5.0 out of 5 stars
51,"

  Nice products

",4.0 out of 5 stars
52,"

  Nice product

",5.0 out of 5 stars
53,"

  The order was a size big.

",4.0 out of 5 stars
54,"

  Jada costly hain is mare order cancle kar diya maine or order der se bhi aa raha tha is mare

",1.0 out of 5 stars
55,"

  Cloth is good. Cuffs are small and length is more

",4.0 out of 5 stars
56,"

  Do buy if you like to wear denim.

",5.0 out of 5 stars
57,"

  Super

",5.0 out of 5 stars
58,"

  I am completely satisfied with this product as the quality and stitching seem quite good. The important thing is that it fits nicely and is comfortable. Reasonable price, go for it.I will leave another review soon after when I wash it to see the quality of the fabric.

",4.0 out of 5 stars
59,"

  This shirt is single piece Price : 799Example : 799×3=2,397Shirt is better quality.Store is new in Amazon not more review and ⭐ starred more buyers so this store giving lowest price.Now this shirt is very good this price.

",5.0 out of 5 stars
60,"

  Nice quality and correct size, higly satisfied for price ✌️

",4.0 out of 5 stars
61,"

  Still ok.....clothes are not better

",2.0 out of 5 stars
62,"

  Short coller of shirt

",5.0 out of 5 stars
63,"

  Product is good quality

",5.0 out of 5 stars
64,"

  Good quality

",5.0 out of 5 stars
65,"

  Amazing

",5.0 out of 5 stars
66,,4.0 out of 5 stars
67,"

  I am completely satisfied with this product as the quality and stitching seem quite good. The important thing is that it fits nicely and is comfortable. Reasonable price, go for it.I will leave another review soon after when I wash it to see the quality of the fabric.

",4.0 out of 5 stars
68,"

  This shirt is single piece Price : 799Example : 799×3=2,397Shirt is better quality.Store is new in Amazon not more review and ⭐ starred more buyers so this store giving lowest price.Now this shirt is very good this price.

",5.0 out of 5 stars
69,"

  Nice quality and correct size, higly satisfied for price ✌️

",4.0 out of 5 stars
70,"

  Still ok.....clothes are not better

",2.0 out of 5 stars
71,"

  Short coller of shirt

",5.0 out of 5 stars
72,"

  Product is good quality

",5.0 out of 5 stars
73,"

  Good quality

",5.0 out of 5 stars
74,"

  Amazing

",5.0 out of 5 stars
75,,4.0 out of 5 stars
76,"

  Crappy shirt. Bad stitching and material. The color is really dull. It's like the shirts you get on footpath for about 100rs.

",1.0 out of 5 stars
77,"

  Colour is not same as in picture... very worst colour.

",2.0 out of 5 stars
78,"

  If you are just looking at the picture and planning  to buy, then I recommend to stay away from this. The quality of the product is not up to the mark. I purchased van heusen along with this and honestly this doesn't stand a chance in quality.The material is on the lighter side and not as thick as other brands. I purchased this one on looking to the reviews and Im disappointed with the final product and I won't recommend to anyone.

",2.0 out of 5 stars
79,"

  Awesome colour & product👍

",5.0 out of 5 stars
80,"

  The brand mentioned and the brand received were different, size didn’t fit and the quality for pathetic. Threads are coming out of it. I requested for return and refund

",1.0 out of 5 stars
81,"

  Good Product

",5.0 out of 5 stars
82,"

  It was not as looking ,as it is showing.quality is veryyy poor.it shrinked after first wash.very very poor material is used..actual rate is hardly 150

",1.0 out of 5 stars
83,"

  Very good quality cotton shirt with a fabulous design. I bought it for gift and it is great for both gift as well as personal usage. It is better than most branded shirts too. The only demerit is that the price tag is not there. I would have liked if there was a price tag as I have purchased it for gifting.

",5.0 out of 5 stars
84,"

  Good quality.Pure cotton

",4.0 out of 5 stars
85,"

  The product was a pure cotton material and awesome to wear. VERY COMFORTABLE. Would suggest eceryone to try this product for sure or give this as a gift as i got it.

",5.0 out of 5 stars
86,"

  Crappy shirt. Bad stitching and material. The color is really dull. It's like the shirts you get on footpath for about 100rs.

",1.0 out of 5 stars
87,"

  Colour is not same as in picture... very worst colour.

",2.0 out of 5 stars
88,"

  If you are just looking at the picture and planning  to buy, then I recommend to stay away from this. The quality of the product is not up to the mark. I purchased van heusen along with this and honestly this doesn't stand a chance in quality.The material is on the lighter side and not as thick as other brands. I purchased this one on looking to the reviews and Im disappointed with the final product and I won't recommend to anyone.

",2.0 out of 5 stars
89,"

  Awesome colour & product👍

",5.0 out of 5 stars
90,"

  The brand mentioned and the brand received were different, size didn’t fit and the quality for pathetic. Threads are coming out of it. I requested for return and refund

",1.0 out of 5 stars
91,"

  Good Product

",5.0 out of 5 stars
92,"

  It was not as looking ,as it is showing.quality is veryyy poor.it shrinked after first wash.very very poor material is used..actual rate is hardly 150

",1.0 out of 5 stars
93,"

  Very good quality cotton shirt with a fabulous design. I bought it for gift and it is great for both gift as well as personal usage. It is better than most branded shirts too. The only demerit is that the price tag is not there. I would have liked if there was a price tag as I have purchased it for gifting.

",5.0 out of 5 stars
94,"

  Good quality.Pure cotton

",4.0 out of 5 stars
95,"

  The product was a pure cotton material and awesome to wear. VERY COMFORTABLE. Would suggest eceryone to try this product for sure or give this as a gift as i got it.

",5.0 out of 5 stars
96,"

  Don't Buy, not good material...Waste of money.

",1.0 out of 5 stars
97,"

  It seems all the reviews of this product is Fake. The stitching quality is Worst. It seems there is NO QUALITY CHECK after stitching! Dont' buy.

",1.0 out of 5 stars
98,"

  Product is not up to the mark as expected.. but seems ok ok

",3.0 out of 5 stars
99,"

  This is the condition of the product after one wash.Please dont buy it

",1.0 out of 5 stars
100,"

  This shirt is awesome colour and good looks.Its a good product as per expectation.Highly recommend this product to others.

",5.0 out of 5 stars
101,"

  🏵️SUPER...***First thing first,cloth quality is really great. It's really smooth and soft and also the colours are exactly as shown in preview images.Fitting is somewhat good depends if you choose the right size while buying,so it's actually good. ""PERFECT MATCH, AWASOME**.😊😊🌸

",5.0 out of 5 stars
102,"

  2 Buttons already gone before the first wear itself and 2 more buttons are about to come out, even the quality of the shirt is also not that great only the design looks good, stitching part is just worst and moreover their are so many small threads attach with it.

",2.0 out of 5 stars
103,"

  The White Cloth patch on arms as seen in the picture is misleading.  This white cloth is Only at the handcuffs. Once you fold your sleeves as shown in the picture, the White cloth gets hidden and this white patch on the arm is not seen. The cloth fabric is 100% cotton and not too bad.

",3.0 out of 5 stars
104,"

  Good but high Price

",4.0 out of 5 stars
105,"

  Good product worth buying

",5.0 out of 5 stars
106,"

  Value for money

",5.0 out of 5 stars
107,"

  690 rupees are not worth it. Too costly. Seller must see its quality atleast before tagging price. Stiching quality is not good. Cloth is very light or thin. 3 stars just because of its design, fitting. Yes, cloth is actually cotton. But, seriously, it deserves only 350 rupees.

",3.0 out of 5 stars
108,"

  Clothe quality is really nice and it is made of 100% Cotton which makes it very comfortable. Delivery is also fast and packaging is good. Really love this shirt and I will look forward to buy more shirts like this.

",5.0 out of 5 stars
109,"

  Nice shirt

",5.0 out of 5 stars
110,"

  Waste of money.. product doesn't look like the one displayed....on the top of it..in medium size the shirt is too tight ..

",1.0 out of 5 stars
111,"

  First the quality of the material is worst feels like cheep road side material. Next the stitching was not proper there are unfinished thread out throughout the shirt . Even the size received was not proper though it says true to size. No other option but had to return this product.

",1.0 out of 5 stars
112,"

  Defective piece delivered.Ordered this shirt during the sale days.......the first time they delivered a larger size than ordered ......after placing a replacement request they have delivered this defective item. As can be seen from the pic there is discoloration in the shirt.

",1.0 out of 5 stars
113,"

  The shine shown in the picture is obviously fake. In reality the texture is dull and mediocre. Sellers should stop misleading customers.

",2.0 out of 5 stars
114,"

  The product is faulty.. I guess must have been rejected in QA department (Quality Assurance).ISSUE- The second button from Top is mismatched to the provided hole..Can you imagine I spent 1000/- odd rupees for this item..I request amazon to stop Harrasing customers by aligning with such vendors.. A Big NO to this product..

",1.0 out of 5 stars
115,"

  The fabric was not as I thought of, in picture it is like shining but there is nothing like that in original.Socha samjhkar Lena, money is also high for such product.

",2.0 out of 5 stars
116,"

  I am working abroad and brought through my friend who works with me. Because of it, I cant return or replace it. Honestly otherwise I will do it, really it is cheating. The stuff looks like old cloth, and the stitching is so bad they used blue yarn in white cloth.

",1.0 out of 5 stars
117,"

  Quality was so bad that I had to return it.

",2.0 out of 5 stars
118,"

  Very wrost Product. please don't buy these products because colour not matching as shown Amazon site picture.

",1.0 out of 5 stars
119,"

  Looks little bit different from image colour but good, little high price not worth of 699. If it is worth of 350-400

",3.0 out of 5 stars
120,"

  Yes! Washed many times, worn many times and ironed many times. It's still the same.Amazing quality. Go for it.

",5.0 out of 5 stars
121,"

  The shirt material is very good but the stitch finish is very bad. Can be worn a few times and discarded without regrets.

",3.0 out of 5 stars
122,"

  Fabric type is not good , blouse material fabric, in one wash we can see the quality, cheating in fabric

",3.0 out of 5 stars
123,"

  Totally this product is very good expected prodect reached thanks to Amazon

",3.0 out of 5 stars
124,"

  The product and price did not match, a good quality dresses are available in local markets at much lower prices

",1.0 out of 5 stars
125,"

  There is no collar material used, its just a normal white cloth used in collar which looks so cheap and dull.

",1.0 out of 5 stars
126,"

  Fast amazon.. Don't refer this kind of product.. To customers... It's totally waste of money....

",1.0 out of 5 stars
127,"

  Very very super clothes very nice very stylish but price little over and pure cotton thank you amazon love you very good service

",5.0 out of 5 stars
128,"

  Don't buy this it's not good as I waste my money after placing this item

",1.0 out of 5 stars
129,"

  Same as shown

",4.0 out of 5 stars
130,"

  I ordered an extra size, as many people are saying that you should order an bigger size, and it will fit good, so i did.Thanks for review.

",5.0 out of 5 stars
131,"

  Colour in picture is bright while reality its dull colour without shine. Sleaves if folded blue colour inside will not be visible.

",1.0 out of 5 stars
132,"

  Bought this shirt and am well satisfied with the quality and fit of this shirt. The product is as shown and expected, will surely buy again from indoPrime in future also.

",5.0 out of 5 stars
133,"

  Colour is fade but nice

",4.0 out of 5 stars
134,"

  Not good as expected its ok only. Price too high as per quality.

",2.0 out of 5 stars
135,"

  shirts fabric is good but too many loose threads hanging from here and there a bit torn from the cuff side thats why m returning the shirt

",2.0 out of 5 stars
136,"

  Nice and good product

",5.0 out of 5 stars
137,"

  It's not good one.

",1.0 out of 5 stars
138,"

  Style and material not as expected

",1.0 out of 5 stars
139,"

  Shirt Colour is way different and the quality is not Upto the mark.The design is also slightly different.Request the seller to please make the correct pictures of the product.

",1.0 out of 5 stars
140,"

  Wonderful job by indo primo, excellent tailoring done by seller. Highly recommended.

",5.0 out of 5 stars
141,"

  Worst product I ever seen of ₹ 700 RUPEES .DO NOT PURCHASE FROM AMAZON . SHIRT QUALITY IS VERY POOR. BUY FROM SHOWROOM NOT FROM AMAZON

",1.0 out of 5 stars
142,"

  Awosome.shirt it's so comfortable and nice material thank you Amazon and seller

",5.0 out of 5 stars
143,"

  Good

",2.0 out of 5 stars
144,"

  It's a cheating with customers... The pocket is stitched, just like a spare cloth you found, and stitched at pocket site, and  now consider this as a pocket...very disappointing.

",1.0 out of 5 stars
145,"

  Quality is very poor. It has a road side shirt quality. Never buy

",1.0 out of 5 stars
146,"

  Not good

",1.0 out of 5 stars
147,"

  NORMAL QUALITY COTTON BUT GOOD&COMFORT

",5.0 out of 5 stars
148,"

  This is the worst product I ever purchased and ilthat looked like it was taken from some garbage. Many damage and was not properly stiched. I finally returned this stupid product.

",1.0 out of 5 stars
149,"

  Really happy with the product. Little tight for me. Still good

",4.0 out of 5 stars
150,"

  Fit at waist was tight, otherwise good.It was as expected.

",4.0 out of 5 stars
151,"

  Worst quality. All Buttons fallen on day one.

",1.0 out of 5 stars
152,"

  So nice colour,and fabric,cotton shirt, so on pictur

",5.0 out of 5 stars
153,"

  Nice

",5.0 out of 5 stars
154,"

  AVERAGE PRODUCT QUALITY NOT REACHED AS EXPECTATION...

",3.0 out of 5 stars
155,"

  The product is realy very good.. The colour, cloth material and style is very well as shown in the picture.. I like it.. Thanks amazone.. And the delivery boy was also very gentle and  good...

",5.0 out of 5 stars
156,"

  Shirt clothing and taillor workmanship is good.

",5.0 out of 5 stars
157,"

  Bas packing Bad clearance , Dhage lge hue shirt dirty.. Total different color Bad Quality , waste of money it's item look like 400 rs bur sell 700 very Bad shirt.. according Quality and color...

",1.0 out of 5 stars
158,"

  Nice product. Quality of the material is superb. But sticking is not perfect. Perfect fit with the size chart

",5.0 out of 5 stars
159,"

  Looks cheap

",1.0 out of 5 stars
160,"

  I like colour

",5.0 out of 5 stars
161,"

  It's fine but not fully satisfied

",3.0 out of 5 stars
162,"

  Material haven't mentioned size...in XL size its like 40 not 42

",2.0 out of 5 stars
163,"

  Perfect fitPerfect fabricMust have for formals

",4.0 out of 5 stars
164,"

  Poor quality material

",1.0 out of 5 stars
165,"

  Nice product. Fit was slim. So recommend to buy a size bigger then usual. Fabric is good and overalll quality is decent.

",5.0 out of 5 stars
166,"

  Color is different from the shown in pics its very light brown but material is good

",3.0 out of 5 stars
167,"

  Size is  really  too  big for me but  since I  wear it  &remove the  label  from it  so I can  not  exchange  it

",1.0 out of 5 stars
168,"

  Very small colour s allso nt same

",2.0 out of 5 stars
169,"

  Good quality. Cost is stopping me from buying more

",5.0 out of 5 stars
170,"

  Please don't buy.do not match actually.from website to reality

",1.0 out of 5 stars
171,"

  Material is soft and good, but color fades after few washes.

",5.0 out of 5 stars
172,"

  Pleased sand me M size

",3.0 out of 5 stars
173,"

  Superb product ,,,nice

",5.0 out of 5 stars
174,"

  I'm order this shirt this model is good but this colour not match for showing Amazon shirt colour is very different....so very bad delivery this I don't like...

",1.0 out of 5 stars
175,"

  Really like the colour combination of shirt and febric is 100% cotton...I like it but not same colour shown as image

",2.0 out of 5 stars
176,"

  Its fabric quality is very good.I like it...

",4.0 out of 5 stars
177,"

  Very nice product

",5.0 out of 5 stars
178,"

  The product is very good as shown in the picture and perfectly fit as expected. Fabric of the shirt is also good.

",5.0 out of 5 stars
179,"

  I didn't like the product worst colour

",2.0 out of 5 stars
180,"

  Colour is different I order different colour

",3.0 out of 5 stars
181,"

  Nice product. Quality of material is nice

",5.0 out of 5 stars
182,"

  Good quality of product. Clothcis very very good

",4.0 out of 5 stars
183,"

  Nice product

",5.0 out of 5 stars
184,"

  Worst product. Don't buy. Neither color nor fit is as expected. Better product available in market than this. Waste of money and time.

",1.0 out of 5 stars
185,"

  Nice shirt, great fitting value for money

",5.0 out of 5 stars
186,"

  I love

",5.0 out of 5 stars
187,"

  Nice and perfectly fitted

",5.0 out of 5 stars
188,"

  Price is high. Go for one size smaller.

",3.0 out of 5 stars
189,"

  Good

",4.0 out of 5 stars
190,"

  Colour is not same as pic... It's too dark... Really the material is very good...but... Only colour is not so good.. colour is dark pink..😔

",3.0 out of 5 stars
191,"

  Actual products looks much lighter in colour than the picture

",3.0 out of 5 stars
192,"

  Quality and size unfit

",3.0 out of 5 stars
193,"

  Fits perfectly & really good material.

",5.0 out of 5 stars
194,"

  It's better than expected. I didn't expected the quality & fit for this price.

",5.0 out of 5 stars
195,"

  Good product 👍Value for moneyPerfect fit

",5.0 out of 5 stars
196,"

  Product acha hai but m size bol ke Large size bheja tha

",1.0 out of 5 stars
197,"

  Don't like

",2.0 out of 5 stars
198,"

  Quality of material is very bad

",1.0 out of 5 stars
199,"

  Bad quality, not fit, stichings are horribleBut it looks the same in color

",3.0 out of 5 stars
200,"

  Really good. Nice fabric nd fitting

",4.0 out of 5 stars
201,"

  Little thin, color is good. Little overpriced.

",4.0 out of 5 stars
202,"

  Best quality

",5.0 out of 5 stars
203,"

  Fabrics quality is very comfortable.. shirt is really awesome.. happy to bought..

",5.0 out of 5 stars
204,"

  Good one

",4.0 out of 5 stars
205,"

  Product material below expectation

",2.0 out of 5 stars
206,"

  Good

",2.0 out of 5 stars
207,"

  Nice

",5.0 out of 5 stars
208,"

  Good..fit perfectly

",4.0 out of 5 stars
209,"

  Colour is very sweet

",4.0 out of 5 stars
210,"

  The one I received was entirely different from what is shown here. The cloth is of poor quality. The cost of this one is too high. Better not to buy it.

",1.0 out of 5 stars
211,"

  Hardly worn, not sure

",2.0 out of 5 stars
212,"

  Not like the promo picture is shown.

",3.0 out of 5 stars
213,"

  Fitted as per the size

",5.0 out of 5 stars
214,"

  The medium size people don't think that that it would be fitted if you take large it would be very loose for so think in selecting the size of produt

",4.0 out of 5 stars
215,"

  It is does not look like slim fit it is little bit extra large I have buy this but waste of money but still I m using .

",3.0 out of 5 stars
216,"

  Fitting is As expected. Soft cloth material

",4.0 out of 5 stars
217,"

  Not good

",4.0 out of 5 stars
218,"

  Material quality is below average

",2.0 out of 5 stars
219,"

  .colour is not perfect as shown in the picture.Stiching & looking below average

",2.0 out of 5 stars
220,"

  Best quality good fabric

",5.0 out of 5 stars
221,"

  Very nice shirt

",5.0 out of 5 stars
222,"

  Good

",4.0 out of 5 stars
223,"

  Its beautiful..

",5.0 out of 5 stars
224,"

  Not much i expected but not too bad

",3.0 out of 5 stars
225,"

  superb

",5.0 out of 5 stars
226,"

  good product & comfortable with good price

",5.0 out of 5 stars
227,"

  not like

",3.0 out of 5 stars
228,"

  Awsome product

",5.0 out of 5 stars
229,"

  I dont like this

",3.0 out of 5 stars
230,"

  Waste

",1.0 out of 5 stars
231,"

  nice

",5.0 out of 5 stars
232,"

  size was smaller than expected

",3.0 out of 5 stars
233,"

  Average

",3.0 out of 5 stars
234,"

  Okay okay product considering it's price

",5.0 out of 5 stars
235,"

  Material is fine but not my expected quality and cost of product is more.Returned

",4.0 out of 5 stars
236,"

  Good quality ,but not good for fit with tummy , just increase size at abdominal area

",4.0 out of 5 stars
237,"

  I asked thz item for exchange.size is too large.plz exchange the item .it is not exchanged yet.bt it is showing as exchanged

",1.0 out of 5 stars
238,"

  In fig colour is different

",1.0 out of 5 stars
239,"

  Product not good

",2.0 out of 5 stars
240,"

  Clothing Material not satisfied.

",1.0 out of 5 stars
241,"

  It is a  Cottonshirt. Comfortable too.Although manufacturer said it to be casual wear ,however it is stylish and formal and emulateable.

",5.0 out of 5 stars
242,"

  Great colour great material. Fitting is not as expected but nevertheless, its really good

",5.0 out of 5 stars
243,"

  Size Problems, Chest Louse, Length Short  And Material Quality is not Parefect

",4.0 out of 5 stars
244,"

  O K shirt. The cloth could have been better.

",3.0 out of 5 stars
245,"

  It is fine

",5.0 out of 5 stars
246,"

  Good

",5.0 out of 5 stars
247,"

  Very good shirt at a reasonable price. Best shirt for a casual get-up. Just grab it for any occasion like wedding, party etc. Thanks.

",5.0 out of 5 stars
248,"

  Nice product

",5.0 out of 5 stars
249,"

  Not shining after first wash as shown in pictures

",1.0 out of 5 stars
250,"

  Average

",3.0 out of 5 stars
251,"

  very good delivery good product thanks amazon

",4.0 out of 5 stars
252,"

  Clothing quality is goodStretching is goodOverall goodI recommend

",5.0 out of 5 stars
253,"

  Same product as shown...thnx amazon

",5.0 out of 5 stars
254,"

  Best product just one thing is that size don't match.But overall product is best

",5.0 out of 5 stars
255,"

  i am not recommen for anyone

",1.0 out of 5 stars
256,"

  Good quality

",4.0 out of 5 stars
257,"

  Shirt is not like in this color. Many difference. Fake advertisement.

",1.0 out of 5 stars
258,"

  The color don't match the photo.. The blue looks almost black..

",3.0 out of 5 stars
259,"

  Very good product and so fit as it has been prepared after taking measurements.

",5.0 out of 5 stars
260,"

  Good fabric very comfortable and color as in pic.Fits properly

",5.0 out of 5 stars
261,"

  Check your proper size

",3.0 out of 5 stars
262,"

  Not as shown in picture. A defective product was delivered first time. Had to return and request for new one. Poor quality

",1.0 out of 5 stars
263,"

  Not good

",2.0 out of 5 stars
264,"

  Superb product and buy once

",5.0 out of 5 stars
265,"

  Good

",3.0 out of 5 stars
266,"

  Wonderful shirt and I am enjoying it wearing

",5.0 out of 5 stars
267,"

  Not quality

",1.0 out of 5 stars
268,"

  Like it

",4.0 out of 5 stars
269,"

  Cost little bit high otherwise super

",5.0 out of 5 stars
270,"

  Nice quality

",5.0 out of 5 stars
271,"

  Good

",5.0 out of 5 stars
272,"

  Fit and really nice product

",5.0 out of 5 stars
273,"

  Not sutable for average stomach persons also

",4.0 out of 5 stars
274,"

  Good

",4.0 out of 5 stars
275,"

  Gud prod... But not getting expected cloth which seen by app it's slightly different in cloth... But worth for money

",5.0 out of 5 stars
276,"

  It's okay as average products

",4.0 out of 5 stars
277,"

  AMAZING PRODUCT. PERFECT FIT.

",5.0 out of 5 stars
278,"

  Nice

",5.0 out of 5 stars
279,"

  larger size. not as premium as it looks in images

",3.0 out of 5 stars
280,"

  Product was good

",5.0 out of 5 stars
281,"

  Sleeves fitting was a bit tight and shirt finishing was okay

",4.0 out of 5 stars
282,"

  Dislike product. As fabric is cheap and stitching not good.

",2.0 out of 5 stars
283,"

  Good product

",4.0 out of 5 stars
284,"

  Bed material picture and real very different.

",1.0 out of 5 stars
285,"

  Build quality is very bad. All the buttons are loosen, only the material is ok-ok.

",2.0 out of 5 stars
286,"

  Very comfort for summer. Perfect colour of shart. Value of money. Good quality of shart

",4.0 out of 5 stars
287,"

  Shirt quality is good but stitches are not so good button stitch removed in one wash.

",2.0 out of 5 stars
288,"

  Nice fitting

",4.0 out of 5 stars
289,"

  No

",3.0 out of 5 stars
290,"

  Shirt is best quality

",5.0 out of 5 stars
291,"

  Perfect fit and good quality

",5.0 out of 5 stars
292,"

  The product is same as shown in the image. Delivered before time . Stuff of shirt is also good . Stitched well.

",4.0 out of 5 stars
293,"

  Color not proper same this amazon images different colors add

",2.0 out of 5 stars
294,"

  Fabric is good...nice shirt at decent price...

",5.0 out of 5 stars
295,"

  Good only

",3.0 out of 5 stars
296,"

  Not bad

",3.0 out of 5 stars
297,"

  Purely 100% cotton product and it fits well

",4.0 out of 5 stars
298,"

  Product Quality is Good & looking Good..

",5.0 out of 5 stars
299,"

  Good product

",5.0 out of 5 stars
300,"

  Very good fitting and good material ....Overall vary good shirt from indoprimo

",5.0 out of 5 stars
301,"

  Good Quality of fabric, nice color, fitting as expected and very comfortable.

",5.0 out of 5 stars
302,"

  Good

",5.0 out of 5 stars
303,"

  Good purchase

",5.0 out of 5 stars
304,"

  Soft material,  good fittings...Love this product

",5.0 out of 5 stars
305,"

  Not good

",2.0 out of 5 stars
306,"

  Nice

",3.0 out of 5 stars
307,"

  Its a good product,pure cotton...looks beautiful . I am satisfied with this product.

",5.0 out of 5 stars
308,"

  There's no button for sleeves... Quality isn't good...

",2.0 out of 5 stars
309,"

  I like the color but it will get dull after washing

",3.0 out of 5 stars
310,"

  Fitting colour

",5.0 out of 5 stars
311,"

  Nice but different colour then the image shown

",4.0 out of 5 stars
312,"

  value for money

",5.0 out of 5 stars
313,"

  very good product.Fabric very good

",5.0 out of 5 stars
314,"

  The shirt is simply super

",5.0 out of 5 stars
315,"

  Worst shirt , looks good in App bit bad on hand

",1.0 out of 5 stars
316,"

  Quality is not up to mark and size is too large.

",1.0 out of 5 stars
317,"

  Good productThis is best best best product

",5.0 out of 5 stars
318,"

  Excellent.ty

",5.0 out of 5 stars
319,"

  Using it regularly. Fully satisfied.

",5.0 out of 5 stars
320,"

  Product is good fit perfectly 👍

",5.0 out of 5 stars
321,"

  The size mentioned in the chart was inaccurate my shirts are normally size 42 but this shirt was 44 but it was too small for me

",3.0 out of 5 stars
322,"

  Inside the pocket is torn.. kindly check product before it dispatched..

",3.0 out of 5 stars
323,"

  Product is good shirt material and quality is also good u can purchase this material.

",4.0 out of 5 stars
324,"

  Very good quality material

",4.0 out of 5 stars
325,"

  I purchase my husband BaithdayShirt is very nice and cloth fabrics is to good

",5.0 out of 5 stars
326,"

  Nice but fiting is not perfect

",3.0 out of 5 stars
327,"

  low Quality

",4.0 out of 5 stars
328,"

  Too tight and material is good.

",3.0 out of 5 stars
329,"

  Good

",5.0 out of 5 stars
330,"

  Item are good but delivery guys worst they r not good responser

",4.0 out of 5 stars
331,"

  NEED A LITTLE MORE WIDTH.

",4.0 out of 5 stars
332,"

  Quality and colour very good.

",5.0 out of 5 stars
333,"

  Low quality medium size

",1.0 out of 5 stars
334,"

  Waste... Low quality material....

",2.0 out of 5 stars
335,"

  Could give thumbs up 👍 for this shirt

",4.0 out of 5 stars
336,"

  Product is really good, quality of cloth is awesome i like it very much

",5.0 out of 5 stars
337,"

  The short is awesome in quality and look, however the size chart given is wrong it runs one size smaller..so if you order M size the measurements will be of S size..so order accordingly

",5.0 out of 5 stars
338,"

  Ordered this product by looking at size chart mentioned in here....this is completely misleading info...I usually wear 40size and this product is definitely not matched my size. Guess this need working on getting right Size chart at your end . Else will end up in exchanging

",3.0 out of 5 stars
339,"

  Shirt is nice.But crumpled and doesn't look like new.Not folded neatly.It was just rolled.Feeling very bad to buy a shirt in this condition.

",4.0 out of 5 stars
340,"

  Quality and quantity and price are not equal,  and we have to use iron before wearing, thickness of shirt is low. Quality of cloth as well, because cost 699..

",3.0 out of 5 stars
341,"

  At the indoprime official site product MRP is 999 but at Amazon its MRP is 1999. It is totally cheating with the customers so given discount is fake discount. Cloth is not cotton.

",2.0 out of 5 stars
